element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
way,54675321,,,,"POLYGON ((37.6485703 55.8565775, 37.6490253 55.8564782, 37.6489269 55.8563363, 37.648472 55.8564356, 37.6485703 55.8565775))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688350050, 688350085, 688350084, 688350039, 688350050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675322,,,,"POLYGON ((37.6475466 55.8568115, 37.6479952 55.8567122, 37.6478907 55.8565634, 37.647442 55.8566627, 37.6475466 55.8568115))",,,,,,,,Норд Авто,,,,yes,,,,,,,car_repair,,,,,,"[688350047, 688350046, 688350049, 688350048, 688350047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675323,,,,"POLYGON ((37.6470911 55.8570045, 37.6471073 55.857093, 37.647313 55.8570812, 37.6472969 55.8569926, 37.6470911 55.8570045))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350033, 688350034, 688350037, 688350038, 688350033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675324,,,,"POLYGON ((37.6479087 55.8569308, 37.6499309 55.8567558, 37.6497534 55.8561093, 37.6492766 55.8561505, 37.6493068 55.8562605, 37.6495992 55.8562352, 37.6496566 55.8564444, 37.6497134 55.8566512, 37.6494637 55.8566728, 37.6478756 55.8568102, 37.6479087 55.8569308))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688350045, 688350090, 688350055, 688350054, 688350053, 688350083, 688350051, 688350086, 688350087, 688350044, 688350045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675326,,,,"POLYGON ((37.6466856 55.8564149, 37.6467113 55.8564574, 37.6468492 55.8566573, 37.6470648 55.8566104, 37.6468916 55.8563594, 37.6483068 55.8560519, 37.648192 55.8558855, 37.6467689 55.8561947, 37.6466012 55.8559515, 37.6464033 55.8559946, 37.6465941 55.8562713, 37.6466883 55.8562508, 37.6467852 55.8563913, 37.6466856 55.8564149))",,,,,,,,,,,,yes,2,,,,,,,,,,,,"[688350019, 688350018, 688350028, 688350029, 688350012, 688350041, 688350040, 688350014, 688350015, 688350016, 688350017, 688350013, 688350011, 688350019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675327,,,,"POLYGON ((37.6454775 55.8566935, 37.645539 55.856785, 37.6459677 55.8566942, 37.6459062 55.8566027, 37.6454775 55.8566935))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349999, 688350002, 688350001, 688350000, 688349999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675328,,,,"POLYGON ((37.6454823 55.8562853, 37.6460444 55.8561604, 37.6459911 55.8560849, 37.645429 55.8562097, 37.6454823 55.8562853))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349978, 688350010, 688349977, 688349976, 688349978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675329,,,,"POLYGON ((37.6494637 55.8566728, 37.6497134 55.8566512, 37.6496566 55.8564444, 37.6494069 55.856466, 37.6494637 55.8566728))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688350087, 688350086, 688350051, 688350052, 688350087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675330,,,,"POLYGON ((37.6485356 55.8569912, 37.6497408 55.8568936, 37.6497242 55.8568291, 37.6485191 55.8569267, 37.6485356 55.8569912))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350042, 688350089, 688350088, 688350043, 688350042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675334,,,,"POLYGON ((37.651592 55.8562542, 37.6517426 55.8562479, 37.6517376 55.8562096, 37.6516886 55.8562117, 37.6516845 55.8561802, 37.6515828 55.8561845, 37.651592 55.8562542))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688350124, 688350126, 688350125, 688350129, 688350127, 688350128, 688350124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55814574,,,,"POLYGON ((37.6428806 55.8611003, 37.6425262 55.860886, 37.6427032 55.8607938, 37.642779 55.8608397, 37.6429307 55.8609314, 37.6430576 55.8610081, 37.6428806 55.8611003))",,,,14,,Вересковая улица,,,,,,yes,3,,,,,,,,,,,,"[701142309, 701142336, 701142375, 2274502501, 2274502502, 701142476, 701142309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55814577,,,,"POLYGON ((37.6448155 55.8590349, 37.645025 55.859144, 37.6451686 55.8590572, 37.6453849 55.8589263, 37.6455223 55.8588432, 37.6453128 55.8587341, 37.6448155 55.8590349))",,,,6 к1,,Ивовая улица,,,,,,apartments,17,,,,,,,,,,,,"[701142506, 701142548, 8664153027, 8664153028, 701142591, 701142619, 701142506]",131,П44Т-1/17 тип 1,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55814582,,,,"POLYGON ((37.6438586 55.8561992, 37.6437811 55.8560874, 37.644112 55.8560151, 37.6441695 55.856098, 37.6441895 55.8561269, 37.6438586 55.8561992))",,,,17,,проезд Русанова,,,,,,yes,2,,,,,,,,,,,,"[701142652, 701142759, 701142809, 4426502879, 701142851, 701142652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56226003,,,,"POLYGON ((37.6455182 55.8597486, 37.6452417 55.8595899, 37.6451674 55.8595472, 37.6453387 55.8594532, 37.645706 55.859664, 37.6458065 55.8596088, 37.646355 55.8593078, 37.6464996 55.8593907, 37.6463812 55.8594557, 37.6461389 55.8595888, 37.645851 55.8597468, 37.645797 55.8597158, 37.6457058 55.8597659, 37.6455987 55.8597044, 37.6455182 55.8597486))",,,,6 к2,,Ивовая улица,,,,,,apartments,17,,,,,,,,,,,,"[705572811, 8664153026, 705572832, 705572841, 1033553791, 8664153025, 1033553792, 705572858, 8664153024, 8664153023, 1033553797, 1033553802, 1033553806, 1033553813, 705572811]",262,П44Т-1/17 тип 1;П44Т-4/17 тип 3,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56233315,,,,"POLYGON ((37.6520253 55.8575763, 37.6518057 55.857599, 37.6517496 55.8576048, 37.6514458 55.8576362, 37.6513992 55.8574943, 37.6517049 55.8574627, 37.6517642 55.8574566, 37.6519787 55.8574344, 37.6520253 55.8575763))",,,,,,Кольская улица,,,,,,yes,2,,,,,,,,,,,,"[287269547, 706873731, 706873721, 287269548, 287269563, 706873714, 706873702, 287269550, 287269547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56387385,,,,"POLYGON ((37.6517049 55.8574627, 37.6517642 55.8574566, 37.6517235 55.8573324, 37.6516641 55.8573386, 37.6517049 55.8574627))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[706873714, 706873702, 287268084, 706873706, 706873714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56387387,,,,"POLYGON ((37.6518057 55.857599, 37.6517496 55.8576048, 37.6517705 55.8576686, 37.6518267 55.8576628, 37.6518057 55.857599))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[706873731, 706873721, 706873728, 706873724, 706873731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61855836,,,,"POLYGON ((37.6347526 55.8546243, 37.6347369 55.8546104, 37.6347129 55.8546009, 37.6346843 55.8545973, 37.6346554 55.8546002, 37.6346306 55.854609, 37.6346137 55.8546225, 37.6346073 55.8546386, 37.6346124 55.8546548, 37.6346281 55.8546687, 37.6346521 55.8546782, 37.6346807 55.8546817, 37.6347096 55.8546789, 37.6347344 55.8546701, 37.6347513 55.8546566, 37.6347577 55.8546405, 37.6347526 55.8546243))",,,,,,,shelter,,,,,yes,,,,,,,,,,,,,"[770885351, 770885339, 770885346, 770885323, 770885333, 770885321, 770885328, 770885308, 770885352, 770885314, 770885350, 770885304, 770885334, 770885342, 770885331, 770885318, 770885351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61920485,,,,"POLYGON ((37.6269034 55.854719, 37.6269238 55.8548372, 37.6273781 55.8548126, 37.6273577 55.8546943, 37.6269034 55.854719))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[771836305, 771836275, 771836233, 771836331, 771836305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61920497,,,,"POLYGON ((37.6332462 55.8518383, 37.6334792 55.8518374, 37.6334757 55.8515677, 37.6332427 55.8515686, 37.6332462 55.8518383))",,,,18,,Лазоревый проезд,,,,,,apartments,12,,,,,,,,,,,,"[771836244, 771836337, 771836112, 771836350, 771836244]",84,II-18-01/12,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61920500,,,,"POLYGON ((37.6339828 55.8515905, 37.6340249 55.851696, 37.6341236 55.8516879, 37.6341324 55.8517108, 37.6342486 55.8516966, 37.6342398 55.8516737, 37.634501 55.8516418, 37.6345105 55.8516664, 37.634627 55.8516521, 37.6346175 55.8516276, 37.634768 55.8516092, 37.6347212 55.8514986, 37.6339828 55.8515905))",,,Москва,5,,1-й Ботанический проезд,,,,,,apartments,14,,,,,,,,,,,,"[771836311, 771836150, 771836197, 771836306, 771836139, 771836364, 771836262, 771836169, 771836102, 771836236, 771836296, 771836265, 771836311]",104,П44Т-1/17 тип 1,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61920505,,,,"POLYGON ((37.6340457 55.8523545, 37.6342825 55.8523614, 37.6343076 55.8520897, 37.6340708 55.8520828, 37.6340457 55.8523545))",,,,20,,Лазоревый проезд,,,,,,apartments,12,,,,,,,,,,,,"[771836321, 771836163, 771836302, 771836272, 771836321]",84,II-18-01/12,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61920508,,,,"POLYGON ((37.6324179 55.8513419, 37.6326546 55.8513419, 37.6326546 55.8510682, 37.6324179 55.8510682, 37.6324179 55.8513419))",,,,16,,Лазоревый проезд,,,,,,apartments,12,,,,,,,,,,,,"[771836299, 771836266, 771836223, 771836325, 771836299]",84,II-18-01/12,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61922496,,,,"POLYGON ((37.6274934 55.8496056, 37.6276391 55.8496899, 37.6281275 55.849424, 37.6279818 55.8493397, 37.6274934 55.8496056))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[771910728, 771910693, 771910642, 771910494, 771910728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61939896,,,,"POLYGON ((37.6308665 55.8570137, 37.6300773 55.8569686, 37.6286546 55.8569577, 37.6286519 55.8570235, 37.6300746 55.8570343, 37.6308617 55.857076, 37.6308665 55.8570137))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[772125407, 431604184, 431604182, 431604180, 431604179, 772144832, 772125407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61940402,,,,"POLYGON ((37.6311168 55.8568021, 37.6310937 55.8569189, 37.6316764 55.8569552, 37.6316996 55.8568384, 37.6311168 55.8568021))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[772170228, 772170212, 772170193, 772170242, 772170228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61940412,,,,"POLYGON ((37.630112 55.8554985, 37.6301662 55.8555645, 37.6305177 55.8554737, 37.6304635 55.8554076, 37.630112 55.8554985))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[772170294, 772170172, 772170277, 772170182, 772170294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61940417,,,,"POLYGON ((37.6325918 55.8558705, 37.6326876 55.8558315, 37.6324193 55.8556238, 37.6323235 55.8556628, 37.6325918 55.8558705))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[772170237, 772170175, 772170209, 772170187, 772170237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,74540697,,,,"POLYGON ((37.6388338 55.8533901, 37.638797 55.8531507, 37.6390124 55.8531402, 37.6390169 55.852987, 37.63893 55.8529977, 37.6389193 55.8529704, 37.638573 55.8530131, 37.6385832 55.853039, 37.638413 55.85306, 37.6383487 55.8528958, 37.6386778 55.8528552, 37.6390341 55.8528112, 37.639099 55.8529769, 37.6391091 55.8531355, 37.639146 55.853375, 37.6388338 55.8533901))",,,,12,129323,улица Седова,,,,,,school,5,,,,,,,,,,,,"[317014648, 317014655, 880911866, 877590995, 317012300, 317012292, 317012289, 317012287, 317012284, 317012295, 7997878058, 317012281, 317012298, 317014664, 317014660, 317014648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144321,,,,"POLYGON ((37.6543042 55.8511148, 37.6539815 55.851436, 37.6540641 55.8514621, 37.6543868 55.8511409, 37.6543042 55.8511148))",,,,,,,,,,,,garages,,,,,,,,,,,,,"[967485994, 967485688, 967486198, 967485662, 967485994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144345,,,,"POLYGON ((37.6549493 55.851583, 37.6550441 55.8516161, 37.6550993 55.8516353, 37.6553041 55.8517067, 37.655437 55.8515867, 37.6553159 55.8515445, 37.6552922 55.8515659, 37.6551808 55.8515271, 37.6552076 55.8515029, 37.6550853 55.8514602, 37.6549493 55.851583))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[967485733, 1728509581, 1728509583, 967486078, 967485663, 967485683, 967485942, 967486108, 967485758, 967485696, 967485733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144346,,,,"POLYGON ((37.6541576 55.8514917, 37.6543173 55.8515423, 37.6545834 55.8512774, 37.6544237 55.8512269, 37.6541576 55.8514917))",,,,,,,,,,,,garages,,,,,,,,,,,,,"[967486107, 967485941, 967485717, 967485682, 967486107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144354,,,,"POLYGON ((37.6553285 55.8526808, 37.6553088 55.8527165, 37.6553906 55.8527308, 37.6554103 55.8526951, 37.6553285 55.8526808))",,,,13 к2 с1,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[967485768, 967485722, 967486030, 967485832, 967485768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144370,,,,"POLYGON ((37.658049 55.8558871, 37.6580858 55.8560064, 37.6584453 55.8559714, 37.6584085 55.8558521, 37.658049 55.8558871))",,,,3 с3,,Берингов проезд,,,,,,yes,1,,,,,,,,,,,,"[967486039, 967486007, 967485966, 967485732, 967486039]",,,,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144386,,,,"POLYGON ((37.6552525 55.8525171, 37.6553929 55.8525889, 37.6555227 55.852509, 37.6553823 55.8524371, 37.6552525 55.8525171))",,,,13,,улица Амундсена,music_school,Детская музыкальная школа №92,Mo-Fr 10:00-20:00; Sa 09:00-18:00,+7 499 1806174,,yes,2,,,,,,,,,,,,"[967486127, 967485958, 967485728, 967485692, 967486127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facultative_school,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144387,,,,"POLYGON ((37.654504 55.854402, 37.6547074 55.854438, 37.6548713 55.8541465, 37.6546679 55.8541105, 37.654504 55.854402))",,,,17 к1,,улица Амундсена,,,,,,apartments,2,,,,,,,,,,,,"[967486180, 967485670, 967486090, 967485740, 967486180]",12,1-260-2,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144389,,,22826,"POLYGON ((37.6529614 55.8538109, 37.6530755 55.8538397, 37.6531214 55.8537823, 37.6530073 55.8537535, 37.6529614 55.8538109))",indoor,,,,,,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[967485763, 967486195, 967486028, 967485992, 967485763]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144390,,,,"POLYGON ((37.6546362 55.8516531, 37.6552617 55.8518712, 37.6553632 55.8517795, 37.6550577 55.851673, 37.6550025 55.8516537, 37.6547377 55.8515614, 37.6546362 55.8516531))",,,,9,,улица Амундсена,,,,,,yes,1,,,,,,,,,,,,"[967485738, 967485795, 967486010, 1728509589, 1728509588, 967485747, 967485738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83144403,,,,"POLYGON ((37.6544042 55.8515698, 37.6544947 55.8515985, 37.6548174 55.8512773, 37.6547269 55.8512486, 37.6544042 55.8515698))",,,,,,,,,,,,garages,,,,,,,,,,,,,"[967485812, 967485889, 967486060, 967485876, 967485812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84012765,,,,"POLYGON ((37.6474766 55.8544275, 37.6475324 55.8545084, 37.6474077 55.8545355, 37.6470586 55.8546114, 37.6471088 55.8546842, 37.6472324 55.8548631, 37.6473369 55.8550145, 37.6472626 55.8550307, 37.6473194 55.855113, 37.6471608 55.8551474, 37.6471768 55.8551706, 37.6468992 55.8552309, 37.6465166 55.8553139, 37.6459839 55.8554295, 37.6458746 55.8552712, 37.6460406 55.8552351, 37.6460932 55.8553114, 37.6461607 55.8552967, 37.6471382 55.8550841, 37.6471073 55.8550393, 37.6468701 55.8546956, 37.6469517 55.8546779, 37.6468951 55.8545958, 37.6470325 55.8545659, 37.6470074 55.8545295, 37.6474766 55.8544275))",,,,5,,проезд Русанова,,,,,,apartments,17,,,,,,,,,,,,"[977474121, 977474119, 4839806509, 977474124, 4839806476, 4839806436, 2278132349, 2278132350, 287267869, 2278132351, 2278132352, 8027288596, 977474123, 2278132353, 1439268276, 977474120, 1439268278, 8042736054, 977474125, 8042736055, 2278132348, 2278132347, 287267871, 2278132345, 2278132343, 977474121]",469,П44Т-1/17 тип 1;П44Т-4/17 тип 2;П44Т-4/17 тип 3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85910034,,,,"POLYGON ((37.6464334 55.8519115, 37.6465337 55.8518466, 37.6464361 55.8517991, 37.6465114 55.8517504, 37.6463431 55.8516684, 37.6462758 55.8517119, 37.6462564 55.8517024, 37.6462325 55.8517179, 37.646252 55.8517274, 37.6461675 55.851782, 37.6464334 55.8519115))",,,,16 к6,,Снежная улица,,,,,,retail,2,,,,,,,,,,,,"[997194523, 997194259, 1728541279, 1728541274, 997194622, 2117984075, 2117984072, 2117984077, 2117984080, 997194207, 997194523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85910041,,,,"POLYGON ((37.6463299 55.8495044, 37.6463241 55.8495485, 37.6463613 55.8495501, 37.6463671 55.8495059, 37.6463299 55.8495044))",,,,,,,,,,,,yes,12,,,,,,,,,,,,"[997194438, 997194508, 317009242, 997194608, 997194438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85910072,,,,"POLYGON ((37.6460398 55.8514299, 37.6464211 55.8511867, 37.6459938 55.8509757, 37.6456126 55.8512189, 37.6459203 55.8513709, 37.6460398 55.8514299))",,,,16 к1,,Снежная улица,,,,,,retail,2,,,,,,,,,,,,"[997194190, 997194290, 997194247, 997194591, 3421804162, 997194190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85910095,,,,"POLYGON ((37.6471726 55.8487155, 37.6471663 55.8487628, 37.6472085 55.8487646, 37.6472148 55.8487172, 37.6471726 55.8487155))",,,,,,,,,,,,yes,12,,,,,,,,,,,,"[317009283, 997194079, 317009299, 997194584, 317009283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85910138,,,,"POLYGON ((37.6479581 55.8520091, 37.6475942 55.8518285, 37.6473284 55.8519973, 37.6476837 55.8521736, 37.6476262 55.8522101, 37.6470598 55.8519291, 37.6474382 55.8516888, 37.6480132 55.8519741, 37.6479581 55.8520091))",,,,18,,Снежная улица,,,,,,yes,1,,,,,,,,,,,,"[317009546, 997194100, 997194301, 317009539, 317009540, 317009541, 317009542, 317009543, 317009546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89072703,,,,"POLYGON ((37.6413822 55.8594901, 37.6414627 55.8594449, 37.6415593 55.8594961, 37.6414734 55.8595443, 37.6413822 55.8594901))",,,,3 с4,,Ивовая улица,,,,,,yes,,,,,,,,,,,,,"[1033511663, 1033511665, 1033511666, 1033511671, 1033511663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89074205,,,,"POLYGON ((37.6419133 55.8599537, 37.6418784 55.8599341, 37.6419093 55.8599168, 37.6418717 55.8598943, 37.64192 55.8598694, 37.6419871 55.8599108, 37.6419133 55.8599537))",,,,10 с1,,Вересковая улица,,,,,,yes,,,,,,,,,,,,,"[1033518009, 1033518012, 1033518013, 1033518016, 1033518017, 1033518019, 1033518009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89077169,,,,"POLYGON ((37.6453134 55.8581109, 37.6455443 55.8580298, 37.6457805 55.8581736, 37.6456726 55.8582283, 37.6456818 55.8582355, 37.6455868 55.8582821, 37.6453134 55.8581109))",,,,7 с35,,Кольская улица,,,,,,yes,,,,,,,,,,,,,"[1033530250, 1033530253, 1033530259, 8210842966, 8210842967, 1033530262, 1033530250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89078089,,,,"POLYGON ((37.6456671 55.8590656, 37.645824 55.8589776, 37.6459916 55.8590716, 37.6458347 55.8591597, 37.6456671 55.8590656))",,,,6 к1 с1,,Ивовая улица,,,,,,service,1,distribution,,,,,,,,,,,"[1033533346, 1033533349, 1033533350, 1033533351, 1033533346]",,,,,,,,,,,,,,,,,,,,,,ЦТП,substation,hot_water,heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89079723,,,,"POLYGON ((37.6460546 55.8586923, 37.646237 55.8586772, 37.6462746 55.8588157, 37.6461809 55.858825, 37.6460921 55.8588338, 37.6460546 55.8586923))",,,,7 с3,,Кольская улица,,,,,,yes,,,,,,,,,,,,,"[1033553849, 1033553851, 1033553865, 4459222191, 1033553873, 1033553849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89079724,,,,"POLYGON ((37.6462585 55.8590776, 37.6463336 55.8590445, 37.6463872 55.8590867, 37.6463068 55.8591228, 37.6462585 55.8590776))",,,,6 к2 с1,,Ивовая улица,,,,,,yes,,,,,,,,,,,,,"[1033553886, 1033553888, 1033553889, 1033553892, 1033553886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89081117,,,,"POLYGON ((37.6510811 55.8579351, 37.6512125 55.8578748, 37.6511012 55.8577936, 37.6509899 55.8577123, 37.6508504 55.857777, 37.6510811 55.8579351))",,,,1 с10,,Кольская улица,,,,,,yes,1,,,,,,,,,,,,"[1033571538, 1033571540, 8057452759, 1033571543, 1033571547, 1033571538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
