element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
way,54675239,,,,"POLYGON ((37.6602695 55.8486032, 37.660412 55.8483943, 37.6602442 55.8483582, 37.6601016 55.8485671, 37.6602695 55.8486032))",,,,2 с11,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349383, 688349384, 688349373, 688349385, 688349383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675240,,,,"POLYGON ((37.6604039 55.8487096, 37.6605211 55.848749, 37.6608932 55.8483995, 37.660776 55.8483602, 37.6604039 55.8487096))",,,,2 с18,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349379, 688349382, 688349381, 688349380, 688349379]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675241,,,,"POLYGON ((37.6522813 55.8543657, 37.652452 55.8543999, 37.6525276 55.8542809, 37.65239 55.8542533, 37.6523569 55.8542467, 37.6522813 55.8543657))",,,,14 с3,,проезд Нансена,,,,,,yes,1,,,,,,,,,,,,"[688349410, 8666787394, 1059246781, 8666787401, 688349411, 688349410]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675242,,,,"POLYGON ((37.652259 55.8538796, 37.6522229 55.8539326, 37.652164 55.8540234, 37.6525465 55.8540991, 37.6526359 55.8539566, 37.652259 55.8538796))",,,,,,,,,,,,yes,2,,,,,,,,,,,,"[688349412, 5171223245, 688349409, 688349408, 688349407, 688349412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675243,,,,"POLYGON ((37.6515273 55.8533051, 37.6514586 55.8534069, 37.6519413 55.8535095, 37.6519737 55.8534616, 37.6519948 55.8534303, 37.65201 55.8534077, 37.6515273 55.8533051))",,,,14,,проезд Нансена,school,Специальная (коррекционная) школа-интернат № 102,,,,yes,,,,,,,,,,,,,"[688349400, 688349397, 688349401, 1728380190, 1728380188, 688349402, 688349400]",,,,,,,,,,,,,,,,,,http://schisv102.mskobr.ru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675244,,,,"POLYGON ((37.6503757 55.8534568, 37.6504944 55.8535144, 37.6505303 55.8535318, 37.6508353 55.853334, 37.6506807 55.8532589, 37.6506323 55.8532903, 37.6503757 55.8534568))",,,,,,,,,,,,yes,2,,,,,,,,,,,,"[688349395, 1728380193, 688349392, 688349393, 688349396, 1728380182, 688349395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675245,,,,"POLYGON ((37.6594985 55.8496308, 37.6594352 55.8496194, 37.65962 55.8493413, 37.6597009 55.8493598, 37.6597415 55.8492987, 37.6594706 55.8492412, 37.6589075 55.8500721, 37.6589735 55.8500876, 37.6594985 55.8496308))",,,,2 с12,,улица Амундсена,,,,,,yes,2,,,,,,,,,,,,"[688349418, 688349414, 688349417, 688349419, 688349426, 688349413, 688349423, 688349425, 688349418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675246,,,,"POLYGON ((37.6588497 55.8505776, 37.6590105 55.8503555, 37.6587943 55.8503062, 37.6586335 55.8505282, 37.6588497 55.8505776))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349435, 688349434, 688349422, 688349436, 688349435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675247,,,,"POLYGON ((37.660436 55.8532915, 37.6603322 55.8532573, 37.6607676 55.8528411, 37.6608799 55.8528782, 37.6609628 55.8527989, 37.6604079 55.852616, 37.6603247 55.8526996, 37.6606497 55.8528068, 37.6604729 55.8529758, 37.6601547 55.8528705, 37.6600878 55.8529377, 37.6604035 55.8530422, 37.660219 55.8532185, 37.6599099 55.8531166, 37.6598392 55.8531877, 37.6603637 55.8533606, 37.660436 55.8532915))",,,,8 к1,,улица Амундсена,,,,,,yes,2,,,,,,,,,,,,"[688349450, 688349447, 688349439, 688349443, 688349442, 688349441, 688349444, 688349440, 997194376, 997194593, 997194427, 997194102, 688349446, 688349445, 688349449, 688349448, 688349450]",,,,,,,,8А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675249,,,,"POLYGON ((37.6678329 55.8492759, 37.6681313 55.8492642, 37.6680756 55.8488152, 37.6677773 55.8488269, 37.6678329 55.8492759))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349755, 688349763, 688349536, 688349528, 688349755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675250,,,,"POLYGON ((37.6685721 55.8503638, 37.6683979 55.8489078, 37.6693905 55.8488703, 37.6695637 55.8503184, 37.6694419 55.850323, 37.6694757 55.8506054, 37.668605 55.8506382, 37.6685721 55.8503638))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349764, 688349533, 688349545, 688349788, 688349787, 688349789, 688349778, 688349764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675253,,,,"POLYGON ((37.6627763 55.8481869, 37.6628585 55.8483397, 37.6632439 55.8482744, 37.6632926 55.8483648, 37.6637609 55.8482853, 37.6637121 55.8481946, 37.6637551 55.8481873, 37.663673 55.8480349, 37.6627763 55.8481869))",,,,21 с4,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349486, 688349488, 688349471, 688349489, 688349475, 688349474, 688349473, 688349472, 688349486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675254,,,,"POLYGON ((37.6629867 55.8483477, 37.6630526 55.8484804, 37.6632919 55.8484429, 37.6632259 55.8483102, 37.6629867 55.8483477))",,,,21 с3,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349490, 688349491, 688349493, 688349476, 688349490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675255,,,,"POLYGON ((37.6636887 55.8486053, 37.6637764 55.8486417, 37.6638517 55.8485846, 37.663764 55.8485482, 37.6636887 55.8486053))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349492, 688349494, 688349496, 688349495, 688349492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675256,,,,"POLYGON ((37.6634646 55.8479311, 37.6637077 55.8479021, 37.6636082 55.8476396, 37.6633651 55.8476687, 37.6634646 55.8479311))",,,,21 с6,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349477, 688349484, 688349485, 688349479, 688349477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675257,,,,"POLYGON ((37.6653594 55.8482329, 37.6653462 55.8483654, 37.6657809 55.848379, 37.6657941 55.8482466, 37.6653594 55.8482329))",,,,21 с1,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349502, 688349510, 688349509, 688349503, 688349502]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675258,,,,"POLYGON ((37.6618714 55.8479128, 37.6625304 55.8479103, 37.6625287 55.8477718, 37.6618707 55.8477742, 37.6618704 55.84775, 37.6617707 55.8477504, 37.6617723 55.8478841, 37.6618711 55.8478837, 37.6618714 55.8479128))",,,,21 с8,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349461, 688349480, 688349481, 688349454, 688349457, 688349458, 688349459, 688349456, 688349461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675259,,,,"POLYGON ((37.6637267 55.8479002, 37.6639698 55.8478711, 37.6638703 55.8476087, 37.6636273 55.8476377, 37.6637267 55.8479002))",,,,21 с5,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[688349483, 688349501, 688349452, 688349482, 688349483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675260,,,,"POLYGON ((37.6673004 55.8482387, 37.6675655 55.8482143, 37.6675484 55.8481557, 37.6672832 55.8481801, 37.6673004 55.8482387))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349520, 688349519, 688349522, 688349521, 688349520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675263,,,,"POLYGON ((37.6703308 55.8483669, 37.6691931 55.8485866, 37.6692471 55.8486747, 37.6695195 55.8486221, 37.6695513 55.848674, 37.6701871 55.8485512, 37.6702614 55.8486725, 37.6704928 55.8486278, 37.6703308 55.8483669))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349546, 688349535, 688349534, 688349551, 688349548, 688349554, 688349547, 688349553, 688349546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675264,,,,"POLYGON ((37.6621705 55.8516039, 37.6619977 55.8515436, 37.661924 55.8516102, 37.6618749 55.8515931, 37.6617402 55.8517148, 37.6619622 55.8517922, 37.6621705 55.8516039))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349586, 688349585, 688349590, 688349588, 688349589, 688349692, 688349586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675265,,,,"POLYGON ((37.6674949 55.8519976, 37.6675701 55.8520337, 37.6675339 55.8520575, 37.6676172 55.8520974, 37.6681601 55.8517413, 37.6680767 55.8517036, 37.668041 55.851727, 37.667964 55.85169, 37.6674949 55.8519976))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349798, 688349799, 688349801, 688349800, 688349785, 688349784, 688349783, 688349768, 688349798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675266,,,,"POLYGON ((37.6677816 55.8521585, 37.6679215 55.8522239, 37.669043 55.8514675, 37.6689031 55.8514021, 37.6677816 55.8521585))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349796, 688349797, 688349780, 688349779, 688349796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675268,,,,"POLYGON ((37.66762 55.8525319, 37.6677578 55.852598, 37.6695144 55.8514442, 37.6693765 55.8513781, 37.66762 55.8525319))",,,,,,,,,,,,yes,1,,,,,,,,,,,,"[688349805, 688349806, 688349794, 688349793, 688349805]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675269,,,,"POLYGON ((37.6673664 55.8518671, 37.66755 55.8518179, 37.6674052 55.8516477, 37.6672216 55.851697, 37.6672624 55.851745, 37.6673664 55.8518671))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349803, 688349795, 688349767, 688349775, 688349777, 688349803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675270,,,,"POLYGON ((37.6669661 55.8519745, 37.6673664 55.8518671, 37.6672624 55.851745, 37.6668621 55.8518523, 37.6669661 55.8519745))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349804, 688349803, 688349777, 688349802, 688349804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675271,,,,"POLYGON ((37.6666443 55.8496944, 37.666864 55.8496465, 37.6666171 55.8492893, 37.6663974 55.8493371, 37.6666443 55.8496944))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349758, 688349749, 688349653, 688349655, 688349758]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675272,,,,"POLYGON ((37.6634151 55.8513395, 37.6629007 55.8516018, 37.6631033 55.851727, 37.6636177 55.8514647, 37.6635638 55.8514314, 37.6634151 55.8513395))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349619, 688349700, 688349698, 688349623, 688349622, 688349619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675273,,,,"POLYGON ((37.6622229 55.8508745, 37.6624101 55.8509389, 37.66261 55.8507559, 37.6624228 55.8506915, 37.6622229 55.8508745))",,,,2 с16,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349571, 688349570, 688349608, 688349572, 688349571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675274,,,,"POLYGON ((37.6626141 55.8511281, 37.6623263 55.8510259, 37.6620696 55.8512538, 37.6625559 55.8514264, 37.662687 55.85131, 37.6627513 55.8513329, 37.6629064 55.8511952, 37.6627637 55.8511446, 37.6628441 55.8510732, 37.662724 55.8510305, 37.6626141 55.8511281))",,,,2 с5,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349615, 688349568, 688349591, 688349616, 688349611, 688349613, 688349612, 688349610, 688349609, 688349595, 688349615]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675275,,,,"POLYGON ((37.6617143 55.8514162, 37.6616363 55.8514957, 37.6618493 55.8515615, 37.6619273 55.8514821, 37.6617143 55.8514162))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349594, 688349587, 688349593, 688349592, 688349594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675278,,,,"POLYGON ((37.6634081 55.8510775, 37.6632204 55.8510068, 37.6638244 55.8504332, 37.663227 55.8502352, 37.6625924 55.8508379, 37.6630551 55.8509915, 37.6629794 55.8510613, 37.6632293 55.8511467, 37.6634081 55.8510775))",,,,2 с4,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[688349621, 688349603, 688349604, 688349562, 688349596, 688349607, 688349614, 688349620, 688349621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675280,,,,"POLYGON ((37.6631725 55.8498992, 37.664145 55.8502273, 37.6642662 55.8501141, 37.6632937 55.849786, 37.6631725 55.8498992))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[317020533, 688349625, 688349626, 688349564, 317020533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675282,,,,"POLYGON ((37.6652799 55.850215, 37.6632612 55.8512445, 37.6634151 55.8513395, 37.6635638 55.8514314, 37.6648836 55.8507583, 37.6649504 55.8507996, 37.6657901 55.8503713, 37.6656524 55.8502862, 37.6657406 55.8502412, 37.665147 55.8498744, 37.6649179 55.8499913, 37.6652799 55.850215))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349663, 688349618, 688349619, 688349622, 688349665, 688349666, 688349691, 688349660, 688349662, 688349628, 688349630, 688349663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675283,,,,"POLYGON ((37.6653509 55.8507642, 37.6654298 55.8508185, 37.6654015 55.8508315, 37.6654649 55.8508751, 37.6657146 55.8507608, 37.6657383 55.8507771, 37.6658929 55.8507064, 37.6658689 55.8506899, 37.6660825 55.8505921, 37.6659404 55.8504943, 37.6653509 55.8507642))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349685, 688349680, 688349678, 688349677, 688349683, 688349689, 688349688, 688349679, 688349682, 688349686, 688349685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675284,,,,"POLYGON ((37.6655726 55.8526363, 37.665471 55.8527279, 37.665759 55.8528286, 37.6658606 55.8527369, 37.6655726 55.8526363))",,,,8,,Уржумская улица,,,,,substation,yes,2,,,,,,,,,,,,"[688349711, 688349716, 688349714, 688349712, 688349711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675285,,,,"POLYGON ((37.6648852 55.8526397, 37.6650604 55.8526998, 37.665265 55.8525119, 37.6650898 55.8524518, 37.6648852 55.8526397))",,,,4 с23,,Уржумская улица,,,,,,yes,4,,,,,,,,,,,,"[688349703, 688349701, 688349718, 688349705, 688349703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675286,,,,"POLYGON ((37.6679989 55.8516683, 37.6680767 55.8517036, 37.6681601 55.8517413, 37.6685241 55.8514879, 37.6683629 55.8514149, 37.6679989 55.8516683))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349769, 688349784, 688349785, 688349782, 688349781, 688349769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675287,,,,"POLYGON ((37.6692744 55.8511465, 37.6694553 55.8512293, 37.6699665 55.8508772, 37.6697857 55.8507945, 37.6692744 55.8511465))",,,район Свиблово,1с4,,Енисейская улица,,Лира,,,,commercial,2,,,,,,,,,,,,"[688349786, 688349792, 688349791, 688349790, 688349786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675288,,,,"POLYGON ((37.6668942 55.8511837, 37.6669795 55.8512749, 37.6676097 55.8510878, 37.6676147 55.8510166, 37.667547 55.8509392, 37.6670936 55.8510641, 37.6671359 55.8511125, 37.6668942 55.8511837))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349774, 688349772, 688349773, 688349766, 688349765, 688349770, 688349771, 688349774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675289,,,,"POLYGON ((37.667087 55.849267, 37.6669052 55.8493086, 37.6670148 55.8494593, 37.6671966 55.8494177, 37.667087 55.849267))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349724, 688349743, 688349744, 688349745, 688349724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675290,,,,"POLYGON ((37.6668332 55.8495305, 37.6670332 55.8494847, 37.6670148 55.8494593, 37.6669052 55.8493086, 37.6668887 55.849286, 37.6666888 55.8493318, 37.6668332 55.8495305))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349747, 688349746, 688349744, 688349743, 688349741, 688349742, 688349747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675291,,,,"POLYGON ((37.6668599 55.8495792, 37.6669244 55.8496738, 37.6672513 55.8496036, 37.6671867 55.8495089, 37.6668599 55.8495792))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349753, 688349748, 688349751, 688349750, 688349753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675292,,,,"POLYGON ((37.6667521 55.8498583, 37.6671937 55.8497724, 37.6671206 55.8496541, 37.666882 55.8497005, 37.6668681 55.8496787, 37.6666652 55.8497181, 37.6667521 55.8498583))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[688349761, 688349762, 688349754, 688349759, 688349752, 688349760, 688349761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675314,,,,"POLYGON ((37.6459681 55.8572501, 37.6459764 55.8573676, 37.6463032 55.8573604, 37.6462935 55.8572235, 37.6462592 55.8572277, 37.6461901 55.856946, 37.6452818 55.8569949, 37.645101 55.8567658, 37.6441769 55.8569936, 37.6432486 55.8572192, 37.6425009 55.8572904, 37.6425096 55.8573194, 37.6425198 55.8573533, 37.6432973 55.8572798, 37.6433458 55.8572676, 37.6433647 55.8572911, 37.6435359 55.8572482, 37.6435529 55.8572718, 37.6436475 55.8572485, 37.6436704 55.8572744, 37.6439483 55.8572031, 37.6439737 55.8572346, 37.6441509 55.8571904, 37.6441734 55.8572183, 37.6443169 55.8571816, 37.6443576 55.8571706, 37.644378 55.8572009, 37.644548 55.8571589, 37.6445661 55.8571849, 37.6447475 55.857138, 37.6447698 55.8571658, 37.6448574 55.8571427, 37.6448798 55.8571707, 37.6451345 55.8571074, 37.6451573 55.8571395, 37.6453238 55.8571311, 37.6454031 55.8571047, 37.6459014 55.8570725, 37.6459538 55.8572514, 37.6459681 55.8572501))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350102, 688350100, 688350106, 688350027, 688350025, 688350026, 688349995, 688349988, 1222525262, 688349922, 688349938, 2310564968, 688349939, 688349946, 688349945, 688349950, 688349927, 688349948, 688349926, 688349960, 688349929, 688349931, 688349928, 688349930, 1222525191, 688349923, 688349933, 688349924, 688349932, 688349990, 688349992, 688349991, 688349994, 688349993, 688349997, 688350004, 688349996, 688350005, 688350101, 688350102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675316,,,,"POLYGON ((37.6430347 55.8569984, 37.6422952 55.8570612, 37.6423115 55.8571258, 37.6430875 55.8570592, 37.6448725 55.8566198, 37.6448313 55.8565634, 37.6430347 55.8569984))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688349915, 688349920, 688349921, 688349918, 688349983, 688349984, 688349915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675317,,,,"POLYGON ((37.6449581 55.8567353, 37.6449193 55.8566825, 37.6440386 55.8568985, 37.6431731 55.8571065, 37.6425212 55.8571729, 37.6423191 55.8571943, 37.6423391 55.8572537, 37.6425412 55.8572323, 37.643208 55.8571644, 37.6440796 55.8569513, 37.6449581 55.8567353))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688349987, 688349986, 1222525377, 688349916, 1222525374, 688349917, 688349937, 1222525351, 688349919, 1222525261, 688349987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675318,,,,"POLYGON ((37.6454976 55.8572151, 37.6455778 55.8572069, 37.6456246 55.8573869, 37.6458572 55.857372, 37.6457902 55.8571409, 37.6452477 55.8571751, 37.6432782 55.8573425, 37.6430484 55.8573621, 37.6424241 55.8574033, 37.6424406 55.8574595, 37.6427571 55.8574387, 37.6427949 55.8575965, 37.6430107 55.8575813, 37.6429666 55.8574242, 37.6430609 55.8574179, 37.6430999 55.8575743, 37.6432984 55.8575599, 37.643259 55.8574015, 37.6432899 55.8573989, 37.6433425 55.8573946, 37.6433777 55.8575531, 37.6435659 55.8575383, 37.6435359 55.8573794, 37.643613 55.8573732, 37.6436478 55.8575347, 37.6438254 55.8575218, 37.6437903 55.8573588, 37.6438799 55.8573515, 37.6439169 55.8575152, 37.644098 55.8575021, 37.6440607 55.8573369, 37.6441311 55.8573311, 37.6441631 55.8574974, 37.6443594 55.8574832, 37.6443271 55.8573152, 37.6443917 55.85731, 37.6444328 55.8574779, 37.6446324 55.8574634, 37.6445909 55.8572939, 37.6446683 55.8572876, 37.6447134 55.8574576, 37.6449089 55.8574434, 37.6448634 55.8572717, 37.644969 55.8572632, 37.6450082 55.8574363, 37.6452388 55.8574196, 37.6451991 55.8572445, 37.6452949 55.8572361, 37.6453421 55.8574121, 37.6455465 55.8573973, 37.6454976 55.8572151))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350007, 688350006, 688350099, 688350103, 688350003, 688349989, 1222525163, 1222525304, 688349936, 688349935, 1222525182, 1222525203, 1222525332, 1222525159, 688349941, 688349943, 688349959, 688349942, 1222525306, 688349956, 688349957, 688349958, 688349954, 688349955, 688349963, 688349964, 688349961, 688349962, 688349965, 688349975, 688349970, 688349969, 688349974, 688349973, 688349968, 688349967, 688349972, 688349971, 688349966, 688350093, 688350098, 688350097, 688350092, 688350091, 688350096, 688350095, 688350094, 688349998, 688350105, 688350104, 688350007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675319,,,,"POLYGON ((37.6467838 55.8570249, 37.6468121 55.8571475, 37.647026 55.8571319, 37.6469976 55.8570093, 37.6467838 55.8570249))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350030, 688350031, 688350035, 688350036, 688350030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54675320,,,,"POLYGON ((37.6465249 55.8572224, 37.6467328 55.8572072, 37.6466923 55.8570325, 37.6464845 55.8570476, 37.6465249 55.8572224))",,,,,,,,,,,,garages,1,,,,,,,,,,,,"[688350021, 688350032, 688350023, 688350022, 688350021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
