element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,213385549,"[2230933847, 2230933845, 2230933870, 2230933872, 2230933847]",,,,,yes,,,,,"POLYGON ((49.0912741 53.8246457, 49.0911584 53.8246457, 49.0911584 53.8247492, 49.0912741 53.8247492, 49.0912741 53.8246457))",,,,,,,,
way,213385550,"[2230931435, 2230931484, 2230931485, 2230931437, 2230931435]",,,,,yes,,,,,"POLYGON ((49.0928739 53.8162514, 49.0928691 53.8163766, 49.0930934 53.8163796, 49.0930982 53.8162544, 49.0928739 53.8162514))",,,,,,,,
way,213385551,"[2230933796, 2230933824, 2230933828, 2230933797, 2230933796]",,,,,yes,,,,,"POLYGON ((49.0879447 53.8244705, 49.0879363 53.8245916, 49.0880278 53.8245938, 49.0880361 53.8244727, 49.0879447 53.8244705))",,,,,,,,
way,213385552,"[2230935090, 2230935115, 2230935114, 2230935088, 2230935090]",,,,,yes,,,,,"POLYGON ((49.0880293 53.8298368, 49.0880312 53.8299164, 49.0881856 53.8299152, 49.0881837 53.8298356, 49.0880293 53.8298368))",,,,,,,,
way,213385554,"[2230934409, 2230934423, 2230934425, 2230934411, 2230934409]",,,,,yes,,,,,"POLYGON ((49.0865328 53.8274037, 49.0865318 53.8274493, 49.0867055 53.8274506, 49.0867064 53.8274049, 49.0865328 53.8274037))",,,,,,,,
way,213385555,"[2230931718, 2230931761, 2230931763, 2230931719, 2230931718]",,,,,yes,,,,,"POLYGON ((49.1028071 53.818233, 49.1028071 53.8186785, 49.1030938 53.8186785, 49.1030938 53.818233, 49.1028071 53.818233))",,,,,,,,
way,213385556,"[2230933188, 2230933189, 2230933212, 2230933206, 9023526146, 9023526145, 9023526144, 9023526143, 2230933188]",,29А,,Рабочая улица,house,,,,,"POLYGON ((49.0832563 53.8223795, 49.083104 53.8223814, 49.0831104 53.8225645, 49.0833266 53.8225618, 49.0833252 53.8225223, 49.0833781 53.8225216, 49.0833743 53.8224124, 49.0832575 53.8224139, 49.0832563 53.8223795))",,,,,,,,
way,213385558,"[2230934024, 2230934057, 2230934059, 2230934025, 2230934024]",,,,,yes,,,,,"POLYGON ((49.0903985 53.8254965, 49.0903985 53.8255837, 49.0906123 53.8255837, 49.0906123 53.8254965, 49.0903985 53.8254965))",,,,,,,,
way,213385559,"[2230929751, 2230929762, 2230929764, 2230929752, 2230929751]",,,,,yes,,,,,"POLYGON ((49.1041668 53.8067747, 49.1041335 53.8072405, 49.1043276 53.8072454, 49.1043609 53.8067795, 49.1041668 53.8067747))",,,,,,,,
way,213385560,"[2230931447, 2230931471, 2230931482, 2230931452, 2230931447]",,,,,yes,,,,,"POLYGON ((49.0989571 53.816271, 49.0989571 53.81637, 49.0992416 53.81637, 49.0992416 53.816271, 49.0989571 53.816271))",,,,,,,,
way,213385561,"[2230932636, 2230932675, 2230932677, 2230932637, 2230932636]",,,,,yes,,,,,"POLYGON ((49.0920696 53.8210482, 49.092067 53.8211273, 49.0921869 53.8211287, 49.0921895 53.8210496, 49.0920696 53.8210482))",,,,,,,,
way,213385562,"[2230932968, 2230932969, 2230933002, 2230933000, 2230932968]",,,,,yes,,,,,"POLYGON ((49.0886755 53.8217494, 49.0885508 53.8217507, 49.0885522 53.8217925, 49.0886768 53.8217911, 49.0886755 53.8217494))",,,,,,,,
way,213385564,"[2230934717, 2230934725, 2230934730, 2230934718, 2230934717]",,,,,yes,,,,,"POLYGON ((49.0891238 53.8285596, 49.0891219 53.8286044, 49.0893583 53.828608, 49.0893603 53.8285632, 49.0891238 53.8285596))",,,,,,,,
way,213385565,"[2230929987, 2230929993, 2230930028, 2230930025, 2230929987]",,,,,yes,,,,,"POLYGON ((49.10325 53.8108794, 49.1031043 53.8108832, 49.1031187 53.8110764, 49.1032644 53.8110726, 49.10325 53.8108794))",,,,,,,,
way,213385566,"[2230934560, 2230934584, 2230934586, 2230934562, 2230934560]",,,,,yes,,,,,"POLYGON ((49.0883638 53.8279466, 49.0883607 53.8279898, 49.0885063 53.8279934, 49.0885093 53.8279502, 49.0883638 53.8279466))",,,,,,,,
way,213385567,"[2230933242, 2230933240, 2230933277, 2230933282, 2230933242]",,,,,yes,,,,,"POLYGON ((49.0909134 53.8226, 49.0907235 53.8225979, 49.0907202 53.8227019, 49.0909101 53.822704, 49.0909134 53.8226))",,,,,,,,
way,213385568,"[2230931991, 2230932004, 2230932002, 2230931986, 2230931991]",,,,,yes,,,,,"POLYGON ((49.0942689 53.8198989, 49.0942701 53.8199393, 49.0944698 53.8199371, 49.0944685 53.8198967, 49.0942689 53.8198989))",,,,,,,,
way,213385569,"[2230934623, 2230934653, 2230934657, 2230934650, 2230934623]",,,,,yes,,,,,"POLYGON ((49.0808882 53.8281194, 49.0807943 53.8281695, 49.0808605 53.8282128, 49.0809544 53.8281627, 49.0808882 53.8281194))",,,,,,,,
way,213385570,"[2230933758, 2230933773, 2230933775, 2230933760, 2230933758]",,,,,yes,,,,,"POLYGON ((49.0891783 53.8243626, 49.0891742 53.824431, 49.0893328 53.8244343, 49.0893369 53.8243659, 49.0891783 53.8243626))",,,,,,,,
way,213385571,"[2230931814, 2230931829, 2230931830, 2230931816, 2230931814]",,,,,yes,,,,,"POLYGON ((49.0921687 53.8190141, 49.0921666 53.8190739, 49.0922869 53.8190753, 49.092289 53.8190155, 49.0921687 53.8190141))",,,,,,,,
way,213385572,"[2230932158, 2230932156, 2230932236, 2230932242, 2230932158]",,17,,улица Ворошилова,house,,,,,"POLYGON ((49.0835307 53.8202504, 49.0832967 53.8202479, 49.0832935 53.8203492, 49.0835275 53.8203517, 49.0835307 53.8202504))",,,,,,,,
way,213385573,"[2230935392, 2230935402, 2230935403, 2230935394, 2230935392]",,,,,yes,,,,,"POLYGON ((49.088105 53.8311203, 49.088105 53.8311519, 49.0881693 53.8311519, 49.0881693 53.8311203, 49.088105 53.8311203))",,,,,,,,
way,213385574,"[2230929931, 2230929929, 2230929942, 2230929943, 2230929931]",,,,,yes,,,,,"POLYGON ((49.1042966 53.8099617, 49.1034329 53.8099404, 49.1034205 53.8101148, 49.1042843 53.8101361, 49.1042966 53.8099617))",,,,,,,,
way,213385575,"[2230933412, 2230933425, 2230933427, 2230933414, 2230933412]",,,,,yes,,,,,"POLYGON ((49.0878196 53.8231408, 49.087815 53.8232122, 49.087924 53.8232147, 49.0879286 53.8231433, 49.0878196 53.8231408))",,,,,,,,
way,213385577,"[2230932546, 9023525783, 9023525784, 2230932549, 2230932400, 9023525785, 9023525786, 2230932387, 2230932546]",,,,,yes,,,,,"POLYGON ((49.0842953 53.820776, 49.0843646 53.820776, 49.0843646 53.82077, 49.0844797 53.8207701, 49.0844802 53.8205607, 49.084354 53.8205606, 49.0843539 53.8205895, 49.0842958 53.8205895, 49.0842953 53.820776))",,,,,,,,
way,213385578,"[2230932940, 2230932991, 2230932995, 2230932945, 2230932940]",,,,,yes,,,,,"POLYGON ((49.0930249 53.821708, 49.093016 53.8217762, 49.0931143 53.8217806, 49.0931232 53.8217125, 49.0930249 53.821708))",,,,,,,,
way,213385579,"[2230931595, 2230931642, 2230931649, 2230931596, 2230931595]",,,,,yes,,,,,"POLYGON ((49.0898199 53.8177028, 49.0898099 53.8178094, 49.0899398 53.8178137, 49.0899499 53.8177071, 49.0898199 53.8177028))",,,,,,,,
way,213385581,"[2230932341, 2230932339, 9023487293, 9023487292, 2230932503, 2230932506, 2230932380, 9023487291, 2230932341]",,16,,улица Ворошилова,house,,,,,"POLYGON ((49.0835142 53.8204769, 49.0832591 53.8204758, 49.0832587 53.8205088, 49.0832852 53.8205089, 49.0832832 53.8206724, 49.0834575 53.8206731, 49.0834588 53.8205649, 49.0835132 53.8205651, 49.0835142 53.8204769))",,,,,,,,
way,213385582,"[2230934525, 2230934553, 2230934578, 2230934601, 2230934607, 2230934574, 2230934525]",,,,,yes,,,,,"POLYGON ((49.0813563 53.8279021, 49.081296 53.8279357, 49.081353 53.8279714, 49.0812204 53.8280452, 49.0812691 53.8280757, 49.081462 53.8279683, 49.0813563 53.8279021))",,,,,,,,
way,213385584,"[2230932965, 2230932963, 2230933027, 2230933025, 2230933071, 2230933078, 9023525659, 9023525660, 2230932965]",,,,,yes,,Замок Гарибальди,,,"POLYGON ((49.0856266 53.821724, 49.0855348 53.8217232, 49.0855327 53.8218121, 49.0854182 53.8218112, 49.0854153 53.8219381, 49.0857129 53.8219405, 49.0857173 53.8217537, 49.0856259 53.8217529, 49.0856266 53.821724))",,,,,hotel,,,
way,213385585,"[2230935079, 2230935119, 2230935123, 2230935097, 2230935096, 2230935081, 2230935079]",,,,,yes,,,,,"POLYGON ((49.0871788 53.829781, 49.0871743 53.8299249, 49.0875892 53.8299295, 49.0875915 53.8298563, 49.0873221 53.8298534, 49.0873243 53.8297826, 49.0871788 53.829781))",,,,,,,,
way,213385587,"[2230933722, 2230933720, 2230933709, 2230933707, 2230933741, 2230933742, 2230933722]",,,,,yes,,,,,"POLYGON ((49.0860736 53.8242688, 49.0858762 53.8242658, 49.0858777 53.8242323, 49.085809 53.8242312, 49.0858059 53.8243026, 49.086072 53.8243066, 49.0860736 53.8242688))",,,,,,,,
way,213385588,"[2230934069, 2230934053, 2230934051, 2230934030, 2230934032, 2230934071, 2230934069]",,,,,yes,,,,,"POLYGON ((49.0880499 53.8256319, 49.0880498 53.8255827, 49.0879756 53.8255827, 49.0879755 53.8255387, 49.0878776 53.8255388, 49.0878778 53.825632, 49.0880499 53.8256319))",,,,,,,,
way,213385590,"[2230934466, 2230934431, 2230934432, 2230934495, 2230934491, 2230934485, 2230934466]",,,,,yes,,,,,"POLYGON ((49.0892631 53.8276811, 49.089269 53.8275763, 49.0893775 53.8275784, 49.0893638 53.827821, 49.0892553 53.8278188, 49.089257 53.827789, 49.0892631 53.8276811))",,,,,,,,
way,213385591,"[2230931600, 2230931684, 2230931686, 2230931640, 2230931646, 2230931602, 2230931600]",,,,,yes,,,,,"POLYGON ((49.0921571 53.8177164, 49.0921463 53.8178906, 49.0922604 53.817893, 49.0922657 53.8178085, 49.0923391 53.8178101, 49.0923446 53.8177204, 49.0921571 53.8177164))",,,,,,,,
way,213385592,"[2230933136, 2230933149, 2230933150, 2230933152, 2230933155, 2230933137, 2230933136]",,,,,yes,,,,,"POLYGON ((49.0832743 53.8221522, 49.0832703 53.8222152, 49.083439 53.8222189, 49.0834349 53.8222843, 49.08353 53.8222864, 49.0835381 53.822158, 49.0832743 53.8221522))",,,,,,,,
way,213385593,"[2230933215, 2230933287, 2230933285, 2230933257, 2230933260, 2230933214, 2230933215]",,,,,yes,,,,,"POLYGON ((49.0887606 53.8225464, 49.0887522 53.8227265, 49.0884881 53.8227222, 49.0884906 53.8226699, 49.088666 53.8226728, 49.088672 53.822545, 49.0887606 53.8225464))",,,,,,,,
way,213385596,"[2230934117, 2230934153, 2230934152, 2230934111, 2230934113, 2230934104, 2230934105, 2230934115, 2230934117]",Хрящёвка,10,,Молодёжный переулок,yes,,,,,"POLYGON ((49.0901102 53.8258765, 49.0901112 53.8259899, 49.0903283 53.8259892, 49.0903272 53.8258702, 49.0902963 53.8258703, 49.0902961 53.82585, 49.0901832 53.8258503, 49.0901834 53.8258762, 49.0901102 53.8258765))",,,,,,,,
way,213385598,"[2230935142, 2230935150, 2230935152, 2230935129, 2230935127, 2230935121, 2230935116, 2230935140, 2230935142]",,,,,yes,,,,,"POLYGON ((49.0848379 53.830007, 49.0848369 53.8300567, 49.0850047 53.8300579, 49.0850065 53.8299649, 49.0849838 53.8299647, 49.0849846 53.8299252, 49.0847278 53.8299235, 49.0847262 53.8300062, 49.0848379 53.830007))",,,,,,,,
way,213385599,"[2230935104, 2230935105, 2230935125, 2230935124, 2230935109, 2230935107, 2230935069, 2230935070, 2230935104]",,,,,yes,,,,,"POLYGON ((49.0869812 53.8298741, 49.0868497 53.8298761, 49.0868525 53.8299393, 49.0870245 53.8299367, 49.0870222 53.8298836, 49.087151 53.8298817, 49.087144 53.8297179, 49.0869746 53.8297204, 49.0869812 53.8298741))",,,,,,,,
way,213385600,"[2230933163, 2230933161, 2230933179, 2230933181, 2230933176, 2230933177, 2230933168, 2230933166, 2230933163]",,,,,yes,,,,,"POLYGON ((49.0885706 53.8223286, 49.0884563 53.8223267, 49.0884523 53.8224107, 49.0885317 53.822412, 49.0885325 53.8223946, 49.0886391 53.8223964, 49.0886417 53.8223417, 49.08857 53.8223405, 49.0885706 53.8223286))",,,,,,,,
way,213385601,"[2230934814, 2230934815, 2230934767, 2230934765, 2230934728, 2230934723, 2230934827, 2230934829, 2230934814]",,,,,yes,,,,,"POLYGON ((49.0849174 53.8288813, 49.0850054 53.8288815, 49.0850062 53.8287773, 49.0849171 53.8287771, 49.0849184 53.8286048, 49.084758 53.8286044, 49.0847556 53.8289276, 49.0849171 53.828928, 49.0849174 53.8288813))",,,,,,,,
way,213385602,"[2230934158, 2230934175, 2230934174, 2230934124, 2230934126, 2230934138, 2230934140, 2230934162, 2230934158]",,,,,yes,,,,,"POLYGON ((49.0897052 53.8260051, 49.0897061 53.8260406, 49.0898557 53.8260393, 49.0898522 53.8259001, 49.0897016 53.8259014, 49.0897025 53.8259372, 49.0896355 53.8259377, 49.0896372 53.8260057, 49.0897052 53.8260051))",,,,,,,,
way,213385603,"[2230931597, 2230931636, 2230931644, 2230931669, 2230931672, 2230931648, 2230931651, 2230931601, 2230931597]",,,,,yes,,,,,"POLYGON ((49.0902191 53.8177116, 49.0902121 53.8178081, 49.0902656 53.8178094, 49.0902624 53.8178545, 49.090366 53.8178571, 49.0903692 53.8178124, 49.0904191 53.8178137, 49.090426 53.8177168, 49.0902191 53.8177116))",,,,,,,,
way,213385605,"[2230931564, 2230931563, 2230931696, 2230931697, 2230931567, 2230931565, 2230931559, 2230931557, 2230931564]",,,,,yes,,,,,"POLYGON ((49.1029139 53.8173797, 49.1028228 53.8173794, 49.1028176 53.8180355, 49.1030868 53.8180363, 49.103092 53.81738, 49.1029985 53.8173797, 49.1029989 53.8173237, 49.1029144 53.8173234, 49.1029139 53.8173797))",,,,,,,,
way,213385606,"[2230934122, 2230934156, 2230934154, 2230934118, 2230934119, 2230934107, 2230934109, 2230934120, 2230934122]",Хрящёвка,6,,Молодёжный переулок,yes,,,,,"POLYGON ((49.0910148 53.8258881, 49.0910157 53.8260015, 49.0912328 53.8260008, 49.0912318 53.8258818, 49.0912008 53.8258819, 49.0912007 53.8258616, 49.0910877 53.8258619, 49.0910879 53.8258879, 49.0910148 53.8258881))",,,,,,,,
way,213385607,"[2230931877, 2230931873, 2230931951, 2230931950, 2230931872, 2230931866, 2230932023, 2230932030, 2230931877]",,,,,yes,,,,,"POLYGON ((49.1043866 53.8192528, 49.1040812 53.8192442, 49.1040396 53.819762, 49.1037486 53.8197538, 49.1037902 53.8192377, 49.1034406 53.8192279, 49.1033789 53.8199948, 49.1043248 53.8200214, 49.1043866 53.8192528))",,,,,,,,
way,213385608,"[2230930312, 2230930311, 2230930314, 2230930318, 2230930321, 2230930329, 2230930326, 2230930319, 2230930316, 2230930312]",,,,,yes,,,,,"POLYGON ((49.1034132 53.8127889, 49.103387 53.8127844, 49.1033525 53.8127946, 49.1033431 53.8128092, 49.1033533 53.8128279, 49.1033754 53.8128366, 49.1034064 53.8128354, 49.1034252 53.8128263, 49.103433 53.8128078, 49.1034132 53.8127889))",,,,water_tower,,,,
way,334143127,"[3412363613, 3412363614, 3412363615, 3412363616, 3412363613]",,,,,yes,,,,,"POLYGON ((49.1627767 53.7856425, 49.1627298 53.7854429, 49.1629199 53.7854273, 49.1629668 53.7856269, 49.1627767 53.7856425))",,,,,,,,
way,334143133,"[3412363634, 3412363635, 3412363636, 3412363637, 3412363634]",,,,,yes,,,,,"POLYGON ((49.1525758 53.807437, 49.1527112 53.8075016, 49.1530493 53.8072546, 49.1529139 53.80719, 49.1525758 53.807437))",,,,,,,,
way,334146372,"[3412383605, 3412383606, 3412383607, 3412383608, 3412383605]",,,,,yes,,,,,"POLYGON ((49.0955653 53.7925496, 49.0958308 53.7924785, 49.0960927 53.7928193, 49.0958131 53.7929029, 49.0955653 53.7925496))",,,,,,,,
way,334146374,"[3412383609, 3412383610, 3412383611, 3412383612, 3412383609]",,,,,yes,,,,,"POLYGON ((49.0853751 53.7853394, 49.0854119 53.7852597, 49.0854983 53.7852737, 49.0854615 53.7853534, 49.0853751 53.7853394))",,,,,,,,
way,334146376,"[3412383613, 3412383614, 3412383615, 3412383616, 3412383613]",,,,,yes,,,,,"POLYGON ((49.0854253 53.7852574, 49.0854595 53.7851891, 49.0854972 53.7851957, 49.0854629 53.785264, 49.0854253 53.7852574))",,,,,,,,
way,335036739,"[3421664253, 3421664254, 3421664255, 3421664256, 3421664253]",,,,,yes,,,,,"POLYGON ((49.1236836 53.8322772, 49.1236949 53.8321868, 49.1238668 53.8321942, 49.1238555 53.8322847, 49.1236836 53.8322772))",,,,,,,,
way,335036740,"[3421664257, 3421664258, 3421664259, 3421664260, 3421664257]",,,,,yes,,,,,"POLYGON ((49.1239405 53.8321994, 49.123928 53.8322873, 49.1240835 53.8322949, 49.124096 53.832207, 49.1239405 53.8321994))",,,,,,,,
way,350829260,"[3565756259, 3565756258, 3565756252, 3565756253, 3565756259]",,,,,yes,,,,,"POLYGON ((49.2110919 53.8475816, 49.2111241 53.8475764, 49.2111065 53.8475389, 49.2110743 53.8475441, 49.2110919 53.8475816))",,,,,,,,
way,350829261,"[3565756246, 3565756249, 3565756245, 3565756243, 3565756246]",,,,,yes,,,,,"POLYGON ((49.211821 53.8475087, 49.2119181 53.8475264, 49.2119352 53.8474939, 49.2118381 53.8474762, 49.211821 53.8475087))",,,,,,,,
way,350829262,"[3565756247, 3565756251, 3565756257, 3565756248, 3565756247]",,,,,yes,,,,,"POLYGON ((49.21216 53.8475098, 49.2121497 53.8475386, 49.2122504 53.8475511, 49.2122606 53.8475223, 49.21216 53.8475098))",,,,,,,,
way,350829263,"[3565756233, 3565756239, 3565756234, 3565756231, 3565756233]",,,,,yes,,,,,"POLYGON ((49.2115668 53.847415, 49.2115885 53.8474394, 49.2116662 53.8474155, 49.2116445 53.847391, 49.2115668 53.847415))",,,,,,,,
way,350829264,"[3565756240, 3565756241, 3565756236, 3565756235, 3565756240]",,,,,yes,,,,,"POLYGON ((49.2119058 53.8474567, 49.2119799 53.8474608, 49.2119859 53.8474236, 49.2119118 53.8474194, 49.2119058 53.8474567))",,,,,,,,
way,350829265,"[3565756226, 3565756227, 3565756225, 3565756223, 3565756226]",,,,,yes,,,,,"POLYGON ((49.2124125 53.8473306, 49.2124486 53.8473501, 49.2125033 53.8473147, 49.2124672 53.8472952, 49.2124125 53.8473306))",,,,,,,,
way,350829266,"[3565756232, 3565756237, 3565756242, 3565756238, 3565756232]",,,,,yes,,,,,"POLYGON ((49.2121229 53.8474108, 49.2121045 53.8474356, 49.2122052 53.8474616, 49.2122236 53.8474369, 49.2121229 53.8474108))",,,,,,,,
way,510029934,"[4991356376, 9023525333, 9023525332, 9023525331, 9023525330, 4991356377, 4991356378, 4991356379, 4991356380, 4991356381, 4991356382, 4991356383, 9023525329, 9023525328, 9023525322, 9023525324, 9023525325, 9023525323, 9023525327, 9023525326, 4991356376]",,,,,yes,,,,,"POLYGON ((49.0866301 53.8222818, 49.0866409 53.8221366, 49.0865563 53.8221344, 49.0865599 53.8220865, 49.0866431 53.8220887, 49.0866464 53.8220453, 49.0868457 53.8220505, 49.0868382 53.8221508, 49.0870082 53.8221552, 49.087013 53.822091, 49.0871529 53.8220947, 49.0871392 53.822279, 49.0869986 53.8222753, 49.0869999 53.8222583, 49.0869771 53.822258, 49.0869489 53.8222749, 49.0869027 53.8222737, 49.0868758 53.8222548, 49.0867936 53.8222529, 49.0867912 53.822286, 49.0866301 53.8222818))",,,,,,,,
way,760633573,"[2199163160, 7105653362, 7105653361, 7105653360, 2199163160]",,,,,yes,,,,,"POLYGON ((49.0975058 53.8282015, 49.0975222 53.8283144, 49.0976587 53.8283075, 49.0976422 53.8281946, 49.0975058 53.8282015))",,,,,,,,
way,760633574,"[3421946361, 3421946360, 3421951396, 3421951395, 3421946361]",,,,,yes,,,,,"POLYGON ((49.0980423 53.8247258, 49.0980559 53.8247901, 49.0979195 53.8248003, 49.0979058 53.824736, 49.0980423 53.8247258))",,,,,,,,
way,760633575,"[2199163000, 3421951388, 2199162974, 2199163001, 2199163000]",,,,,yes,,,,,"POLYGON ((49.0997549 53.828932, 49.0997403 53.8288515, 49.0995931 53.8288607, 49.0996077 53.8289412, 49.0997549 53.828932))",,,,,,,,
way,760633618,"[3925478167, 2230935500, 2230935487, 2230935476, 2230935480, 3925477933, 2230935555, 2230935539, 2230935630, 2230935618, 2230935601, 2230935600, 2230935595, 3925478166, 2199163259, 99330735, 304743120, 2230934005, 3925478162, 3925477941, 3925478167]",,,,,yes,,,,,"POLYGON ((49.0954902 53.8318663, 49.0953604 53.8318485, 49.0953461 53.8318914, 49.0952238 53.831877, 49.0952393 53.831832, 49.0951268 53.8318166, 49.0951474 53.8317641, 49.0950107 53.8317476, 49.0950458 53.8316438, 49.0951881 53.8316603, 49.0952046 53.8316184, 49.0953236 53.8316347, 49.0953461 53.8315682, 49.0954532 53.8315808, 49.09543 53.8316492, 49.0955691 53.8316652, 49.095546 53.8317242, 49.0956205 53.831733, 49.0956011 53.8317901, 49.0955237 53.831781, 49.0954902 53.8318663))",,,,,,,,
way,856075254,"[7982370496, 7982370497, 7982370498, 7982370499, 7982370496]",Хрящёвка,65,,Лесная улица,yes,,,,,"POLYGON ((49.0991543 53.8049709, 49.0993613 53.8049743, 49.099368 53.8048303, 49.099161 53.8048269, 49.0991543 53.8049709))",,,,,,,,
way,856075255,"[7982370500, 7982370501, 7982370502, 7982370503, 7982370500]",Хрящёвка,61,,Лесная улица,yes,,,,,"POLYGON ((49.0980423 53.8059527, 49.0983711 53.8059535, 49.0983719 53.8058386, 49.098043 53.8058378, 49.0980423 53.8059527))",,,,,,,,
way,856075256,"[7982370504, 7982370505, 7982370506, 7982370507, 7982370504]",Хрящёвка,71,,Лесная улица,yes,,,,,"POLYGON ((49.0978523 53.806578, 49.0980404 53.8065791, 49.0980428 53.8064387, 49.0978546 53.8064376, 49.0978523 53.806578))",,,,,,,,
way,856075257,"[7982370508, 7982370509, 7982370510, 7982370511, 7982370512, 7982370513, 7982370514, 7982370515, 7982370508]",,,,,yes,,,,,"POLYGON ((49.0974431 53.8121168, 49.0975481 53.812119, 49.0975504 53.8120808, 49.0977512 53.8120849, 49.0977603 53.8119296, 49.0975528 53.8119254, 49.0975488 53.8119925, 49.0974505 53.8119905, 49.0974431 53.8121168))",,,,,,,,
way,856075258,"[7982370516, 7982370517, 7982370518, 7982370519, 7982370516]",,,,,yes,,,,,"POLYGON ((49.0974418 53.8128233, 49.0976089 53.8128293, 49.0976194 53.8127279, 49.0974523 53.8127218, 49.0974418 53.8128233))",,,,,,,,
way,856075259,"[7982370520, 7982370521, 7982370522, 7982370523, 7982370520]",,,,,yes,,,,,"POLYGON ((49.096969 53.8127974, 49.0971736 53.8127967, 49.0971727 53.812699, 49.0969681 53.8126997, 49.096969 53.8127974))",,,,,,,,
way,856075260,"[7982370524, 7982370525, 7982370526, 7982370527, 7982370524]",,,,,yes,,,,,"POLYGON ((49.0966244 53.8128197, 49.0968271 53.8128242, 49.0968361 53.81268, 49.0966334 53.8126756, 49.0966244 53.8128197))",,,,,,,,
way,856075261,"[7982370528, 7982370529, 7982370530, 7982370531, 7982370528]",,,,,yes,,,,,"POLYGON ((49.0928542 53.816606, 49.0930522 53.8166084, 49.0930553 53.8165192, 49.0928573 53.8165168, 49.0928542 53.816606))",,,,,,,,
way,856075262,"[7982370532, 7982370533, 7982370534, 7982370535, 7982370532]",,,,,yes,,,,,"POLYGON ((49.092616 53.822204, 49.0927827 53.8222086, 49.0927928 53.822079, 49.0926261 53.8220745, 49.092616 53.822204))",,,,,,,,
way,856075263,"[7982370536, 7982370537, 7982370538, 7982370539, 7982370540, 7982370541, 7982370542, 7982370543, 7982370544, 7982370545, 7982370536]",,,,,yes,,,,,"POLYGON ((49.0927887 53.8233715, 49.0928546 53.8233718, 49.0928544 53.8233874, 49.0930168 53.8233882, 49.093017 53.8233757, 49.0931489 53.8233764, 49.0931509 53.8232446, 49.092913 53.8232433, 49.0929136 53.8232066, 49.0927911 53.823206, 49.0927887 53.8233715))",,,,,,,,
way,856075264,"[7982370546, 7982370547, 7982370548, 7982370549, 7982370546]",,,,,yes,,,,,"POLYGON ((49.08899 53.8284112, 49.0891482 53.8284174, 49.0891649 53.8282692, 49.0890067 53.828263, 49.08899 53.8284112))",,,,,,,,
way,856075265,"[7982370550, 7982370551, 7982370552, 7982370553, 7982370550]",,,,,yes,,,,,"POLYGON ((49.0889979 53.8281811, 49.0891508 53.8281835, 49.0891577 53.8280289, 49.0890048 53.8280265, 49.0889979 53.8281811))",,,,,,,,
way,856075266,"[7982370554, 7982370555, 7982370556, 7982370557, 7982370554]",,,,,yes,,,,,"POLYGON ((49.090571 53.8282258, 49.0907156 53.8282308, 49.0907399 53.8279876, 49.0905952 53.8279825, 49.090571 53.8282258))",,,,,,,,
way,856075267,"[7982370558, 7982370559, 7982370560, 7982370561, 7982370562, 7982370563, 7982370564, 7982370565, 7982370558]",,,,,yes,,,,,"POLYGON ((49.0899175 53.8277304, 49.0900723 53.8277344, 49.0900743 53.8277064, 49.0901261 53.8277078, 49.0901297 53.827659, 49.0900901 53.827658, 49.0900922 53.82763, 49.0899252 53.8276257, 49.0899175 53.8277304))",,,,,,,,
way,856075268,"[7982370566, 7982370567, 7982370568, 7982370569, 7982370570, 7982370571, 7982370572, 7982370573, 7982370574, 7982370575, 7982370576, 7982370577, 7982370566]",,,,,yes,,,,,"POLYGON ((49.0904227 53.8271075, 49.0905009 53.8271099, 49.0904974 53.8271489, 49.0906129 53.8271525, 49.0906162 53.8271153, 49.0906813 53.8271173, 49.0906913 53.8270049, 49.0906327 53.8270031, 49.0906347 53.8269799, 49.0905048 53.8269759, 49.090502 53.8270066, 49.0904318 53.8270045, 49.0904227 53.8271075))",,,,,,,,
way,856075269,"[7982370578, 7982370579, 7982370580, 7982370581, 7982370578]",,,,,yes,,,,,"POLYGON ((49.0905491 53.8266527, 49.0907226 53.8266563, 49.0907289 53.8265512, 49.0905554 53.8265476, 49.0905491 53.8266527))",,,,,,,,
way,856075270,"[7982370582, 7982370583, 7982370584, 7982375185, 7982370582]",Хрящёвка,104,,улица Ленина,yes,,,,,"POLYGON ((49.0894538 53.8212815, 49.0897125 53.8212842, 49.089716 53.8211678, 49.0894573 53.8211651, 49.0894538 53.8212815))",,,,,,,,
way,856075271,"[7982375186, 7982375187, 7982375188, 7982375189, 7982375190, 7982375191, 7982375186]",,,,,yes,,,,,"POLYGON ((49.0898322 53.812987, 49.0899902 53.8129895, 49.0899963 53.8128559, 49.0897616 53.8128522, 49.0897585 53.8129205, 49.0898352 53.8129217, 49.0898322 53.812987))",,,,,,,,
way,856075272,"[7982375192, 7982375193, 7982375194, 7982375195, 7982375192]",,,,,yes,,,,,"POLYGON ((49.0900592 53.8102406, 49.0902449 53.8102457, 49.0902554 53.8101119, 49.0900697 53.8101068, 49.0900592 53.8102406))",,,,,,,,
way,856075273,"[7982375196, 7982375197, 7982375198, 7982375199, 7982375200, 7982375201, 7982375202, 7982375203, 7982375196]",,,,,yes,,,,,"POLYGON ((49.0906782 53.80916, 49.0909116 53.8091629, 49.0909133 53.8091167, 49.0908621 53.809116, 49.090865 53.8090331, 49.0907556 53.8090317, 49.090753 53.8091058, 49.0906802 53.8091049, 49.0906782 53.80916))",,,,,,,,
