element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,856075274,"[7982375204, 7982375205, 7982375206, 7982375207, 7982375204]",,,,,yes,,,,,"POLYGON ((49.0900028 53.804826, 49.0902377 53.8048307, 49.0902441 53.8047197, 49.0900091 53.804715, 49.0900028 53.804826))",,,,,,,,
way,856075275,"[7982375208, 7982375209, 7982375210, 7982375211, 7982375212, 7982375213, 7982375208]",,,,,yes,,,,,"POLYGON ((49.090092 53.8045578, 49.0903067 53.8045566, 49.0903053 53.8044687, 49.0903711 53.8044683, 49.0903705 53.8044321, 49.09009 53.8044337, 49.090092 53.8045578))",,,,,,,,
way,856075276,"[7982375214, 7982375215, 7982375216, 7982375217, 7982375218, 7982375219, 7982375214]",,,,,yes,,,,,"POLYGON ((49.0925465 53.8045387, 49.0927247 53.8045462, 49.0927474 53.8043595, 49.092504 53.8043491, 49.0924959 53.8044158, 49.092561 53.8044186, 49.0925465 53.8045387))",,,,,,,,
way,856075277,"[7982375220, 7982375221, 7982375222, 7982375223, 7982375220]",Хрящёвка,6,,улица Ленина,yes,,,,,"POLYGON ((49.0900709 53.8039574, 49.0902658 53.8039624, 49.0902739 53.8038518, 49.090079 53.8038468, 49.0900709 53.8039574))",,,,,,,,
way,856075278,"[7982375224, 7982375225, 7982375226, 7982375227, 7982375224]",,,,,yes,,,,,"POLYGON ((49.0936157 53.8030648, 49.0938195 53.803069, 49.093828 53.8029246, 49.0936242 53.8029204, 49.0936157 53.8030648))",,,,,,,,
way,856075279,"[7982375228, 7982375229, 7982375230, 7982375231, 7982375232, 7982375233, 7982375234, 7982375235, 7982375228]",Хрящёвка,5,,улица Ленина,yes,,,,,"POLYGON ((49.0892575 53.8038172, 49.0894812 53.8038211, 49.0894824 53.8037972, 49.0896057 53.8037994, 49.0896091 53.8037319, 49.0894885 53.8037298, 49.0894906 53.803687, 49.0892642 53.803683, 49.0892575 53.8038172))",,,,,,,,
way,856075280,"[7982375236, 7982375237, 7982375238, 7982375239, 7982375240, 7982375241, 7982375236]",Хрящёвка,19,,улица Ленина,yes,,,,,"POLYGON ((49.0891003 53.8056039, 49.0893765 53.8056108, 49.0893833 53.8055154, 49.0893033 53.8055134, 49.0893064 53.8054695, 49.0891103 53.8054646, 49.0891003 53.8056039))",,,,,,,,
way,856075281,"[7982375242, 7982375243, 7982375244, 7982375245, 7982375246, 7982375247, 7982375242]",Хрящёвка,24А,,улица Калинина,yes,,,,,"POLYGON ((49.0891892 53.8063275, 49.0893839 53.8063316, 49.0893941 53.8061644, 49.0891467 53.8061592, 49.0891404 53.806263, 49.089193 53.8062641, 49.0891892 53.8063275))",,,,,,,,
way,856075282,"[7982375248, 7982375249, 7982375250, 7982375251, 7982375252, 7982375253, 7982375254, 7982375255, 7982375248]",,,,,yes,,,,,"POLYGON ((49.0874579 53.8084885, 49.0876523 53.808488, 49.087652 53.8084454, 49.087697 53.8084453, 49.0876966 53.808391, 49.0876515 53.8083912, 49.0876511 53.8083325, 49.0874568 53.808333, 49.0874579 53.8084885))",,,,,,,,
way,856075283,"[7982375256, 7982375257, 7982375258, 7982375259, 7982375260, 7982375261, 7982375262, 7982375263, 7982375256]",,,,,yes,,,,,"POLYGON ((49.0883642 53.8086885, 49.0884588 53.80869, 49.088461 53.8086425, 49.0885204 53.8086435, 49.0885265 53.8085144, 49.0883082 53.8085108, 49.0883026 53.8086322, 49.0883668 53.8086332, 49.0883642 53.8086885))",,,,,,,,
way,856075284,"[7982375264, 7982375265, 7982375266, 7982375267, 7982375268, 7982375269, 7982375264]",,,,,yes,,,,,"POLYGON ((49.0867763 53.8090935, 49.0869467 53.809092, 49.0869438 53.8089825, 49.0868723 53.8089831, 49.0868715 53.8089541, 49.0867726 53.808955, 49.0867763 53.8090935))",,,,,,,,
way,856075285,"[7982375270, 7982375271, 7982375272, 7982375273, 7982375270]",,,,,yes,,,,,"POLYGON ((49.0862143 53.8094498, 49.0863652 53.8094498, 49.0863652 53.8093192, 49.0862142 53.8093192, 49.0862143 53.8094498))",,,,,,,,
way,856075286,"[7982375274, 7982375275, 7982375276, 7982375277, 7982375278, 7982375279, 7982375280, 7982375281, 7982375274]",Хрящёвка,55,,улица Ленина,yes,,,,,"POLYGON ((49.0888369 53.8115427, 49.089038 53.8115445, 49.0890387 53.8115173, 49.0891118 53.8115179, 49.0891132 53.8114646, 49.0890351 53.8114639, 49.0890359 53.8114335, 49.0888398 53.8114317, 49.0888369 53.8115427))",,,,,,,,
way,856075287,"[7982375282, 7982375283, 7982375284, 7982375285, 7982375282]",,10/4,,,yes,,,,,"POLYGON ((49.0879421 53.8150383, 49.0880677 53.8150405, 49.0880734 53.8149297, 49.0879478 53.8149275, 49.0879421 53.8150383))",,,convenience,,,,,
way,856075288,"[7982375286, 7982375287, 7982375288, 7982375289, 7982375286]",,,,,yes,,,,,"POLYGON ((49.0881439 53.8187604, 49.0884519 53.818767, 49.0884588 53.8186554, 49.0881508 53.8186488, 49.0881439 53.8187604))",,,,,,,,
way,856075289,"[7982375290, 7982375291, 7982375292, 7982375293, 7982375294, 7982375295, 7982375296, 7982375297, 7982375298, 7982375299, 7982375290]",,,,,yes,,,,,"POLYGON ((49.0884883 53.8192676, 49.088703 53.8192708, 49.0887067 53.8191858, 49.0888995 53.8191888, 49.0889029 53.8191115, 49.0885435 53.819106, 49.0885409 53.8191658, 49.0884318 53.8191641, 49.0884291 53.8192268, 49.08849 53.8192277, 49.0884883 53.8192676))",,,,,,,,
way,856075290,"[7982375300, 7982375301, 7982375302, 7982375303, 7982375304, 7982375305, 7982375300]",,,,,yes,,,,,"POLYGON ((49.0858435 53.8197066, 49.0861523 53.8197155, 49.086163 53.8195872, 49.0860673 53.8195844, 49.0860645 53.8196177, 49.0858514 53.8196115, 49.0858435 53.8197066))",,,,,,,,
way,856075291,"[7982375306, 7982375307, 7982375308, 7982375309, 7982375306]",,,,,yes,,,,,"POLYGON ((49.0870998 53.8241837, 49.0873756 53.8241854, 49.0873789 53.8240078, 49.087103 53.824006, 49.0870998 53.8241837))",,,,,,,,
way,856075292,"[7982375310, 7982375311, 7982375312, 7982375313, 7982375310]",,,,,yes,,,,,"POLYGON ((49.0871181 53.8250054, 49.0873296 53.8250074, 49.087333 53.8248833, 49.0871215 53.8248813, 49.0871181 53.8250054))",,,,,,,,
way,856075293,"[7982375314, 7982375315, 7982375316, 7982375317, 7982375318, 7982375319, 7982375320, 7982375321, 7982375314]",,,,,yes,,,,,"POLYGON ((49.0872729 53.8323888, 49.0873915 53.8324654, 49.0874259 53.8324469, 49.0874634 53.8324711, 49.0875401 53.8324297, 49.0875031 53.8324058, 49.0875825 53.8323629, 49.0874635 53.832286, 49.0872729 53.8323888))",,,,,,,,
way,856075294,"[7982375322, 7982375323, 7982375324, 7982375325, 7982375326, 7982375327, 7982375322]",,,,,yes,,,,,"POLYGON ((49.0864832 53.8322389, 49.0865869 53.8322965, 49.0865486 53.8323205, 49.0866011 53.8323497, 49.0867449 53.8322596, 49.0865888 53.8321728, 49.0864832 53.8322389))",,,,,,,,
way,856075295,"[7982375328, 7982375329, 7982375330, 7982375331, 7982375332, 7982375333, 7982375334, 7982375335, 7982375336, 7982375337, 7982375328]",,,,,yes,,,,,"POLYGON ((49.0870007 53.8317139, 49.0872124 53.8318339, 49.0872849 53.8317894, 49.0872522 53.8317708, 49.0873154 53.831732, 49.087273 53.831708, 49.0872967 53.8316934, 49.0872378 53.8316601, 49.0873111 53.831615, 49.0872333 53.8315709, 49.0870007 53.8317139))",,,,,,,,
way,856075296,"[7982375338, 7982375339, 7982375340, 7982375341, 7982375338]",,,,,yes,,,,,"POLYGON ((49.0814942 53.8285127, 49.0816377 53.8285954, 49.0817265 53.8285417, 49.081583 53.828459, 49.0814942 53.8285127))",,,,,,,,
way,856075297,"[7982375342, 7982375343, 7982375344, 7982375345, 7982375346, 7982375347, 7982375348, 7982375349, 7982375350, 7982375351, 7982375352, 7982375353, 7982375342]",,,,,yes,,,,,"POLYGON ((49.0832603 53.8278517, 49.0832577 53.8279822, 49.0833394 53.8279828, 49.0833389 53.8280064, 49.0834382 53.8280071, 49.0834388 53.8279778, 49.0835918 53.8279789, 49.0835943 53.8278601, 49.0834799 53.8278593, 49.0834784 53.8279336, 49.0833628 53.8279328, 49.0833644 53.8278524, 49.0832603 53.8278517))",,,,,,,,
way,856075298,"[7982375354, 7982375355, 7982375356, 7982375357, 7982375354]",,,,,yes,,,,,"POLYGON ((49.0862607 53.8264912, 49.0864587 53.8264951, 49.0864647 53.8263877, 49.0862667 53.8263838, 49.0862607 53.8264912))",,,,,,,,
way,856075299,"[7982375359, 7982375360, 7982375361, 7982375362, 7982375359]",,,,,yes,,,,,"POLYGON ((49.0863446 53.8256209, 49.0865408 53.8256231, 49.0865443 53.8255158, 49.0863481 53.8255136, 49.0863446 53.8256209))",,,,,,,,
way,856075300,"[7982375363, 7982375364, 7982375365, 7982375366, 7982375363]",,,,,yes,,,,,"POLYGON ((49.0862954 53.8245801, 49.0865602 53.8245828, 49.0865651 53.8244145, 49.0863003 53.8244118, 49.0862954 53.8245801))",,,,,,,,
way,856075301,"[7982375367, 7982375368, 7982375369, 7982375370, 7982375371, 7982375372, 7982375373, 7982375374, 7982375367]",,,,,yes,,,,,"POLYGON ((49.0857636 53.8245822, 49.0859377 53.8245833, 49.0859394 53.8244928, 49.0859794 53.8244931, 49.0859817 53.8243684, 49.0859425 53.8243681, 49.0859435 53.8243144, 49.0857685 53.8243133, 49.0857636 53.8245822))",,,,,,,,
way,856075302,"[7982375375, 7982375376, 7982375377, 7982375378, 7982375379, 7982375380, 7982375375]",Хрящёвка,70,,Школьная улица,yes,,,,,"POLYGON ((49.0828868 53.8159899, 49.0832039 53.8159978, 49.0832157 53.8158341, 49.082985 53.8158283, 49.0829786 53.8159179, 49.0828921 53.8159157, 49.0828868 53.8159899))",,,,,,,,
way,856075303,"[7982375381, 7982375382, 7982375383, 7982375384, 7982375381]",Хрящёвка,48,,Школьная улица,yes,,,,,"POLYGON ((49.0829334 53.8121624, 49.0831874 53.8121667, 49.0831946 53.8120189, 49.0829406 53.8120146, 49.0829334 53.8121624))",,,,,,,,
way,856075304,"[7982375385, 7982375386, 7982375387, 7982375388, 7982375385]",,,,,yes,,,,,"POLYGON ((49.0820362 53.8085811, 49.0822844 53.8085857, 49.0822904 53.8084711, 49.0820422 53.8084666, 49.0820362 53.8085811))",,,,,,,,
way,856075305,"[7982375389, 7982375390, 7982375391, 7982375392, 7982375389]",,,,,yes,,,,,"POLYGON ((49.0828932 53.8064687, 49.0830922 53.8064707, 49.0830957 53.8063491, 49.0828966 53.8063471, 49.0828932 53.8064687))",,,,,,,,
way,856075306,"[7982375393, 7982375394, 7982375395, 7982375396, 7982375393]",Хрящёвка,4,,Набережная улица,yes,,,,,"POLYGON ((49.0792882 53.8044439, 49.079459 53.8044463, 49.0794643 53.8043194, 49.0792934 53.804317, 49.0792882 53.8044439))",,,,,,,,
way,856075307,"[7982375397, 7982375398, 7982375399, 7982375400, 7982375401, 7982375402, 7982375403, 7982375404, 7982375397]",,,,,yes,,,,,"POLYGON ((49.080599 53.8032899, 49.0808187 53.8032956, 49.0808245 53.8032195, 49.0808637 53.8032206, 49.0808681 53.8031622, 49.0806943 53.8031576, 49.0806912 53.8031983, 49.0806061 53.803196, 49.080599 53.8032899))",,,,,,,,
way,856075308,"[7982375405, 7982375406, 7982375407, 7982375408, 7982375409, 7982375410, 7982375405]",Хрящёвка,7,,улица Степана Разина,yes,,,,,"POLYGON ((49.0810321 53.8031858, 49.0811694 53.8031883, 49.0811714 53.8031482, 49.0812681 53.8031499, 49.0812734 53.8030452, 49.0810394 53.803041, 49.0810321 53.8031858))",,,,,,,,
way,856075309,"[7982375411, 7982375412, 7982375413, 7982375414, 7982375411]",,,,,yes,,,,,"POLYGON ((49.0934139 53.8040419, 49.0936847 53.8040443, 49.0936877 53.8039249, 49.0934169 53.8039225, 49.0934139 53.8040419))",,,,,,,,
way,875006300,"[8144980517, 8144980518, 8144980519, 8144980520, 8144980517]",Хрящёвка,12,,улица Ворошилова,house,,,,,"POLYGON ((49.0848131 53.820478, 49.0848174 53.8203561, 49.0850628 53.8203591, 49.0850585 53.820481, 49.0848131 53.820478))",,,,,,,,
way,875006301,"[8144980521, 8144980522, 8144980523, 8144980524, 8144980521]",,14,,улица Калинина,yes,,,,,"POLYGON ((49.0917715 53.8062632, 49.0917752 53.8061794, 49.091968 53.8061823, 49.0919643 53.8062661, 49.0917715 53.8062632))",,,,,,,,
way,875006302,"[8144980525, 8144980526, 8144980527, 8144980528, 8144980525]",,,,,yes,,,,,"POLYGON ((49.0920036 53.806267, 49.0920042 53.8061096, 49.0921137 53.8061098, 49.0921131 53.8062671, 49.0920036 53.806267))",,,,,,,,
way,875006303,"[8144980529, 8144980530, 8144980531, 8144980532, 8144980529]",Хрящёвка,19,,улица Кирова,yes,,,,,"POLYGON ((49.0856375 53.8116949, 49.0854994 53.8116931, 49.0854962 53.8117764, 49.0856343 53.8117783, 49.0856375 53.8116949))",,,,,,,,
way,875165677,"[8146242068, 8146242069, 8146242070, 8146242071, 8146242068]",Хрящёвка,38,,улица Ленина,yes,,,,,"POLYGON ((49.0899062 53.8101763, 49.0897064 53.8101763, 49.0897064 53.810246, 49.0899062 53.810246, 49.0899062 53.8101763))",,,,,,,,
way,875165678,"[8146242072, 8146242073, 8146242074, 8146242075, 8146242072]",Хрящёвка,15,,улица Ленина,yes,,,,,"POLYGON ((49.0891417 53.8048676, 49.0891327 53.8049699, 49.0893218 53.8049757, 49.0893308 53.8048734, 49.0891417 53.8048676))",,,,,,,,
way,883812581,"[8219785724, 8219785725, 8219785726, 8219785727, 8219785724]",Хрящёвка,7,,Набережная улица,yes,,,,,"POLYGON ((49.0796918 53.8051333, 49.0794877 53.8051366, 49.0794905 53.805199, 49.0796946 53.8051958, 49.0796918 53.8051333))",,,,,,,,
way,883812582,"[8219785728, 8219785729, 8219785730, 8219785731, 8219785728]",Хрящёвка,9,,Школьная улица,yes,,,,,"POLYGON ((49.0822767 53.8048891, 49.0820726 53.8048924, 49.0820754 53.8049548, 49.0822795 53.8049516, 49.0822767 53.8048891))",,,,,,,,
way,883812583,"[8219785732, 8219785733, 8219785734, 8219785735, 8219785732]",Хрящёвка,11,,Школьная улица,yes,,,,,"POLYGON ((49.0821946 53.804679, 49.0820259 53.8046774, 49.0820227 53.8047933, 49.0821915 53.8047949, 49.0821946 53.804679))",,,,,,,,
way,883812584,"[8219785736, 8219785737, 8219785738, 8219785739, 8219785736]",Хрящёвка,11А,,улица Степана Разина,yes,,,,,"POLYGON ((49.082305 53.8031119, 49.0822179 53.8031119, 49.0822179 53.8031746, 49.082305 53.8031746, 49.082305 53.8031119))",,,,,,,,
way,883812585,"[8219785740, 8219785741, 8219785742, 8219785743, 8219785740]",,,,,yes,,,,,"POLYGON ((49.0853061 53.8027475, 49.0853049 53.8028068, 49.0854663 53.8028079, 49.0854676 53.8027487, 49.0853061 53.8027475))",,,,,,,,
way,883815141,"[8219807435, 8219807436, 8219807437, 8219807438, 8219807435]",Хрящёвка,,,улица Степана Разина,yes,,,,,"POLYGON ((49.085178 53.8030816, 49.0850229 53.8030784, 49.0850169 53.8031792, 49.085172 53.8031824, 49.085178 53.8030816))",,,,,,,,
way,883815142,"[8219807439, 8219807440, 8219807441, 8219807442, 8219807439]",ХрящёвкаМ,,,улица Куйбышева,yes,,,,,"POLYGON ((49.0857371 53.804311, 49.085582 53.8043078, 49.085576 53.8044086, 49.0857311 53.8044118, 49.0857371 53.804311))",,,,,,,,
way,883815143,"[8219807443, 8219807444, 8219807445, 8219807446, 8219807443]",,,,,yes,,,,,"POLYGON ((49.085648 53.8036106, 49.0854929 53.8036074, 49.0854869 53.8037082, 49.085642 53.8037114, 49.085648 53.8036106))",,,,,,,,
way,883815144,"[8219807447, 8219807448, 8219807449, 8219807450, 8219807447]",Хрящёвка,,,улица Калинина,yes,,,,,"POLYGON ((49.0847659 53.8056934, 49.0847486 53.8057882, 49.0848493 53.8057946, 49.0848666 53.8056998, 49.0847659 53.8056934))",,,,,,,,
way,883815145,"[8219807451, 8219807452, 8219807453, 8219807454, 8219807451]",Хрящёвка,,,Школьная улица,yes,,,,,"POLYGON ((49.0828926 53.8034805, 49.0828753 53.8035753, 49.082976 53.8035817, 49.0829933 53.8034869, 49.0828926 53.8034805))",,,,,,,,
way,884685174,"[8227276056, 8227276057, 8227276058, 8227276059, 8227276056]",,,,,yes,,,,,"POLYGON ((49.085533 53.8300071, 49.0855303 53.8301488, 49.0857254 53.8301501, 49.085728 53.8300084, 49.085533 53.8300071))",,,,,,,,
way,884685175,"[8227276060, 8227276061, 8227276062, 8227276063, 8227276060]",,,,,yes,,,,,"POLYGON ((49.0861885 53.8296157, 49.0861858 53.8297574, 49.0863809 53.8297587, 49.0863835 53.829617, 49.0861885 53.8296157))",,,,,,,,
way,884760167,"[8227947040, 8227947041, 8227947042, 8227947043, 8227947040]",Хрящёвка,62,,Школьная улица,yes,,,,,"POLYGON ((49.0828873 53.813625, 49.0827236 53.8136269, 49.0827253 53.8136761, 49.0828889 53.8136742, 49.0828873 53.813625))",,,,,,,,
way,886660541,"[8244756200, 8244756201, 8244756202, 8244756203, 8244756200]",Хрящёвка,55,,Школьная улица,yes,,,,,"POLYGON ((49.08217 53.8129744, 49.0820064 53.8129744, 49.0820064 53.8130388, 49.08217 53.8130388, 49.08217 53.8129744))",,,,,,,,
way,886660542,"[8244756204, 8244756205, 8244756206, 8244756207, 8244756204]",Хрящёвка,53,,Школьная улица,yes,,,,,"POLYGON ((49.0821765 53.812724, 49.0820129 53.812724, 49.0820129 53.8127884, 49.0821765 53.8127884, 49.0821765 53.812724))",,,,,,,,
way,889324617,"[8267653604, 8267653605, 8267653606, 8267653607, 8267653604]",,,,,yes,,,,,"POLYGON ((49.079651 53.8128994, 49.0793911 53.8128994, 49.0793911 53.8129884, 49.079651 53.8129884, 49.079651 53.8128994))",,,,,,,,
way,889324618,"[8267653608, 8267653609, 8267653610, 8267653611, 8267653608]",,,,,yes,,,,,"POLYGON ((49.0796139 53.8133711, 49.079354 53.8133711, 49.079354 53.8134601, 49.0796139 53.8134601, 49.0796139 53.8133711))",,,,,,,,
way,936391638,"[8676713723, 8676713724, 8676713725, 8676713726, 8676713723]",Хрящёвка,1А,,Вазовский переулок,yes,,,,,"POLYGON ((49.0917115 53.8288645, 49.0916998 53.8289696, 49.0917923 53.8289731, 49.091804 53.828868, 49.0917115 53.8288645))",,,,,,,,
way,936394449,"[8676740487, 8676740488, 8676740489, 8676740490, 8676740487]",,,,,yes,,,,,"POLYGON ((49.0886566 53.8117042, 49.0885225 53.8117056, 49.0885244 53.8117675, 49.0886585 53.8117661, 49.0886566 53.8117042))",,,,,,,,
way,936394450,"[8676740491, 8676740492, 8676740493, 8676740494, 8676740491]",,,,,yes,,,,,"POLYGON ((49.0869852 53.8115894, 49.0868511 53.8115908, 49.086853 53.8116527, 49.0869871 53.8116513, 49.0869852 53.8115894))",,,,,,,,
way,945816866,"[8755988179, 8755988180, 8755988181, 8755988182, 8755988179]",Хрящёвка,1Б,,Полевая улица,yes,,,,,"POLYGON ((49.0928638 53.8020284, 49.0928614 53.8020942, 49.0929867 53.8020959, 49.0929892 53.8020301, 49.0928638 53.8020284))",,,,,,,,
way,975075631,"[9023487240, 9023487239, 9023487238, 9023487237, 9023487240]",,,,,yes,,,,,"POLYGON ((49.0894286 53.8223173, 49.089611 53.8223189, 49.0896122 53.8222707, 49.0894298 53.8222691, 49.0894286 53.8223173))",,,,,,,,
way,975075632,"[9023487245, 9023487244, 9023487243, 9023487242, 9023487245]",,,,,yes,,,,,"POLYGON ((49.0891631 53.8220862, 49.0895399 53.8220894, 49.089541 53.822045, 49.0891642 53.8220418, 49.0891631 53.8220862))",,,,,,,,
way,975075633,"[9023487249, 9023487248, 9023487247, 9023487246, 9023487249]",,,,,yes,,,,,"POLYGON ((49.0891685 53.8220355, 49.0892664 53.8220363, 49.0892674 53.8219904, 49.0891695 53.8219896, 49.0891685 53.8220355))",,,,,,,,
way,975075634,"[9023487253, 9023487252, 9023487251, 9023487250, 9023487253]",,,,,yes,,,,,"POLYGON ((49.0892342 53.8209684, 49.0893187 53.8209731, 49.0893236 53.8209425, 49.0892391 53.8209378, 49.0892342 53.8209684))",,,,,,,,
way,975075635,"[9023487257, 9023487256, 9023487255, 9023487254, 9023487257]",,,,,yes,,,,,"POLYGON ((49.0892436 53.8209034, 49.0895104 53.8209058, 49.0895115 53.8208625, 49.0892447 53.8208601, 49.0892436 53.8209034))",,,,,,,,
way,975075636,"[9023487261, 9023487258, 9023487259, 9023487260, 9023487261]",,,,,yes,,,,,"POLYGON ((49.089375 53.8210222, 49.0894581 53.8210222, 49.0894581 53.8209494, 49.089375 53.8209494, 49.089375 53.8210222))",,,,,,,,
way,975075637,"[9023487265, 9023487264, 9023487263, 9023487262, 9023487265]",,,,,yes,,,,,"POLYGON ((49.0897357 53.8213222, 49.0899141 53.8213254, 49.0899164 53.8212796, 49.0897381 53.8212765, 49.0897357 53.8213222))",,,,,,,,
way,975075638,"[9023487269, 9023487268, 9023487267, 9023487266, 9023487269]",,,,,yes,,,,,"POLYGON ((49.0892248 53.8213151, 49.0894005 53.8213159, 49.0894011 53.8212637, 49.0892255 53.8212629, 49.0892248 53.8213151))",,,,,,,,
way,975075639,"[9023487273, 9023487272, 9023487271, 9023487270, 9023487273]",,,,,yes,,,,,"POLYGON ((49.0884697 53.8213959, 49.0886092 53.8213959, 49.0886092 53.8213492, 49.0884697 53.8213492, 49.0884697 53.8213959))",,,,,,,,
way,975075640,"[9023487277, 9023487276, 9023487275, 9023487274, 9023487277]",,,,,yes,,,,,"POLYGON ((49.0884463 53.8209723, 49.0886816 53.8209707, 49.0886809 53.8209318, 49.0884469 53.8209334, 49.0884463 53.8209723))",,,,,,,,
way,975075641,"[9023487281, 9023487280, 9023487279, 9023487278, 9023487281]",,,,,yes,,,,,"POLYGON ((49.088687 53.8209375, 49.0888023 53.8209383, 49.0888033 53.8208908, 49.0886879 53.82089, 49.088687 53.8209375))",,,,,,,,
way,975075642,"[9023487285, 9023487282, 9023487277, 9023487274, 9023487283, 9023487284, 9023487285]",,,,,yes,,,,,"POLYGON ((49.0883249 53.8210246, 49.0884456 53.8210252, 49.0884463 53.8209723, 49.0884469 53.8209334, 49.0884469 53.8209294, 49.0883262 53.8209288, 49.0883249 53.8210246))",,,,,,,,
