element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
relation,3484664,"POLYGON ((37.8594757 55.6977628, 37.8595071 55.6978215, 37.8594996 55.6978228, 37.8595069 55.6978364, 37.8594947 55.6978385, 37.8595055 55.6978588, 37.8595364 55.6978536, 37.8595486 55.6978764, 37.8595603 55.6978744, 37.8595676 55.6978882, 37.8595732 55.6978872, 37.8596246 55.6979834, 37.8596119 55.6979855, 37.8596282 55.698016, 37.8596173 55.6980179, 37.8596308 55.698043, 37.8596501 55.6980397, 37.8596694 55.6980758, 37.8597445 55.698063, 37.8597493 55.698072, 37.8598066 55.6980622, 37.8598113 55.6980709, 37.8598651 55.6980618, 37.8598611 55.6980543, 37.8599164 55.6980449, 37.8598905 55.6979964, 37.8599354 55.6979888, 37.8599187 55.6979574, 37.8599098 55.6979589, 37.8598855 55.6979136, 37.8598616 55.6978688, 37.8598765 55.6978663, 37.859859 55.6978336, 37.8598148 55.6978411, 37.8597998 55.6978131, 37.8597688 55.6978183, 37.8597527 55.6977881, 37.8597982 55.6977804, 37.8597808 55.6977479, 37.859768 55.69775, 37.8597439 55.6977049, 37.8597198 55.6976599, 37.8597308 55.697658, 37.8597139 55.6976264, 37.8596704 55.6976338, 37.8596442 55.6975848, 37.8595898 55.697594, 37.8595855 55.6975859, 37.8595317 55.6975951, 37.859536 55.6976032, 37.8594784 55.697613, 37.8594828 55.6976212, 37.8594069 55.6976341, 37.8594258 55.6976696, 37.8594054 55.6976731, 37.8594188 55.6976982, 37.8594288 55.6976965, 37.8594451 55.6977271, 37.8594557 55.6977253, 37.8594757 55.6977628))",,,apartments,,,,,,2008,17,,,5 к1,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[2650628085, 2650628116, 2650628120, 2650628130, 2650628138, 2650628149, 2650628145, 2650628163, 2650628159, 2650628170, 2650628167, 2650628277, 2650628280, 2650628301, 2650628308, 2650628345, 2650628319, 2650628384, 2650628363, 2650628380, 2650628360, 2650628373, 2650628356, 2650628349, 612247765, 2650628283, 612247764, 612247590, 2650628206, 5691322687, 2650628152, 612247592, 2650628127, 2650628141, 2650628109, 2650628112, 2650628096, 2650628091, 2650628074, 2650628078, 5691322685, 2650628025, 2650628021, 2650628000, 2650628014, 2650627970], [2650627970, 2650627981, 2650627974, 2650627985, 2650627989, 2650627992, 2650627996, 2650628018, 2650628029, 2650628036, 2650628051, 2650628048, 2650628069, 2650628066, 2650628085]]]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[48173451, 259631794]",multipolygon,,,,,,,,
relation,6951473,"POLYGON ((37.8947106 55.6840897, 37.8948214 55.6841652, 37.8949322 55.6842406, 37.895043 55.6843161, 37.8951538 55.6843916, 37.8957867 55.684102, 37.8959105 55.6840453, 37.8965269 55.6837632, 37.8964118 55.6836855, 37.8962968 55.6836078, 37.8961817 55.6835302, 37.8960667 55.6834525, 37.8959516 55.6833748, 37.8953545 55.6836572, 37.8952345 55.683714, 37.8945998 55.6840142, 37.8947106 55.6840897))",,,yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[3141329050, 3141329051, 3141329052], [3976694274, 3141329052], [3976694273, 3976694274], [3976694278, 3976694273], [3976694276, 3976694277, 3976694278], [3976694280, 3976694276], [3976694280, 3976694281, 3976694282], [3976694283, 3976694282], [3976694283, 3976694284], [3976694290, 3976694284], [3976694288, 3976694289, 3976694290], [3141329050, 3976694288]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[472467779, 472467778, 472467780, 472467777, 472467781, 472467776, 472467782, 472467775, 472467783, 472467774, 472467772, 472467773]",multipolygon,,vertical,,,,,,
relation,12286660,"POLYGON ((37.9127512 55.701038, 37.9118589 55.7001022, 37.9108671 55.7004025, 37.9117594 55.7013383, 37.9127512 55.701038), (37.9118496 55.7002874, 37.9120957 55.7005455, 37.911745 55.7006517, 37.9114989 55.7003936, 37.9118496 55.7002874), (37.9118889 55.7008081, 37.9122359 55.7007031, 37.9125104 55.700991, 37.9121634 55.7010961, 37.9118889 55.7008081))",,,school,,,,,,2021,3,,,1,Сиреневый бульвар,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[7259024761, 7259024770], [7259024770, 7259024756, 7259024768, 7259024761], [8402498154, 8402498151, 8402498152, 8402498153, 8402498154], [8402498150, 8402498147, 8402498148, 8402498149, 8402498150]]]",,140013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"[1068256177, 777818266, 904768880, 904768879]",multipolygon,,,,,,,,
relation,12324358,"POLYGON ((37.9605581 55.706319, 37.9599798 55.7056294, 37.9587451 55.7059581, 37.9593234 55.7066477, 37.9605581 55.706319), (37.9594613 55.7062131, 37.960046 55.7060499, 37.9601991 55.7062241, 37.9596144 55.7063873, 37.9594613 55.7062131))",,,school,,,,,,,4,,,8,Вертолётная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[4708155783, 4708155784, 4708155785, 4708155786, 4708155783], [8429102774, 8429102773, 8429102772, 8429102771, 8429102774]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[477466575, 907757489]",multipolygon,,,school,yes,yes,yes,yes,yes
relation,12801725,"POLYGON ((37.9546189 55.7084924, 37.9544635 55.7085343, 37.954308 55.7085762, 37.9543924 55.7086755, 37.9547033 55.7085917, 37.954818 55.7085608, 37.9549021 55.7086598, 37.9548881 55.7086636, 37.9550089 55.7088059, 37.9551565 55.7089796, 37.9553693 55.7089222, 37.9552955 55.7088354, 37.9552217 55.7087485, 37.955077 55.7085782, 37.9549324 55.7084079, 37.9547756 55.7084502, 37.9546189 55.7084924))",,,apartments,,,,,,2018-12-29,17,,,5 к1,улица Барыкина,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9804209529, 8794645733, 6440890288, 8794645734, 9804209528], [9804209529, 8794645732, 6440890285, 9804209525, 9804209527], [9804209526, 9804209523, 9804209524, 6440889284, 9804209527], [9804209526, 6440890287, 6440889275, 8794645735, 9804209528]]]",,140016,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[949992258, 949992259, 687166886, 949989361]",multipolygon,,,,,,,,
relation,12801728,"POLYGON ((37.9542427 55.7081273, 37.9540878 55.7081691, 37.953933 55.7082108, 37.9540412 55.7083383, 37.9543509 55.7082548, 37.9547118 55.7081574, 37.9546036 55.70803, 37.9544231 55.7080787, 37.9542427 55.7081273))",,,apartments,,,,,,2018-12-29,17,,,3,улица Барыкина,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9804209514, 6440890286, 9804209512, 8794645665, 9804209513], [9804209514, 6440889281, 6440889271, 8794645664, 9804209513]]]",,140016,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[687166884, 949989363]",multipolygon,,,,,,,,
relation,12801775,"POLYGON ((37.9536923 55.7074055, 37.9535368 55.7074474, 37.9533911 55.7074867, 37.9534755 55.707586, 37.9537766 55.7075048, 37.9538914 55.7074739, 37.9539755 55.7075729, 37.9539614 55.7075767, 37.9540723 55.7077072, 37.9542207 55.707882, 37.9544335 55.7078246, 37.9543688 55.7077485, 37.954285 55.7076498, 37.9541504 55.7074913, 37.9540057 55.707321, 37.953849 55.7073633, 37.9536923 55.7074055))",,,apartments,,,,,,2018-12-29,17,,,1/2,улица Барыкина,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9804209509, 8794647577, 8794647576, 7375240738, 9804209510], [9804209511, 8794647572, 9804209506, 8794647573, 9804209510], [9804209511, 8794647571, 6440890343, 9804209505, 9804209507], [9804209509, 7375240736, 9804209508, 8794647574, 9804209507]]]",,140016,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[687166901, 949992253, 949992255, 949992254]",multipolygon,,,,,,,,
relation,12802083,"POLYGON ((37.9544224 55.7095863, 37.9542676 55.7096281, 37.9541128 55.7096698, 37.954221 55.7097972, 37.9545307 55.7097137, 37.9548916 55.7096164, 37.9547833 55.709489, 37.9546029 55.7095377, 37.9544224 55.7095863))",,,apartments,,,,,,2018-12-29,17,,,7 к2,улица Барыкина,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9804209543, 6440889277, 6440889283, 9804209541, 9804209544], [9804209543, 6440889276, 6440889270, 9804209542, 9804209544]]]",,140016,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[949996582, 687166888]",multipolygon,,,,,,,,
relation,14230509,"POLYGON ((37.8632577 55.6775116, 37.8628496 55.678081, 37.8645953 55.6784787, 37.8646674 55.678378, 37.8645489 55.678351, 37.8630234 55.6780034, 37.8633593 55.6775348, 37.8632577 55.6775116))",,,garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[1839886510, 6909115109, 6909115110, 6909115111, 6909115112], [6909115112, 8595092640, 1839886508, 1839886510]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[737877148, 1067858682]",multipolygon,,,,,,,,
relation,14230526,"POLYGON ((37.8642429 55.6770221, 37.8640668 55.6772629, 37.8637187 55.6777392, 37.8636266 55.677865, 37.8641551 55.6779879, 37.8644579 55.6780583, 37.8646093 55.6780935, 37.8647014 55.6779676, 37.86455 55.6779324, 37.8642472 55.677862, 37.8639443 55.6777916, 37.8642925 55.6773154, 37.8644686 55.6770745, 37.8646238 55.6768622, 37.8646846 55.6767791, 37.8647791 55.6766499, 37.8645534 55.6765974, 37.8643982 55.6768098, 37.8642429 55.6770221))",,,apartments,,,,,,2021-08-12,25,,,6 к2,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[[[7629163446, 7236309020, 9803608726, 7796734757, 9803608725, 7236309044, 7629163447], [7629163446, 6909115146, 9199467929, 7236309024, 7236309037, 7141313017, 7141313016, 7236309023, 7236309038, 6909115143, 9199467928, 7236309043, 7629163447]]]",,140003,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,2021-09-30,,,,"[816849667, 1067858714]",multipolygon,,,,,,,,
relation,14230529,"POLYGON ((37.8651624 55.6777345, 37.8650072 55.6779468, 37.8648586 55.6781502, 37.864852 55.6781591, 37.8650778 55.6782116, 37.8652329 55.6779993, 37.8653881 55.6777869, 37.8655181 55.6776091, 37.865778 55.6772536, 37.8659079 55.6770758, 37.8659998 55.67695, 37.8655431 55.6768439, 37.865315 55.6767909, 37.8652303 55.6769068, 37.8652231 55.6769166, 37.8654512 55.6769696, 37.8656823 55.6770233, 37.8655522 55.6772011, 37.8652924 55.6775567, 37.8651624 55.6777345))",,,apartments,,,,,,2021-08-12,25,,,6 к1,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[[[7629163449, 7236309039, 7796734753, 7796734755, 9803608731, 7236309022, 7629163448], [7629163448, 7236309026, 9199467932, 7236309027, 7236309021, 7141313040, 9803608730, 7141313041, 7236309042, 9803608729, 7236309041, 9199467933, 7236309040, 7629163449]]]",,140003,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,2021-09-30,,,,"[1067858715, 816849668]",multipolygon,,,,,,,,
relation,14230532,"POLYGON ((37.8666197 55.6775958, 37.8664436 55.6778367, 37.8660955 55.6783129, 37.8660034 55.6784388, 37.8666077 55.6785792, 37.8669861 55.6786672, 37.8670782 55.6785413, 37.8666997 55.6784533, 37.8663212 55.6783654, 37.8666693 55.6778891, 37.8668454 55.6776483, 37.8670006 55.677436, 37.8671559 55.6772237, 37.8669302 55.6771712, 37.866775 55.6773835, 37.8666197 55.6775958))",,,apartments,,,,,,2022-01-01,25,,,4 к2,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[[[7638220111, 7575152091, 7575152090, 9803608761, 7575152088, 7638220112], [7638220111, 7575113777, 7575113779, 7575113780, 7575113781, 7575113782, 7575113783, 9803608762, 7575113784, 7575152086, 7638220112]]]",,140003,,,,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,,,,,,,,Корпус 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,A+,,,,,,,,,,,,,,"[817869335, 1067858723]",multipolygon,,,,,,,,
relation,14230534,"POLYGON ((37.8675221 55.6782958, 37.8673669 55.6785081, 37.8672117 55.6787204, 37.8674374 55.6787729, 37.8675926 55.6785605, 37.8677478 55.6783482, 37.8678778 55.6781704, 37.8681376 55.6778149, 37.8682676 55.6776371, 37.8683595 55.6775113, 37.8679027 55.6774052, 37.8676746 55.6773522, 37.8675827 55.6774779, 37.8678108 55.6775309, 37.8680419 55.6775846, 37.8679119 55.6777624, 37.8676521 55.6781179, 37.8675221 55.6782958))",,,apartments,,,,,,2022-01-01,25,,,4 к1,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[[[7638220113, 7575152107, 7575152106, 7575152105, 7575152104, 9803608767], [7638220113, 7575152093, 7575152094, 9803608764, 7575152096, 7575152098, 9803608765, 7575152099, 9803608766, 9803608763, 7575152101, 7575152102, 9803608767]]]",,140003,,,,,,,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,Корпус 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,A+,,,,,,,,,,2021-09-30,,,,"[810226448, 1067858725]",multipolygon,,,,,,,,
relation,14231468,"POLYGON ((37.9554179 55.7092831, 37.9554486 55.7093193, 37.9552476 55.7093735, 37.9550465 55.7094277, 37.9551583 55.7095592, 37.9557732 55.7093935, 37.9556306 55.7092257, 37.9555575 55.7091396, 37.9554844 55.7090536, 37.9552716 55.7091109, 37.9554179 55.7092831))",,,apartments,,,,,,2018-12-29,17,,,7 к1,улица Барыкина,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9804209540, 9804209536, 9804209538, 9804209537, 9804209539], [9804209540, 6440890292, 6440890293, 6440890291, 9804209535, 6440889273, 9804209539]]]",,140016,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[1067933787, 687166885]",multipolygon,,,,,,,,
relation,14234601,"POLYGON ((37.9523633 55.697179, 37.9526196 55.6975133, 37.9528281 55.6974625, 37.952764 55.697379, 37.9526358 55.6972118, 37.9525718 55.6971282, 37.952558 55.6971103, 37.9525755 55.6970832, 37.9525931 55.6970562, 37.9527752 55.6970119, 37.9531393 55.6969232, 37.9533214 55.6968789, 37.9534862 55.6968387, 37.9536511 55.6967986, 37.953816 55.6967584, 37.9539808 55.6967183, 37.9540596 55.6966991, 37.9541071 55.6967091, 37.9541547 55.696719, 37.9542179 55.6968015, 37.9543444 55.6969664, 37.9544708 55.6971314, 37.954534 55.6972138, 37.9545953 55.6972937, 37.9546565 55.6973736, 37.9547177 55.6974535, 37.954779 55.6975333, 37.9548442 55.6976184, 37.9549748 55.6977887, 37.95504 55.6978738, 37.9550181 55.697908, 37.9549961 55.6979421, 37.9548581 55.6979757, 37.9547201 55.6980093, 37.9545753 55.6980446, 37.9544304 55.6980799, 37.9542856 55.6981151, 37.9541408 55.6981504, 37.953997 55.6981854, 37.9538532 55.6982204, 37.9537942 55.6982088, 37.9537352 55.6981973, 37.953669 55.698111, 37.9535367 55.6979384, 37.9534705 55.6978521, 37.9534884 55.6978253, 37.9535062 55.6977984, 37.9536875 55.6977543, 37.9538689 55.6977101, 37.9537811 55.6975957, 37.9531419 55.6977513, 37.9536493 55.6984132, 37.9542333 55.698271, 37.9545229 55.6982005, 37.9548125 55.6981299, 37.9553894 55.6979895, 37.9549986 55.6974798, 37.9548761 55.6973201, 37.9547537 55.6971604, 37.9542561 55.6965114, 37.9538904 55.6966004, 37.9535607 55.6966807, 37.953231 55.696761, 37.9522297 55.6970048, 37.9523633 55.697179))",,,apartments,,,,,,2021-12-30,17,,,5 к2,улица Камова,,,,,,,,,,,,,,,,,,,,,,,,,"[[[9805847183, 9805847131, 9805847137, 9805847130, 9805847182], [9805847182, 9805847155, 9805847162, 9805847148, 9805847163, 9805847154, 9805847153, 9805847178], [9805847176, 9805847133, 9805847135, 9805847132, 9805847178], [9805847173, 9805847165, 9805847149, 9805847164, 9805847150, 9805847151, 9805847152, 9805847176], [9805847173, 9805847128, 9805847140, 9805847129, 9805847172], [9805847172, 9805847145, 9805847144, 9805847167, 9805847141, 9805847166, 9805847168], [9805847168, 9805847142, 9805847143, 9805847161, 9805847160, 9805847170], [9805847170, 9805847169, 9805847171], [9805847171, 9805847139, 9805847174], [9805847177, 9805847175, 9805847174], [9805847180, 9805847134, 9805847177], [9805847180, 9805847179, 9805847181], [9805847181, 9805847136, 9805847184], [9805847184, 8810943022, 8810943025, 8810943019, 8810930316, 9805847159, 8810943021, 9805847146, 8810943018, 9805847158, 9805847157, 8810930313, 9805847147, 8810930315, 9805847156, 9805847183]]]",,140016,,,,,,,,,,,,,,,,,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,C,,,,,,,,,,,,,,"[1068146709, 1068146727, 1068146717, 1068146715, 1068146724, 1068146723, 1068146722, 1068146711, 1068146713, 1068146725, 1068146726, 1068146719, 1068146721, 951923854]",multipolygon,,,,,,,,
relation,14235647,"POLYGON ((37.9076302 55.6999512, 37.9074279 55.7000303, 37.9078958 55.7004102, 37.908355 55.7007831, 37.9085573 55.700704, 37.9085408 55.7006907, 37.908316 55.7005081, 37.9080981 55.7003312, 37.907932 55.7001963, 37.9077658 55.7000614, 37.9081735 55.6999019, 37.9080378 55.6997918, 37.9076302 55.6999512))",,,apartments,,,,,,2020-09-30,25,,,12,Весенняя улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9806723161, 9806723160, 9806723164], [9806723161, 7259024771, 9806723159, 9806723162], [9806723166, 9806723163, 9806723162], [9806723166, 9806723165, 7259024762, 7259024764, 7259024766, 9806723164]]]",,140013,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A+,,,,,,,,,,,,,,"[1068256219, 1068256218, 1068256220, 777818265]",multipolygon,,,,,,,,
relation,14235650,"POLYGON ((37.9088054 55.700043, 37.90896 55.7001652, 37.9091145 55.7002874, 37.9089124 55.7003685, 37.9087103 55.7004497, 37.9088558 55.7005648, 37.9094605 55.7003218, 37.9090059 55.6999625, 37.9085383 55.6995929, 37.9083379 55.6996735, 37.9085716 55.6998583, 37.9088054 55.700043))",,,apartments,,,,,,2020-09-30,25,,,10,Весенняя улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9806723172, 9806723171, 7259024763, 9806723170, 9806723169, 9806723168, 9806723167, 9806723174], [9806723174, 9806723173, 7259024769, 7259024758, 9806723172]]]",,140013,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A+,,,,,,,,,,,,,,"[1068256221, 777818267]",multipolygon,,,,,,,,
relation,14235654,"POLYGON ((37.9094683 55.6992247, 37.909266 55.6993038, 37.9097339 55.6996838, 37.9101931 55.7000566, 37.9103954 55.6999775, 37.9103721 55.6999586, 37.9101541 55.6997816, 37.9099362 55.6996047, 37.9097701 55.6994698, 37.9096039 55.6993349, 37.9100116 55.6991754, 37.9098759 55.6990653, 37.9094683 55.6992247))",,,apartments,,,,,,2020-09-30,25,,,8,Весенняя улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9806723263, 9806723262, 9806723265], [9806723263, 7259038704, 9806723260, 9806723261], [9806723264, 9806723175, 9806723261], [9806723264, 9806723176, 7259038699, 9806723266, 7259038702, 9806723265]]]",,140013,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[1068256254, 1068256257, 1068256258, 1068256256]",multipolygon,,,,,,,,
relation,14235657,"POLYGON ((37.9106256 55.699318, 37.9107801 55.6994402, 37.9109347 55.6995623, 37.9107326 55.6996435, 37.9105305 55.6997247, 37.910676 55.6998398, 37.9112807 55.6995968, 37.910826 55.6992375, 37.9103585 55.6988679, 37.910158 55.6989484, 37.9103918 55.6991332, 37.9106256 55.699318))",,,apartments,,,,,,2020-09-30,25,,,6,Весенняя улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9806723271, 9806723269, 7259038695, 9806723267, 9806723179, 9806723268, 9806723178, 9806723270], [9806723270, 9806723177, 7259038698, 7259038701, 9806723271]]]",,140013,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,"[1068256260, 1068256259]",multipolygon,,,,,,,,
relation,14238310,"POLYGON ((37.905963 55.7037675, 37.9061086 55.7038285, 37.9063998 55.7039506, 37.9065453 55.7040116, 37.9065066 55.7040485, 37.9064291 55.7041223, 37.9063903 55.7041592, 37.9062353 55.7043069, 37.9060965 55.7042716, 37.9059307 55.7042295, 37.9055991 55.7041452, 37.9053408 55.7040796, 37.9052674 55.7040609, 37.9049358 55.7039767, 37.9046041 55.7038924, 37.9044383 55.7038503, 37.9043405 55.7039725, 37.905243 55.7042018, 37.9059987 55.7043938, 37.9062557 55.7044591, 37.9062865 55.7044694, 37.9063966 55.7043645, 37.9064345 55.7043771, 37.9065925 55.7042267, 37.9067505 55.7040762, 37.9067027 55.7040603, 37.906823 55.7039596, 37.906105 55.7036599, 37.906073 55.7036465, 37.9050909 55.7032349, 37.9049489 55.7033424, 37.9050757 55.7033955, 37.9053292 55.7035018, 37.9055827 55.7036081, 37.9058363 55.7037144, 37.905931 55.7037541, 37.905963 55.7037675))",,,apartments,,,,,,2018,17,,,11,улица Юности,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9808615845, 9808615825, 9808615826, 9808615830, 9808615827, 9808615828, 9808615829, 4860146836, 4860146835, 9808615831, 9808615844], [9808615844, 4860146834, 4860146515, 4860146831, 4860146832, 7264694801, 4860146833, 4860146517, 4860146828, 9808615847], [9808615846, 9808615832, 9808615819, 9808615820, 9808615821, 9808615822, 4860146827, 4860146829, 9808615833, 9808615847], [9808615846, 9808600223, 9808600222, 9808615848, 9808600220, 9808600221, 7264694800, 4860146830, 9808615845]]]",,140013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"[1068489811, 1068489810, 1068489812, 494226263]",multipolygon,,,,,,,,
relation,14238315,"POLYGON ((37.9043265 55.7045099, 37.9045028 55.704555, 37.9048208 55.704636, 37.9048555 55.7046452, 37.9052082 55.7047354, 37.9055609 55.7048256, 37.9057373 55.7048707, 37.9056865 55.7049692, 37.9056357 55.7050676, 37.9055849 55.7051661, 37.9055392 55.7052546, 37.9054936 55.7053432, 37.9053686 55.7053227, 37.9051913 55.7053092, 37.905031 55.705297, 37.9048367 55.7052822, 37.9044821 55.7052552, 37.9041275 55.7052282, 37.9039502 55.7052147, 37.903913 55.7053695, 37.9049938 55.705452, 37.9054219 55.7054846, 37.9056582 55.7055233, 37.9058225 55.705205, 37.9060498 55.7047644, 37.9058895 55.7047381, 37.9049278 55.7044918, 37.9044411 55.7043676, 37.9041187 55.7042852, 37.9040041 55.7044275, 37.9041653 55.7044687, 37.9043265 55.7045099))",,,apartments,,,,,,2018-09-26,25,,,13 к1,улица Юности,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[[[9808615936, 9808615935, 9808615934, 9808615915, 9808615937], [9808615937, 9808615914, 9057363683, 9808615913, 9808615912, 9808615911, 5380189137, 9808615916, 9808615917, 7264700891, 9808615918, 5380189135, 5380189131, 9808615922, 9808615859, 9808615921, 9808615920, 9808615919, 5380189156, 5380189153, 9808615858, 5380189134, 5380189136, 7264700892, 9808615938, 5380189138, 9057363684, 9808615936]]]",,140013,,,,,,,,,,,,,,,,,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A+,,,,,,,,,,,,,,"[1068489838, 557926064]",multipolygon,,,,,,,,
