element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
way,745773490,"POLYGON ((37.8672834 55.6752765, 37.8672878 55.6752231, 37.8671615 55.6752199, 37.8671572 55.6752733, 37.867181 55.6752739, 37.8672834 55.6752765))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6980170028, 6980170025, 6980170026, 6980170027, 6980170016, 6980170028]",,,,gabled,beige,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,745773492,"POLYGON ((37.8678048 55.674023, 37.8677808 55.6740543, 37.867701 55.6740348, 37.867725 55.6740036, 37.8678048 55.674023))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6980170030, 6980170031, 6980170032, 6980170033, 6980170030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,745773493,"POLYGON ((37.8629801 55.6788037, 37.8630279 55.6787355, 37.8642791 55.6790143, 37.8642312 55.6790826, 37.8629801 55.6788037))",,,garages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2694753139, 6980170034, 6980170035, 2694753145, 2694753139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,754573535,"POLYGON ((37.8987175 55.6898236, 37.8988063 55.6897783, 37.8988951 55.689733, 37.8986424 55.6895756, 37.8984649 55.6896662, 37.8987175 55.6898236))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7049346100, 7769835297, 7049346097, 7049346098, 7049346099, 7049346100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,754828478,"POLYGON ((37.9551964 55.7102809, 37.9549488 55.709997, 37.9552939 55.7099015, 37.9555414 55.7101854, 37.9551964 55.7102809))",,,industrial,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7051295630, 7051295629, 7051295628, 7051295627, 7051295630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,combustion,yes,gas,boiler,,,,,,,,,,,,,,,,,
way,756061394,"POLYGON ((37.8974451 55.7014636, 37.8975446 55.7014952, 37.8975322 55.7015076, 37.8976456 55.7015438, 37.8976656 55.7015239, 37.8977725 55.7015581, 37.8978527 55.7014784, 37.8978251 55.7014696, 37.8978641 55.7014309, 37.8978899 55.7014392, 37.8979218 55.7014075, 37.8978878 55.7013966, 37.897915 55.7013696, 37.8979043 55.7013662, 37.8979288 55.7013417, 37.8978469 55.7013157, 37.8978585 55.7013041, 37.8977919 55.701283, 37.8977781 55.7012969, 37.8977033 55.7012732, 37.8976754 55.7013012, 37.897656 55.701295, 37.8976274 55.7013237, 37.8976016 55.7013155, 37.8975706 55.7013466, 37.8975902 55.7013528, 37.8975619 55.7013811, 37.897536 55.7013729, 37.8974451 55.7014636))",,,apartments,,,,,,,19,,,17А,улица Льва Толстого,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[7061526441, 7061526442, 7061526443, 7061526444, 7061526445, 7061526446, 7061526463, 7061526466, 7061526465, 7061526464, 7061526447, 7061526448, 7061526467, 7061526468, 7061526449, 7061526450, 7061526451, 7061526452, 7061526453, 7061526454, 7061526455, 7061526456, 7061526457, 7061526458, 7061526459, 7061526460, 7061526461, 7061526462, 7061526441]",,140013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764413797,"POLYGON ((37.865418 55.6791879, 37.8656067 55.6792321, 37.8657136 55.6792571, 37.8658248 55.6791061, 37.86586 55.6790583, 37.8658809 55.67903, 37.8659871 55.6788857, 37.8659037 55.6788662, 37.8658763 55.6788598, 37.8658468 55.6788529, 37.8658008 55.6788421, 37.8656915 55.6788165, 37.8656503 55.6788725, 37.8656343 55.6788942, 37.8656193 55.6789146, 37.8655891 55.6789556, 37.8655643 55.6789893, 37.8655369 55.6790265, 37.8654998 55.6790769, 37.8654865 55.6790949, 37.8654749 55.6791106, 37.865418 55.6791879))",,,apartments,,,,,,2020-12-17,25,,,14,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[7141313008, 9189767948, 7141313009, 9189754907, 7236309032, 9189754910, 7141313010, 9189754915, 9189767917, 9189754896, 9189767949, 7141313011, 9189754892, 9189754906, 9189754900, 9189754897, 7236309031, 9189754904, 9189754901, 9189754905, 9189754891, 7141313008]",,140003,,,#E1C084,#555555,75,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-16,,,,,,,1,A+,,,,,,,,,,2021-02-28,,,,,,,,,,,,,
way,764413798,"POLYGON ((37.8665471 55.6794475, 37.8668454 55.6795168, 37.8669882 55.6793214, 37.867117 55.6791451, 37.8668188 55.6790758, 37.8666901 55.6792519, 37.8665471 55.6794475))",,,apartments,,,,,,2020-12-21,25,,,12,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[7141313012, 7141313013, 7236309034, 7141313014, 7141313015, 7236309033, 7141313012]",,140003,,,#B49682,#555555,75,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-16,,,,,,,1,A+,,,,,,,,,,2021-03-31,,,,,,,,,,,,,
way,764413799,"POLYGON ((37.8644939 55.6790761, 37.8645248 55.6790269, 37.8645802 55.679038, 37.8645493 55.6790871, 37.8644939 55.6790761))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7141313018, 7141313019, 7141313020, 7141313021, 7141313018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764413800,"POLYGON ((37.8648969 55.6788863, 37.864968 55.6787865, 37.8645863 55.6787, 37.8645152 55.6787998, 37.8648969 55.6788863))",,,garages,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7141313022, 7141313023, 7141313024, 7141313025, 7141313022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764413801,"POLYGON ((37.864615 55.6786553, 37.8646645 55.6785843, 37.8650338 55.6786662, 37.8649843 55.6787372, 37.864615 55.6786553))",,,garages,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7141313026, 7141313027, 7141313028, 7141313029, 7141313026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764413802,"POLYGON ((37.8648494 55.6785069, 37.8649373 55.6783919, 37.8648391 55.6783681, 37.8647512 55.678483, 37.8648494 55.6785069))",,,garages,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7141313030, 7141313031, 7141313032, 7141313033, 7141313030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,764413808,"POLYGON ((37.8708623 55.6803417, 37.8713115 55.6808099, 37.8715216 55.6807458, 37.8710722 55.6802777, 37.8708623 55.6803417))",,,commercial,,,,,,,2,,,51А,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[7141313066, 7141313067, 7141313068, 7141313069, 7141313066]",,140008,,gabled,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,768764162,"POLYGON ((37.8576618 55.6761821, 37.8576793 55.6760379, 37.8577437 55.6760404, 37.8577994 55.6760426, 37.8577819 55.6761867, 37.8576618 55.6761821))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7177092768, 7177092769, 3753579532, 7177092770, 7177092771, 7177092768]",,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,768764163,"POLYGON ((37.8576534 55.6762952, 37.8576564 55.6762522, 37.8577925 55.6762553, 37.8577915 55.6762695, 37.8577894 55.6762983, 37.8576534 55.6762952))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7177092772, 7177092773, 7177092774, 3753579533, 7177092775, 7177092772]",,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,769148122,"POLYGON ((37.8676675 55.6797032, 37.8677219 55.6797158, 37.8678434 55.6797439, 37.8679641 55.6797718, 37.8680317 55.6796788, 37.8680997 55.6795854, 37.868167 55.6794928, 37.8682346 55.6794, 37.8681547 55.6793815, 37.8681279 55.6793753, 37.8681027 55.6793695, 37.8680452 55.6793562, 37.8680193 55.6793502, 37.8679935 55.6793443, 37.867938 55.6793314, 37.8678219 55.679491, 37.8678008 55.67952, 37.8677872 55.6795387, 37.8676675 55.6797032))",,,apartments,,,,,,2022-01-01,25,,,10,улица Лётчика Ларюшина,,ПИК-Комфорт,yes,,,,,,,,,,,,,,,,,,,,,,"[7179790778, 9189823961, 9189823962, 7179790779, 9189823960, 7236309036, 9189823965, 7179790780, 9189823987, 9189823964, 9189823986, 9189823983, 9189823963, 9189823970, 7179790781, 9189823966, 7236309035, 9189823971, 7179790778]",,140003,,,,#555555,75,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,Корпус 8,,,,,,,,,,,,,,,,,,,2019-12-16,,,,,,,1,A++,,,,,,,,,,2022-04-30,,,,,,,,,,,,,
way,771664796,"POLYGON ((37.8733282 55.6777371, 37.8735228 55.6777839, 37.8735607 55.6777356, 37.8733652 55.6776885, 37.8733282 55.6777371))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7203776805, 7203776806, 7203776807, 7203776808, 7203776805]",,,,,,8f8b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,771869421,"POLYGON ((37.8997336 55.689481, 37.8996913 55.6894551, 37.8991833 55.6891587, 37.8990857 55.6892118, 37.8995702 55.6894948, 37.8996016 55.6894777, 37.8996675 55.6895162, 37.8997336 55.689481))",,,yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7205816164, 7205816172, 7205816165, 7205816166, 7205816167, 7205816168, 7205816169, 7205816164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,771869422,"POLYGON ((37.8997336 55.689481, 37.8999304 55.6893789, 37.8998882 55.689353, 37.8996913 55.6894551, 37.8997336 55.689481))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7205816164, 7205816170, 7205816171, 7205816172, 7205816164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,772441552,"POLYGON ((37.8699692 55.6773554, 37.8700242 55.6772812, 37.8701723 55.6773161, 37.8701173 55.6773903, 37.8699692 55.6773554))",,place_of_worship,chapel,russian_orthodox,Часовня Александра Невского,,1782,christian,2003..2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7211849859, 7211849860, 7211849861, 7211849862, 7211849859]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,772441553,"POLYGON ((37.8714186 55.678064, 37.871493 55.6779635, 37.871609 55.6779909, 37.8715346 55.6780913, 37.8714186 55.678064))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7211849863, 7211849864, 7211849865, 7211849866, 7211849863]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,772441554,"POLYGON ((37.8713993 55.6783823, 37.8715459 55.6781874, 37.8714506 55.6781646, 37.8713041 55.6783595, 37.8713993 55.6783823))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7211849867, 7211849868, 7211849869, 7211849870, 7211849867]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,772441555,"POLYGON ((37.8698233 55.677987, 37.8698621 55.6779336, 37.8700044 55.6779664, 37.8699656 55.6780198, 37.8698233 55.677987))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7211849875, 7211849876, 7211849877, 7211849878, 7211849875]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,775670989,"POLYGON ((37.8628935 55.6774295, 37.8624231 55.6780491, 37.8623024 55.67802, 37.8627719 55.677402, 37.8628935 55.6774295))",,,garages,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7236299477, 7236299478, 7236299479, 2694753127, 7236299477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,775670997,"POLYGON ((37.8610442 55.6779526, 37.8612013 55.6779864, 37.8612446 55.6779223, 37.8610881 55.6778886, 37.86106 55.6779303, 37.8610442 55.6779526))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7236329918, 7236329919, 7236329920, 7236329921, 4503744735, 7236329918]",,140011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,778502781,"POLYGON ((37.8708999 55.6805603, 37.8709047 55.6805203, 37.8709543 55.6805221, 37.8709496 55.6805622, 37.8708999 55.6805603))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7265778436, 7265778437, 7265778438, 7265778439, 7265778436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,781288205,"POLYGON ((37.9338839 55.674245, 37.9342943 55.674245, 37.9342943 55.6740529, 37.9338839 55.6740529, 37.9338839 55.674245))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7294335691, 7294335690, 7294335689, 7294335688, 7294335691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,781288210,"POLYGON ((37.8843865 55.678755, 37.8845473 55.678677, 37.8844841 55.6786355, 37.8844165 55.6786683, 37.8843757 55.6786415, 37.8842825 55.6786868, 37.8843865 55.678755))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7294335703, 7294335700, 7294335698, 7294335699, 7294335701, 7294335702, 7294335703]",,140005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,781583136,"POLYGON ((37.923179 55.6909018, 37.9235552 55.6911467, 37.9237538 55.6910498, 37.9233775 55.6908049, 37.923179 55.6909018))",,,retail,,,,,,,,,,9,Наташинская улица,,,,,,,,,,,,,,,,,,,,,,,,,"[7297174068, 7297174067, 7297174066, 7297174065, 7297174068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,781583141,"POLYGON ((37.9200365 55.6892915, 37.9200385 55.6892602, 37.9202102 55.6892643, 37.9201806 55.6896512, 37.921173 55.6896754, 37.9212026 55.6892897, 37.9213544 55.6892934, 37.9213856 55.6888871, 37.9211005 55.6888801, 37.9210736 55.6892313, 37.920859 55.6892261, 37.9208622 55.6891835, 37.9207303 55.6891803, 37.9207346 55.6891249, 37.9204423 55.6891178, 37.9204381 55.6891731, 37.9202176 55.6891678, 37.9202126 55.689234, 37.9200437 55.6892299, 37.9200647 55.6889561, 37.9197685 55.6889489, 37.9197452 55.689253, 37.9197645 55.6892535, 37.9195543 55.6895953, 37.9198179 55.6896468, 37.9200365 55.6892915))",,,school,,,,,,,,,,24 к4,проспект Гагарина,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[7297174093, 7297174092, 7297174101, 7297174115, 7297174114, 7297174103, 7297174102, 7297174113, 7297174104, 7297174105, 7297174106, 7297174107, 7297174110, 7297174109, 7297174108, 7297174111, 7297174112, 7297174100, 7297174097, 7297174096, 7297174099, 7297174098, 7297174091, 7297174095, 7297174094, 7297174093]",,140010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754506,"POLYGON ((37.9489526 55.6734101, 37.9491668 55.6734009, 37.9491426 55.6732224, 37.9489285 55.6732316, 37.9489526 55.6734101))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562025, 7320562022, 7320562023, 7320562024, 7320562025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754507,"POLYGON ((37.9476718 55.673215, 37.9474406 55.6732142, 37.9474398 55.6732898, 37.9476711 55.6732906, 37.9476718 55.673215))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562029, 7320562028, 7320562027, 7320562026, 7320562029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754508,"POLYGON ((37.9476705 55.673345, 37.9481372 55.6733465, 37.9481385 55.6732165, 37.9476718 55.673215, 37.9476711 55.6732906, 37.9476705 55.673345))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562032, 7320562031, 7320562030, 7320562029, 7320562026, 7320562032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754509,"POLYGON ((37.947633 55.6736415, 37.9481077 55.6736354, 37.9481019 55.6734895, 37.9476271 55.6734955, 37.947633 55.6736415))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562036, 7320562035, 7320562034, 7320562033, 7320562036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754510,"POLYGON ((37.94792 55.6744824, 37.9487675 55.6744159, 37.9486856 55.6740839, 37.947838 55.6741504, 37.94792 55.6744824))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562040, 7320562039, 7320562038, 7320562037, 7320562040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754511,"POLYGON ((37.9479629 55.6748258, 37.9494864 55.6747335, 37.9494416 55.6744984, 37.9479181 55.6745907, 37.9479629 55.6748258))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562044, 7320562043, 7320562042, 7320562041, 7320562044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754512,"POLYGON ((37.9480879 55.6754606, 37.9486014 55.67546, 37.9486012 55.6754005, 37.9487922 55.6754003, 37.948792 55.675343, 37.9489745 55.6753428, 37.9489743 55.6752916, 37.9491703 55.6752914, 37.9491701 55.6752372, 37.9493528 55.6752369, 37.9493526 55.6751767, 37.949629 55.6751764, 37.9496281 55.6749145, 37.948086 55.6749162, 37.9480879 55.6754606))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562058, 7320562055, 7320562054, 7320562053, 7320562052, 7320562051, 7320562050, 7320562049, 7320562048, 7320562047, 7320562046, 7320562045, 7320562056, 7320562057, 7320562058]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754513,"POLYGON ((37.9470241 55.674738, 37.9476962 55.674728, 37.9476493 55.6737271, 37.947539 55.6737287, 37.9475359 55.6736625, 37.9470833 55.6736692, 37.9470942 55.6739025, 37.946985 55.6739041, 37.9470241 55.674738))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562066, 7320562063, 7320562064, 7320562060, 7320562059, 7320562061, 7320562062, 7320562065, 7320562066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783754514,"POLYGON ((37.947067 55.6755185, 37.9477386 55.6755085, 37.9477107 55.6749135, 37.9470392 55.6749235, 37.947067 55.6755185))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7320562070, 7320562067, 7320562068, 7320562069, 7320562070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785214427,"POLYGON ((37.862528 55.691901, 37.8623609 55.6917955, 37.8624472 55.6917521, 37.8626143 55.6918576, 37.862528 55.691901))",,parking,parking,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,multi-storey,,,,,"[7337190829, 7337190830, 7337190831, 7337190832, 7337190829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785314656,"POLYGON ((37.9373494 55.6597844, 37.9374419 55.6598472, 37.9376162 55.6597655, 37.9375237 55.6597027, 37.9373494 55.6597844))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340113327, 7340113324, 7340113325, 7340113326, 7340113327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352690,"POLYGON ((37.9027408 55.6505023, 37.9028146 55.650462, 37.9026563 55.6503697, 37.9025826 55.6504099, 37.9027408 55.6505023))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459741, 7340459738, 7340459739, 7340459740, 7340459741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352691,"POLYGON ((37.9032156 55.6510456, 37.9033148 55.6510849, 37.9034109 55.6510078, 37.9033116 55.6509685, 37.9032156 55.6510456))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459745, 7340459744, 7340459743, 7340459742, 7340459745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352692,"POLYGON ((37.9029527 55.6508065, 37.9031056 55.650864, 37.9031869 55.6507952, 37.903034 55.6507377, 37.9029527 55.6508065))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459749, 7340459748, 7340459747, 7340459746, 7340459749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,785352693,"POLYGON ((37.9034409 55.6509442, 37.9035482 55.650867, 37.9034615 55.6508286, 37.9033542 55.6509058, 37.9034409 55.6509442))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7340459753, 7340459752, 7340459751, 7340459750, 7340459753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
