element_type,osmid,geometry,amenity,building,name,shop,nodes,addr:housenumber,addr:street,addr:postcode,building:levels,description,addr:city,building:flats,start_date,phone,leisure,source:addr,operator,brand,brand:en,brand:wikidata,brand:wikipedia,contact:phone,contact:website,name:en,name:ru,opening_hours,ref,bus,public_transport,railway,architect
way,616046740,"POLYGON ((37.3934926 54.7325325, 37.3934626 54.7325672, 37.3933955 54.7325478, 37.3933518 54.7325983, 37.3934993 54.7326409, 37.3935186 54.7326186, 37.3936747 54.7326636, 37.3936581 54.7326828, 37.3937777 54.7327174, 37.3938072 54.7326833, 37.3937809 54.7326757, 37.3938225 54.7326277, 37.3934926 54.7325325))",,yes,,,"[5824767742, 5824767736, 5824767735, 5824767739, 5824767737, 5824767738, 5824767734, 5824767733, 5824767740, 5824767731, 5824767732, 5824767741, 5824767742]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616046741,"POLYGON ((37.3930702 54.7324194, 37.3927429 54.7323288, 37.3926875 54.7323955, 37.3930148 54.7324861, 37.3930702 54.7324194))",,yes,,,"[5824767746, 5824767745, 5824767744, 5824767743, 5824767746]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616046742,"POLYGON ((37.3993331 54.7353662, 37.3994576 54.7353994, 37.3994409 54.7354203, 37.3995052 54.7354375, 37.3995307 54.7354056, 37.3995811 54.7354191, 37.39964 54.7353455, 37.3995926 54.7353329, 37.3996223 54.7352957, 37.3994303 54.7352445, 37.3993331 54.7353662))",bus_station,yes,Автовокзал Заокский,,"[5824767856, 5824767748, 5824767747, 5824767853, 5824767751, 5824767752, 5824767750, 5824767749, 5824767854, 5824767855, 5824767856]",,,,,,,,,,,,,,,,,,,,,,,yes,station,,
way,616047047,"POLYGON ((37.3969366 54.7364536, 37.3968559 54.736545, 37.3971429 54.7366294, 37.3972236 54.736538, 37.3969366 54.7364536))",,yes,,,"[5824768796, 5824768793, 5824768794, 5824768795, 5824768796]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616047048,"POLYGON ((37.3968682 54.7363444, 37.3969929 54.7362073, 37.3967566 54.7361357, 37.3966319 54.7362727, 37.3968682 54.7363444))",,yes,,,"[5824768800, 5824768799, 5824768798, 5824768797, 5824768800]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068920,"POLYGON ((37.3911121 54.7415417, 37.3912531 54.7415965, 37.3913496 54.7415137, 37.3912087 54.7414589, 37.3911121 54.7415417))",,yes,,,"[5824962925, 5824962922, 5824962923, 5824962924, 5824962925]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068921,"POLYGON ((37.3909418 54.7417454, 37.3910396 54.7417743, 37.3911214 54.7416821, 37.3910236 54.7416532, 37.3909418 54.7417454))",,yes,,,"[5824962929, 5824962926, 5824962927, 5824962928, 5824962929]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068922,"POLYGON ((37.390801 54.7419072, 37.3909353 54.741945, 37.3910144 54.7418513, 37.3908801 54.7418135, 37.390801 54.7419072))",,yes,,,"[5824962933, 5824962930, 5824962931, 5824962932, 5824962933]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068923,"POLYGON ((37.3905516 54.7420202, 37.3907246 54.7420434, 37.3907461 54.7419899, 37.3905731 54.7419667, 37.3905516 54.7420202))",,yes,,,"[5824962937, 5824962936, 5824962935, 5824962934, 5824962937]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068924,"POLYGON ((37.390286 54.7420597, 37.3903853 54.7419606, 37.3903118 54.7419361, 37.3902943 54.7419535, 37.3902237 54.74193, 37.390142 54.7420116, 37.390286 54.7420597))",,yes,,,"[5824962943, 5824962942, 5824962939, 5824962938, 5824962941, 5824962940, 5824962943]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068925,"POLYGON ((37.3898743 54.7418824, 37.389831 54.7419729, 37.3900201 54.742003, 37.3900634 54.7419126, 37.3898743 54.7418824))",,yes,,,"[5824962947, 5824962944, 5824962945, 5824962946, 5824962947]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068926,"POLYGON ((37.389771 54.7418762, 37.3895779 54.741846, 37.3895245 54.7419599, 37.3896541 54.7419801, 37.3896708 54.7419445, 37.3897343 54.7419544, 37.389771 54.7418762))",,yes,,,"[5824964853, 5824962952, 5824962951, 5824962948, 5824962949, 5824962950, 5824964853]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068927,"POLYGON ((37.3891984 54.7419079, 37.3893515 54.7419343, 37.3894092 54.7418228, 37.3892561 54.7417964, 37.3891984 54.7419079))",,yes,,,"[5824964857, 5824964854, 5824964855, 5824964856, 5824964857]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068928,"POLYGON ((37.3888256 54.7418313, 37.3891126 54.7418653, 37.3891393 54.7417903, 37.3888523 54.7417562, 37.3888256 54.7418313))",,yes,,,"[5824964861, 5824964860, 5824964859, 5824964858, 5824964861]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068929,"POLYGON ((37.3890066 54.742679, 37.3889932 54.7425644, 37.3888404 54.7425704, 37.3888538 54.742685, 37.3890066 54.742679))",,yes,,,"[5824964865, 5824964864, 5824964863, 5824964862, 5824964865]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068930,"POLYGON ((37.388548 54.7426883, 37.3886966 54.7426856, 37.3886912 54.742588, 37.3885426 54.7425907, 37.388548 54.7426883))",,yes,,,"[5824964869, 5824964866, 5824964867, 5824964868, 5824964869]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068931,"POLYGON ((37.3894398 54.7425962, 37.3894348 54.7426658, 37.3896614 54.7426712, 37.3896664 54.7426016, 37.3894398 54.7425962))",,yes,,,"[5824964873, 5824964870, 5824964871, 5824964872, 5824964873]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068932,"POLYGON ((37.3891327 54.7425814, 37.3894103 54.742583, 37.3894122 54.7424661, 37.3891346 54.7424646, 37.3891327 54.7425814))",,yes,,,"[5824964877, 5824964876, 5824964875, 5824964874, 5824964877]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068933,"POLYGON ((37.3901211 54.7426635, 37.3903008 54.7426643, 37.3903015 54.7426109, 37.3901218 54.7426102, 37.3901211 54.7426635))",,yes,,,"[5824964881, 5824964880, 5824964879, 5824964878, 5824964881]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068934,"POLYGON ((37.3910062 54.7426047, 37.3911282 54.7424924, 37.3910198 54.7424531, 37.3908978 54.7425654, 37.3910062 54.7426047))",,yes,,,"[5824964885, 5824964884, 5824964883, 5824964882, 5824964885]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068935,"POLYGON ((37.39121 54.7422462, 37.3911464 54.7423225, 37.3913301 54.7423736, 37.3913938 54.7422973, 37.39121 54.7422462))",,yes,,,"[5824964889, 5824964886, 5824964887, 5824964888, 5824964889]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068936,"POLYGON ((37.3913589 54.7420411, 37.3913123 54.7420957, 37.3915054 54.7421507, 37.391552 54.7420961, 37.3913589 54.7420411))",,yes,,,"[5824964893, 5824964890, 5824964891, 5824964892, 5824964893]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068937,"POLYGON ((37.3917478 54.7419575, 37.3918605 54.7418584, 37.3917374 54.7418118, 37.3916248 54.7419109, 37.3917478 54.7419575))",,yes,,,"[5824964897, 5824964896, 5824964895, 5824964894, 5824964897]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068938,"POLYGON ((37.3916593 54.7415851, 37.3918067 54.7416387, 37.3918911 54.7415613, 37.3917438 54.7415077, 37.3916593 54.7415851))",,yes,,,"[5824964901, 5824964898, 5824964899, 5824964900, 5824964901]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068939,"POLYGON ((37.3889489 54.7415425, 37.3890829 54.7415589, 37.3891164 54.7414675, 37.3889825 54.7414512, 37.3889489 54.7415425))",,yes,,,"[5824964906, 5824964903, 5824964904, 5824964905, 5824964906]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068940,"POLYGON ((37.3897402 54.7416486, 37.3897777 54.7415557, 37.3895999 54.7415317, 37.3895623 54.7416246, 37.3897402 54.7416486))",,yes,,,"[5824964910, 5824964909, 5824964908, 5824964907, 5824964910]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068941,"POLYGON ((37.3900178 54.7414937, 37.3901761 54.7415216, 37.3902183 54.7414416, 37.3900601 54.7414137, 37.3900178 54.7414937))",,yes,,,"[5824964914, 5824964913, 5824964912, 5824964911, 5824964914]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068942,"POLYGON ((37.3901224 54.7417066, 37.3903491 54.7417399, 37.3903805 54.7416686, 37.3901538 54.7416353, 37.3901224 54.7417066))",,yes,,,"[5824964918, 5824964917, 5824964916, 5824964915, 5824964918]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068944,"POLYGON ((37.3904523 54.7417337, 37.3905702 54.7417616, 37.3906305 54.7416764, 37.3905127 54.7416486, 37.3904523 54.7417337))",,yes,,,"[5824964922, 5824964919, 5824964920, 5824964921, 5824964922]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068946,"POLYGON ((37.3907407 54.7413196, 37.3906726 54.7414125, 37.3908818 54.7414636, 37.3909499 54.7413707, 37.3907407 54.7413196))",,yes,,,"[5824964926, 5824964923, 5824964924, 5824964925, 5824964926]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068947,"POLYGON ((37.3908131 54.7411229, 37.3907669 54.7412028, 37.3909802 54.7412438, 37.3910263 54.7411639, 37.3908131 54.7411229))",,yes,,,"[5824964930, 5824964927, 5824964928, 5824964929, 5824964930]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068948,"POLYGON ((37.3902887 54.7410316, 37.3902584 54.7410859, 37.3904127 54.7411145, 37.3904429 54.7410602, 37.3902887 54.7410316))",,yes,,,"[5824964934, 5824964931, 5824964932, 5824964933, 5824964934]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068950,"POLYGON ((37.3899762 54.7409673, 37.3899317 54.7410476, 37.3900352 54.7410668, 37.3900524 54.7410358, 37.390154 54.7410546, 37.3901814 54.7410052, 37.3899762 54.7409673))",,yes,,,"[5824964940, 5824964937, 5824964935, 5824964936, 5824964938, 5824964939, 5824964940]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068951,"POLYGON ((37.3897201 54.7409255, 37.3896887 54.7409841, 37.3898537 54.7410135, 37.389885 54.7409549, 37.3897201 54.7409255))",,yes,,,"[5824964944, 5824964941, 5824964942, 5824964943, 5824964944]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068953,"POLYGON ((37.3895967 54.7409998, 37.3896423 54.7409015, 37.3894829 54.7408769, 37.3894373 54.7409752, 37.3895967 54.7409998))",,yes,,,"[5824964948, 5824964947, 5824964946, 5824964945, 5824964948]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068954,"POLYGON ((37.3893124 54.7400507, 37.389269 54.7401441, 37.3894339 54.7401697, 37.3894773 54.7400762, 37.3893124 54.7400507))",,yes,,,"[5824964952, 5824964949, 5824964950, 5824964951, 5824964952]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068956,"POLYGON ((37.3915359 54.7406824, 37.3915963 54.7406158, 37.3914988 54.7405864, 37.3914384 54.740653, 37.3915359 54.7406824))",,yes,,,"[5824964956, 5824964955, 5824964954, 5824964953, 5824964956]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068957,"POLYGON ((37.3917773 54.7404107, 37.3916043 54.740348, 37.3915579 54.7403907, 37.3917309 54.7404534, 37.3917773 54.7404107))",,yes,,,"[5824964960, 5824964959, 5824964958, 5824964957, 5824964960]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068958,"POLYGON ((37.3909459 54.7400174, 37.3908904 54.7400665, 37.3911948 54.7401811, 37.3912503 54.740132, 37.3909459 54.7400174))",,yes,,,"[5824964964, 5824964961, 5824964962, 5824964963, 5824964964]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068959,"POLYGON ((37.3902351 54.7397433, 37.3901754 54.7397971, 37.3903199 54.7398505, 37.3902845 54.7398824, 37.3903584 54.7399097, 37.3903938 54.7398778, 37.3905254 54.7399264, 37.3905851 54.7398726, 37.3902351 54.7397433))",,yes,,,"[5824964972, 5824964969, 5824964968, 5824964966, 5824964965, 5824964967, 5824964970, 5824964971, 5824964972]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068960,"POLYGON ((37.389824 54.739607, 37.389774 54.7396516, 37.3899169 54.739705, 37.3899668 54.7396605, 37.389824 54.739607))",,yes,,,"[5824964976, 5824964973, 5824964974, 5824964975, 5824964976]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068961,"POLYGON ((37.3899769 54.7395641, 37.3900282 54.7395234, 37.3899523 54.7394915, 37.3899772 54.7394717, 37.3898976 54.7394382, 37.3898213 54.7394987, 37.3899769 54.7395641))",,yes,,,"[5824964982, 5824964979, 5824964978, 5824964977, 5824964980, 5824964981, 5824964982]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068963,"POLYGON ((37.3899809 54.7391564, 37.3898629 54.7390964, 37.3897612 54.7391631, 37.3898532 54.7392098, 37.3898834 54.73919, 37.3899095 54.7392033, 37.3899809 54.7391564))",,yes,,,"[5824964988, 5824964987, 5824964986, 5824964983, 5824964984, 5824964985, 5824964988]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068965,"POLYGON ((37.3892212 54.7404842, 37.3891934 54.7405761, 37.3893624 54.7405931, 37.3893902 54.7405012, 37.3892212 54.7404842))",,yes,,,"[5824964992, 5824964989, 5824964990, 5824964991, 5824964992]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068967,"POLYGON ((37.3897201 54.7405794, 37.3896936 54.7406354, 37.3899685 54.7406788, 37.389995 54.7406228, 37.3897201 54.7405794))",,yes,,,"[5824964996, 5824964993, 5824964994, 5824964995, 5824964996]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068968,"POLYGON ((37.3901747 54.7407172, 37.3903631 54.7407477, 37.39041 54.7406509, 37.3902217 54.7406205, 37.3901747 54.7407172))",,yes,,,"[5824965000, 5824964997, 5824964998, 5824964999, 5824965000]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068969,"POLYGON ((37.3905677 54.7407683, 37.3907554 54.7408109, 37.3908062 54.7407362, 37.3906185 54.7406937, 37.3905677 54.7407683))",,yes,,,"[5824965004, 5824965003, 5824965002, 5824965001, 5824965004]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068970,"POLYGON ((37.3910397 54.7408736, 37.3910934 54.7407954, 37.3909934 54.7407726, 37.3909397 54.7408508, 37.3910397 54.7408736))",,yes,,,"[5824965008, 5824965007, 5824965006, 5824965005, 5824965008]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068971,"POLYGON ((37.3911135 54.7408643, 37.3913307 54.740927, 37.391401 54.7408459, 37.3911838 54.7407832, 37.3911135 54.7408643))",,yes,,,"[5824965012, 5824965011, 5824965010, 5824965009, 5824965012]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068972,"POLYGON ((37.3943415 54.7403332, 37.3944687 54.7403699, 37.3945558 54.7402693, 37.3944287 54.7402326, 37.3943415 54.7403332))",,yes,,,"[5824965016, 5824965013, 5824965014, 5824965015, 5824965016]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068973,"POLYGON ((37.394312 54.7405787, 37.3944113 54.7404834, 37.3943013 54.7404452, 37.394202 54.7405405, 37.394312 54.7405787))",,yes,,,"[5824965020, 5824965019, 5824965018, 5824965017, 5824965020]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068974,"POLYGON ((37.3940926 54.7406654, 37.3940106 54.740755, 37.3942208 54.740819, 37.3942785 54.740756, 37.3942244 54.7407395, 37.3942486 54.740713, 37.3940926 54.7406654))",,yes,,,"[5824965026, 5824965023, 5824965024, 5824965025, 5824965022, 5824965021, 5824965026]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068975,"POLYGON ((37.3938051 54.740999, 37.393916 54.7410352, 37.3940152 54.7409338, 37.3939043 54.7408976, 37.3938051 54.740999))",,yes,,,"[5824965030, 5824965027, 5824965028, 5824965029, 5824965030]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068976,"POLYGON ((37.3935758 54.7412189, 37.3936997 54.7412573, 37.3937084 54.7412479, 37.393745 54.7412592, 37.3937935 54.741207, 37.3937569 54.7411957, 37.3937802 54.7411705, 37.3936562 54.7411322, 37.3935758 54.7412189))",,yes,,,"[5824965038, 5824965035, 5824965033, 5824965032, 5824965031, 5824965034, 5824965036, 5824965037, 5824965038]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068977,"POLYGON ((37.3933974 54.7414326, 37.3935848 54.7414752, 37.393632 54.7414062, 37.3935633 54.7413905, 37.3935885 54.7413535, 37.3934698 54.7413265, 37.3933974 54.7414326))",,yes,,,"[5824965044, 5824965041, 5824965039, 5824965040, 5824965042, 5824965043, 5824965044]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068978,"POLYGON ((37.3931842 54.7416331, 37.3934042 54.7416685, 37.3934591 54.7415547, 37.3932391 54.7415193, 37.3931842 54.7416331))",,yes,,,"[5824965048, 5824965045, 5824965046, 5824965047, 5824965048]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068979,"POLYGON ((37.3927389 54.7421495, 37.3928427 54.7421858, 37.3929982 54.742038, 37.3928945 54.7420016, 37.3927389 54.7421495))",,yes,,,"[5824965052, 5824965049, 5824965050, 5824965051, 5824965052]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068980,"POLYGON ((37.392527 54.7423384, 37.3926758 54.7423853, 37.3927468 54.7423102, 37.3925981 54.7422633, 37.392527 54.7423384))",,yes,,,"[5824965056, 5824965053, 5824965054, 5824965055, 5824965056]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068981,"POLYGON ((37.3923875 54.7425211, 37.3923198 54.7425987, 37.3924982 54.7426506, 37.3925659 54.7425729, 37.3923875 54.7425211))",,yes,,,"[5824965060, 5824965057, 5824965058, 5824965059, 5824965060]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068982,"POLYGON ((37.3955995 54.7395281, 37.3958848 54.7396446, 37.3962093 54.7393798, 37.395924 54.7392633, 37.3955995 54.7395281))",,industrial,,,"[5824965064, 5824965061, 5824965062, 5824965063, 5824965064]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068983,"POLYGON ((37.3947613 54.738767, 37.3948808 54.7388092, 37.3949221 54.7387702, 37.3948749 54.7387535, 37.394914 54.7387167, 37.3948418 54.7386911, 37.3947613 54.738767))",,yes,,,"[5824965070, 5824965067, 5824965065, 5824965066, 5824965068, 5824965069, 5824965070]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068984,"POLYGON ((37.394481 54.7390032, 37.3945961 54.7390486, 37.3946326 54.7390179, 37.3946691 54.7390323, 37.3947188 54.7389904, 37.394692 54.7389798, 37.3947104 54.7389642, 37.3945856 54.7389149, 37.394481 54.7390032))",,yes,,,"[5824965078, 5824965075, 5824965074, 5824965073, 5824965071, 5824965072, 5824965076, 5824965077, 5824965078]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068985,"POLYGON ((37.3944327 54.7392741, 37.3945172 54.7391905, 37.3943729 54.7391419, 37.3942884 54.7392255, 37.3944327 54.7392741))",,yes,,,"[5824965082, 5824965081, 5824965080, 5824965079, 5824965082]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068986,"POLYGON ((37.3940371 54.7395482, 37.3941318 54.7395761, 37.3942029 54.7394955, 37.3941082 54.7394677, 37.3940371 54.7395482))",,yes,,,"[5824965086, 5824965083, 5824965084, 5824965085, 5824965086]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068987,"POLYGON ((37.3935905 54.740132, 37.3936696 54.7400646, 37.3935473 54.7400167, 37.3934682 54.740084, 37.3935905 54.740132))",,yes,,,"[5824965090, 5824965089, 5824965088, 5824965087, 5824965090]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068988,"POLYGON ((37.3940787 54.7396643, 37.3937085 54.7395629, 37.3936424 54.7396434, 37.3940125 54.7397448, 37.3940787 54.7396643))",,yes,,,"[5824965094, 5824965093, 5824965092, 5824965091, 5824965094]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068989,"POLYGON ((37.3936361 54.7397263, 37.3935357 54.7398208, 37.3935851 54.7398383, 37.3936147 54.7398104, 37.3936888 54.7398366, 37.3936556 54.7398679, 37.393725 54.7398925, 37.3937582 54.7398612, 37.3937702 54.7398655, 37.3937302 54.7399031, 37.3937922 54.7399251, 37.393903 54.7398207, 37.3936361 54.7397263))",,yes,,,"[5824965106, 5824965103, 5824965101, 5824965102, 5824965100, 5824965098, 5824965097, 5824965099, 5824965096, 5824965095, 5824965104, 5824965105, 5824965106]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068990,"POLYGON ((37.3930661 54.7405554, 37.393152 54.7404563, 37.3929862 54.7404085, 37.3929004 54.7405076, 37.3930661 54.7405554))",,yes,,,"[5824965110, 5824965109, 5824965108, 5824965107, 5824965110]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068991,"POLYGON ((37.3927845 54.7407916, 37.3928934 54.7408293, 37.3929618 54.7407635, 37.3928529 54.7407258, 37.3927845 54.7407916))",,yes,,,"[5824965114, 5824965111, 5824965112, 5824965113, 5824965114]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068992,"POLYGON ((37.3927362 54.740989, 37.3928086 54.7409108, 37.3926712 54.7408684, 37.3926446 54.7408971, 37.3926776 54.7409073, 37.3926569 54.7409296, 37.392624 54.7409194, 37.3925988 54.7409466, 37.3927362 54.740989))",,yes,,,"[5824965122, 5824965121, 5824965120, 5824965117, 5824965116, 5824965115, 5824965118, 5824965119, 5824965122]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068993,"POLYGON ((37.3925029 54.7412839, 37.3926011 54.7412215, 37.392455 54.7411448, 37.3923567 54.7412073, 37.3925029 54.7412839))",,yes,,,"[5824965126, 5824965123, 5824965124, 5824965125, 5824965126]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068994,"POLYGON ((37.3923339 54.7414179, 37.3922306 54.7413738, 37.3921748 54.7414173, 37.3922781 54.7414614, 37.3923339 54.7414179))",,yes,,,"[5824965130, 5824965129, 5824965128, 5824965127, 5824965130]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068995,"POLYGON ((37.3915547 54.7411159, 37.3916909 54.7411591, 37.3917593 54.7410871, 37.3916231 54.7410439, 37.3915547 54.7411159))",,yes,,,"[5824965134, 5824965131, 5824965132, 5824965133, 5824965134]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068996,"POLYGON ((37.3917116 54.7409518, 37.3918492 54.7409912, 37.3919256 54.7409021, 37.3917881 54.7408628, 37.3917116 54.7409518))",,yes,,,"[5824965138, 5824965135, 5824965136, 5824965137, 5824965138]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068997,"POLYGON ((37.3921703 54.7404741, 37.3921098 54.7405351, 37.3921865 54.7405604, 37.3921653 54.7405817, 37.3922125 54.7405974, 37.3921963 54.7406137, 37.3923487 54.7406641, 37.3924465 54.7405655, 37.3923721 54.7405409, 37.3923932 54.7405195, 37.392254 54.7404735, 37.3922328 54.7404948, 37.3921703 54.7404741))",,yes,,,"[5824965150, 5824965147, 5824965142, 5824965141, 5824965140, 5824965139, 5824965148, 5824965149, 5824965145, 5824965144, 5824965143, 5824965146, 5824965150]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068998,"POLYGON ((37.3926531 54.7401312, 37.3927926 54.740005, 37.3926933 54.7399684, 37.3925539 54.7400946, 37.3926531 54.7401312))",,yes,,,"[5824965154, 5824965153, 5824965152, 5824965151, 5824965154]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616068999,"POLYGON ((37.3931023 54.7396968, 37.3929495 54.7396473, 37.3929095 54.7396883, 37.3929686 54.7397075, 37.392949 54.7397276, 37.3930428 54.7397581, 37.3931023 54.7396968))",,yes,,,"[5824965160, 5824965159, 5824965158, 5824965156, 5824965155, 5824965157, 5824965160]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069000,"POLYGON ((37.3932257 54.7394042, 37.3931006 54.7395417, 37.3931907 54.739569, 37.39321 54.7395478, 37.3932664 54.7395649, 37.3933064 54.7395209, 37.3933718 54.7395408, 37.3934376 54.7394685, 37.3932257 54.7394042))",,yes,,,"[5824965168, 5824965165, 5824965161, 5824965162, 5824965163, 5824965164, 5824965166, 5824965167, 5824965168]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069001,"POLYGON ((37.3934966 54.7391355, 37.3934126 54.7392354, 37.393603 54.7392888, 37.3936871 54.739189, 37.3934966 54.7391355))",,yes,,,"[5824965172, 5824965169, 5824965170, 5824965171, 5824965172]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069002,"POLYGON ((37.3939097 54.7386253, 37.3940389 54.7386741, 37.3941529 54.7385735, 37.3940237 54.7385247, 37.3939097 54.7386253))",,yes,,,"[5824965176, 5824965173, 5824965174, 5824965175, 5824965176]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069003,"POLYGON ((37.3915789 54.7400104, 37.39167 54.7399477, 37.3915821 54.7399051, 37.3914909 54.7399678, 37.3915789 54.7400104))",,yes,,,"[5824965180, 5824965179, 5824965178, 5824965177, 5824965180]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069004,"POLYGON ((37.3918551 54.7401583, 37.391986 54.7402025, 37.3920865 54.7401034, 37.3919557 54.7400592, 37.3918551 54.7401583))",,yes,,,"[5824965184, 5824965181, 5824965182, 5824965183, 5824965184]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616069005,"POLYGON ((37.3920348 54.7398966, 37.3922588 54.7399725, 37.392298 54.7399339, 37.3922475 54.7399168, 37.3922756 54.7398892, 37.3921888 54.7398598, 37.3922113 54.7398376, 37.3921246 54.7398083, 37.3920348 54.7398966))",,yes,,,"[5824965192, 5824965191, 5824965190, 5824965188, 5824965187, 5824965186, 5824965185, 5824965189, 5824965192]",,,,,,,,,,,,,,,,,,,,,,,,,,
