element_type,osmid,geometry,amenity,building,name,shop,nodes,addr:housenumber,addr:street,addr:postcode,building:levels,description,addr:city,building:flats,start_date,phone,leisure,source:addr,operator,brand,brand:en,brand:wikidata,brand:wikipedia,contact:phone,contact:website,name:en,name:ru,opening_hours,ref,bus,public_transport,railway,architect
way,1190680961,"POLYGON ((37.4041745 54.7349708, 37.4042791 54.7349104, 37.4042053 54.7348678, 37.4041007 54.7349282, 37.4041745 54.7349708))",,yes,,,"[11055508872, 11055508871, 11055508870, 11055508869, 11055508872]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680962,"POLYGON ((37.4042791 54.7350854, 37.4043998 54.7350436, 37.4043418 54.7349878, 37.4042211 54.7350296, 37.4042791 54.7350854))",,yes,,,"[11055508876, 11055508875, 11055508874, 11055508873, 11055508876]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680963,"POLYGON ((37.4037856 54.7345387, 37.4038795 54.7344907, 37.4037582 54.7344117, 37.4036643 54.7344597, 37.4037856 54.7345387))",,yes,,,"[11055508880, 11055508879, 11055508878, 11055508877, 11055508880]",3,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680964,"POLYGON ((37.4039425 54.7341446, 37.4039947 54.7341685, 37.4040126 54.7341555, 37.4041867 54.7342352, 37.4041605 54.7342542, 37.4042324 54.7342871, 37.4043278 54.7342176, 37.4042384 54.7341767, 37.4043609 54.7340874, 37.4042703 54.734046, 37.4041478 54.7341352, 37.4040297 54.7340811, 37.4039425 54.7341446))",,yes,,,"[11055508892, 11055508889, 11055508888, 11055508882, 11055508881, 11055508887, 11055508890, 11055508886, 11055508884, 11055508883, 11055508885, 11055508891, 11055508892]",4,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680965,"POLYGON ((37.404719 54.7344629, 37.4050565 54.7346184, 37.4053435 54.7344109, 37.405006 54.7342553, 37.404719 54.7344629))",,yes,,,"[11055508896, 11055508893, 11055508894, 11055508895, 11055508896]",6,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680966,"POLYGON ((37.4035951 54.7339177, 37.4037201 54.7339868, 37.4038408 54.733914, 37.4037158 54.733845, 37.4035951 54.7339177))",,yes,,,"[11055508900, 11055508897, 11055508898, 11055508899, 11055508900]",2,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680967,"POLYGON ((37.403056 54.7345062, 37.4031952 54.7345574, 37.4032891 54.7344722, 37.4031499 54.734421, 37.403056 54.7345062))",,yes,,,"[11055508904, 11055508901, 11055508902, 11055508903, 11055508904]",17,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680968,"POLYGON ((37.402769 54.7348036, 37.4029573 54.7348649, 37.4030753 54.7347441, 37.402887 54.7346828, 37.402769 54.7348036))",,yes,,,"[11055508908, 11055508905, 11055508906, 11055508907, 11055508908]",15,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680969,"POLYGON ((37.4016747 54.7359526, 37.401607 54.7360207, 37.4017706 54.7360749, 37.4018383 54.7360068, 37.4016747 54.7359526))",,yes,,,"[11055508912, 11055508909, 11055508910, 11055508911, 11055508912]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680970,"POLYGON ((37.4025249 54.7350351, 37.4026979 54.7350908, 37.4027448 54.7350424, 37.4025718 54.7349866, 37.4025249 54.7350351))",,yes,,,"[11055508916, 11055508915, 11055508914, 11055508913, 11055508916]",13А,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680971,"POLYGON ((37.4020287 54.735454, 37.4019876 54.7354971, 37.4022477 54.7355799, 37.4022889 54.7355368, 37.4020287 54.735454))",,yes,,,"[11055508920, 11055508917, 11055508918, 11055508919, 11055508920]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680972,"POLYGON ((37.4022259 54.7353154, 37.4021735 54.735372, 37.4023318 54.7354208, 37.4023841 54.7353641, 37.4022259 54.7353154))",,yes,,,"[11055508924, 11055508921, 11055508922, 11055508923, 11055508924]",11,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680973,"POLYGON ((37.4025196 54.7350544, 37.4024555 54.7351251, 37.4025963 54.7351676, 37.4026604 54.735097, 37.4025196 54.7350544))",,yes,,,"[11055508928, 11055508925, 11055508926, 11055508927, 11055508928]",13,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680974,"POLYGON ((37.4025196 54.735207, 37.4024647 54.7352729, 37.402568 54.7353015, 37.4026228 54.7352356, 37.4025196 54.735207))",,yes,,,"[11055508932, 11055508929, 11055508930, 11055508931, 11055508932]",11А,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680975,"POLYGON ((37.402655 54.7351357, 37.4026086 54.7351876, 37.4027749 54.7352372, 37.4028213 54.7351853, 37.402655 54.7351357))",,yes,,,"[11055508936, 11055508933, 11055508934, 11055508935, 11055508936]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680976,"POLYGON ((37.4045715 54.7355027, 37.4047458 54.7354555, 37.4046317 54.7353151, 37.4044795 54.7353564, 37.4045403 54.7354312, 37.4045182 54.7354372, 37.4045715 54.7355027))",,yes,,,"[11055508942, 11055508941, 11055508940, 11055508939, 11055508937, 11055508938, 11055508942]",15,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680977,"POLYGON ((37.4043234 54.7352511, 37.4043676 54.7352875, 37.404502 54.735233, 37.4044578 54.7351966, 37.4043234 54.7352511))",,yes,,,"[11055508946, 11055508945, 11055508944, 11055508943, 11055508946]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680978,"POLYGON ((37.4043193 54.7351628, 37.4043825 54.7352178, 37.404534 54.7351597, 37.4044709 54.7351048, 37.4043193 54.7351628))",,yes,,,"[11055508950, 11055508947, 11055508948, 11055508949, 11055508950]",11,Садовый проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680979,"POLYGON ((37.4063981 54.7364412, 37.4065416 54.7364474, 37.4065492 54.7363886, 37.4064057 54.7363824, 37.4063981 54.7364412))",,yes,,,"[11055508954, 11055508953, 11055508952, 11055508951, 11055508954]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680980,"POLYGON ((37.4060078 54.7365805, 37.4061701 54.7365867, 37.4061811 54.7364904, 37.4060188 54.7364842, 37.4060078 54.7365805))",,yes,,,"[11055508958, 11055508957, 11055508956, 11055508955, 11055508958]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680981,"POLYGON ((37.4049416 54.7363506, 37.4050233 54.7363746, 37.4050717 54.7363196, 37.40499 54.7362956, 37.4049416 54.7363506))",,yes,,,"[11055508962, 11055508961, 11055508960, 11055508959, 11055508962]",16,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680982,"POLYGON ((37.4042362 54.7361934, 37.4043002 54.7362122, 37.4043877 54.7361129, 37.4043237 54.7360941, 37.4042362 54.7361934))",,yes,,,"[11055508966, 11055508965, 11055508964, 11055508963, 11055508966]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680983,"POLYGON ((37.4044155 54.7361252, 37.4043415 54.7362092, 37.4044752 54.7362485, 37.4045493 54.7361644, 37.4044155 54.7361252))",,yes,,,"[11055508970, 11055508967, 11055508968, 11055508969, 11055508970]",14А,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680984,"POLYGON ((37.4038593 54.7360331, 37.4040149 54.7360788, 37.4040725 54.7360135, 37.4039169 54.7359678, 37.4038593 54.7360331))",,yes,,,"[11055508974, 11055508973, 11055508972, 11055508971, 11055508974]",12,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680985,"POLYGON ((37.403634 54.7359557, 37.4037306 54.7359812, 37.4037927 54.735903, 37.4036962 54.7358774, 37.403634 54.7359557))",,yes,,,"[11055508978, 11055508977, 11055508976, 11055508975, 11055508978]",10,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680986,"POLYGON ((37.4032907 54.7358496, 37.4033548 54.7358671, 37.4034232 54.7357835, 37.4033591 54.735766, 37.4032907 54.7358496))",,yes,,,"[11055508982, 11055508979, 11055508980, 11055508981, 11055508982]",8,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680987,"POLYGON ((37.4031566 54.7358008, 37.4032454 54.7358253, 37.4033031 54.7357557, 37.4032143 54.7357312, 37.4031566 54.7358008))",,yes,,,"[11055508986, 11055508983, 11055508984, 11055508985, 11055508986]",8А,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680988,"POLYGON ((37.4029916 54.7356351, 37.4029155 54.7357388, 37.4030802 54.7357792, 37.4031563 54.7356755, 37.4029916 54.7356351))",,yes,,,"[11055508990, 11055508987, 11055508988, 11055508989, 11055508990]",6,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680989,"POLYGON ((37.402643 54.7356692, 37.4027315 54.7356909, 37.4028023 54.7355945, 37.4026848 54.7355657, 37.402654 54.7356077, 37.402683 54.7356148, 37.402643 54.7356692))",,yes,,,"[11055508996, 11055508995, 11055508994, 11055508993, 11055508991, 11055508992, 11055508996]",4,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680990,"POLYGON ((37.4024713 54.7355082, 37.4023929 54.7355971, 37.4025404 54.7356405, 37.4026188 54.7355515, 37.4024713 54.7355082))",,yes,,,"[11055509000, 11055508997, 11055508998, 11055508999, 11055509000]",2,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680991,"POLYGON ((37.4027476 54.7360022, 37.4026974 54.7360736, 37.4027967 54.7360968, 37.4028468 54.7360254, 37.4027476 54.7360022))",,yes,,,"[11055509004, 11055509001, 11055509002, 11055509003, 11055509004]",3,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680992,"POLYGON ((37.4020824 54.7358674, 37.4020346 54.7359216, 37.4021875 54.7359666, 37.4022353 54.7359123, 37.4020824 54.7358674))",,yes,,,"[11055509008, 11055509005, 11055509006, 11055509007, 11055509008]",1А,Садовая улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680993,"POLYGON ((37.4010149 54.7364853, 37.4011041 54.7365317, 37.4011644 54.7364929, 37.4010752 54.7364466, 37.4010149 54.7364853))",,yes,,,"[11055509012, 11055509009, 11055509010, 11055509011, 11055509012]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680994,"POLYGON ((37.4005669 54.7370629, 37.4004918 54.7370381, 37.4004464 54.737084, 37.4005215 54.7371088, 37.4005669 54.7370629))",,yes,,,"[11055509016, 11055509015, 11055509014, 11055509013, 11055509016]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680995,"POLYGON ((37.4008539 54.737131, 37.4007381 54.7372207, 37.4009071 54.7372935, 37.4010229 54.7372038, 37.4008539 54.737131))",,yes,,,"[11055509020, 11055509017, 11055509018, 11055509019, 11055509020]",2,улица Болотова,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680996,"POLYGON ((37.4006581 54.736795, 37.400566 54.7368894, 37.4007135 54.7369374, 37.4008056 54.736843, 37.4006581 54.736795))",,yes,,,"[11055509024, 11055509021, 11055509022, 11055509023, 11055509024]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680997,"POLYGON ((37.4013676 54.7366092, 37.4013051 54.7366639, 37.4014781 54.7367297, 37.4015406 54.736675, 37.4013676 54.7366092))",,yes,,,"[11055509028, 11055509025, 11055509026, 11055509027, 11055509028]",5,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680998,"POLYGON ((37.4010229 54.7366533, 37.4009472 54.7367149, 37.4010343 54.7367506, 37.4010142 54.736767, 37.4011027 54.7368033, 37.4011986 54.7367253, 37.4010229 54.7366533))",,yes,,,"[11055509034, 11055509031, 11055509030, 11055509029, 11055509032, 11055509033, 11055509034]",3А,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190680999,"POLYGON ((37.4010631 54.7369111, 37.4012174 54.736953, 37.4012859 54.7368686, 37.4011317 54.7368268, 37.4010631 54.7369111))",,yes,,,"[11055509038, 11055509037, 11055509036, 11055509035, 11055509038]",3,Привокзальная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681000,"POLYGON ((37.4020877 54.7374547, 37.4021843 54.7375058, 37.4022891 54.7374398, 37.4021925 54.7373887, 37.4020877 54.7374547))",,yes,,,"[11055509042, 11055509041, 11055509040, 11055509039, 11055509042]",10,улица Болотова,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681001,"POLYGON ((37.4036649 54.738462, 37.4037434 54.7385125, 37.4038379 54.7384635, 37.4037594 54.738413, 37.4036649 54.738462))",,yes,,,"[11055509046, 11055509045, 11055509044, 11055509043, 11055509046]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681004,"POLYGON ((37.4003121 54.7386098, 37.400374 54.7386503, 37.4004395 54.7386168, 37.4003776 54.7385764, 37.4003121 54.7386098))",,yes,,,"[11055509069, 11055509068, 11055509067, 11055509066, 11055509069]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681005,"POLYGON ((37.4002826 54.7386989, 37.4003323 54.7387313, 37.4004033 54.738695, 37.4003537 54.7386626, 37.4002826 54.7386989))",,yes,,,"[11055509073, 11055509072, 11055509071, 11055509070, 11055509073]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681006,"POLYGON ((37.4085733 54.7411067, 37.4083721 54.7411677, 37.4084687 54.7412738, 37.4086699 54.7412127, 37.4085733 54.7411067))",,yes,,,"[11055509077, 11055509074, 11055509075, 11055509076, 11055509077]",20,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681007,"POLYGON ((37.4098554 54.7401211, 37.4099572 54.7400859, 37.409902 54.7400328, 37.4098121 54.740064, 37.4098003 54.7400681, 37.4098554 54.7401211))",,yes,,,"[11055509081, 11055509078, 11055509079, 11055509082, 11055509080, 11055509081]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681008,"POLYGON ((37.4096945 54.7399508, 37.4098121 54.740064, 37.409902 54.7400328, 37.4099462 54.7400175, 37.4098286 54.7399043, 37.4096945 54.7399508))",,yes,,,"[11055509085, 11055509082, 11055509079, 11055509083, 11055509084, 11055509085]",14,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681009,"POLYGON ((37.4088255 54.739782, 37.4089895 54.7399551, 37.4091611 54.7399009, 37.4089971 54.7397278, 37.4088255 54.739782))",,yes,,,"[11055509089, 11055509086, 11055509087, 11055509088, 11055509089]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681010,"POLYGON ((37.4096704 54.7396705, 37.4098715 54.7396148, 37.4097894 54.739516, 37.4095882 54.7395717, 37.4096704 54.7396705))",,yes,,,"[11055509093, 11055509092, 11055509091, 11055509090, 11055509093]",15,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681011,"POLYGON ((37.4090132 54.73959, 37.4091065 54.7396758, 37.4092219 54.739634, 37.4091285 54.7395482, 37.4090132 54.73959))",,yes,,,"[11055509097, 11055509094, 11055509095, 11055509096, 11055509097]",13А,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681012,"POLYGON ((37.4075514 54.7399756, 37.4076506 54.7399338, 37.4076156 54.739906, 37.4075164 54.7399478, 37.4075514 54.7399756))",,yes,,,"[11055509101, 11055509100, 11055509099, 11055509098, 11055509101]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681013,"POLYGON ((37.4074227 54.7400801, 37.4074616 54.7401165, 37.4075139 54.7400979, 37.4074749 54.7400615, 37.4074227 54.7400801))",,yes,,,"[11055509105, 11055509104, 11055509103, 11055509102, 11055509105]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681014,"POLYGON ((37.4069345 54.7402156, 37.406985 54.7402628, 37.4070458 54.7402411, 37.4069953 54.7401939, 37.4069345 54.7402156))",,yes,,,"[11055509109, 11055509108, 11055509107, 11055509106, 11055509109]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681015,"POLYGON ((37.4072872 54.7405353, 37.4075153 54.740454, 37.4074723 54.7404138, 37.4073938 54.7404417, 37.407337 54.7403886, 37.40725 54.7404196, 37.4073067 54.7404727, 37.4072441 54.740495, 37.4072872 54.7405353))",,yes,,,"[11055509117, 11055509114, 11055509115, 11055509112, 11055509111, 11055509110, 11055509113, 11055509116, 11055509117]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681016,"POLYGON ((37.407015 54.7405732, 37.4071048 54.7405412, 37.4069586 54.7404045, 37.4068688 54.7404365, 37.407015 54.7405732))",,yes,,,"[11055509121, 11055509118, 11055509119, 11055509120, 11055509121]",1В,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681017,"POLYGON ((37.4085733 54.739991, 37.4086619 54.7399595, 37.4086162 54.7399167, 37.4085276 54.7399483, 37.4085733 54.739991))",,yes,,,"[11055509125, 11055509122, 11055509123, 11055509124, 11055509125]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681018,"POLYGON ((37.4084929 54.7400963, 37.4085699 54.7400689, 37.4084768 54.7399818, 37.4083997 54.7400092, 37.4084929 54.7400963))",,yes,,,"[11055509129, 11055509126, 11055509127, 11055509128, 11055509129]",9,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681019,"POLYGON ((37.4082434 54.7401691, 37.408373 54.740123, 37.4082783 54.7400344, 37.4081487 54.7400805, 37.4082434 54.7401691))",,yes,,,"[11055509133, 11055509130, 11055509131, 11055509132, 11055509133]",7,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681020,"POLYGON ((37.4075568 54.7403332, 37.4076736 54.7402916, 37.4075675 54.7401923, 37.4074507 54.740234, 37.4075568 54.7403332))",,yes,,,"[11055509137, 11055509134, 11055509135, 11055509136, 11055509137]",5,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681021,"POLYGON ((37.4077687 54.7401567, 37.4078636 54.7401229, 37.407774 54.740039, 37.407679 54.7400729, 37.4077687 54.7401567))",,yes,,,"[11055509141, 11055509138, 11055509139, 11055509140, 11055509141]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681022,"POLYGON ((37.4096704 54.7408094, 37.4097493 54.7407812, 37.4096958 54.7407312, 37.4096168 54.7407593, 37.4096704 54.7408094))",,yes,,,"[11055509145, 11055509142, 11055509143, 11055509144, 11055509145]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681023,"POLYGON ((37.4098491 54.7408608, 37.4099276 54.7408328, 37.4098554 54.7407652, 37.4097769 54.7407932, 37.4098491 54.7408608))",,yes,,,"[11055509149, 11055509146, 11055509147, 11055509148, 11055509149]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681024,"POLYGON ((37.4101076 54.740773, 37.410226 54.7407308, 37.4101585 54.7406677, 37.4100401 54.7407099, 37.4101076 54.740773))",,yes,,,"[11055509153, 11055509150, 11055509151, 11055509152, 11055509153]",26,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681025,"POLYGON ((37.4108237 54.7404076, 37.4109964 54.740346, 37.4109149 54.7402698, 37.4107422 54.7403313, 37.4108237 54.7404076))",,yes,,,"[11055509157, 11055509154, 11055509155, 11055509156, 11055509157]",30,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681026,"POLYGON ((37.4108961 54.7404896, 37.4109883 54.7404568, 37.410939 54.7404107, 37.4108468 54.7404435, 37.4108961 54.7404896))",,yes,,,"[11055509161, 11055509158, 11055509159, 11055509160, 11055509161]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681027,"POLYGON ((37.4105743 54.740612, 37.4106773 54.7405753, 37.4105957 54.7404989, 37.4104927 54.7405356, 37.4105743 54.740612))",,yes,,,"[11055509165, 11055509162, 11055509163, 11055509164, 11055509165]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681028,"POLYGON ((37.4104428 54.7405314, 37.410606 54.7404733, 37.410534 54.740406, 37.4103709 54.7404641, 37.4104428 54.7405314))",,yes,,,"[11055509169, 11055509166, 11055509167, 11055509168, 11055509169]",28,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681029,"POLYGON ((37.4094638 54.7406584, 37.4096705 54.7405848, 37.4095175 54.7404416, 37.4093108 54.7405152, 37.4094638 54.7406584))",,yes,,,"[11055509173, 11055509170, 11055509171, 11055509172, 11055509173]",27,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681030,"POLYGON ((37.4101505 54.7399601, 37.4103124 54.7399024, 37.4101639 54.7397634, 37.4100019 54.7398211, 37.4101505 54.7399601))",,yes,,,"[11055509177, 11055509174, 11055509175, 11055509176, 11055509177]",16,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681031,"POLYGON ((37.4095201 54.7402109, 37.4096113 54.7401815, 37.4094926 54.7400588, 37.4094014 54.7400882, 37.4095201 54.7402109))",,yes,,,"[11055509181, 11055509180, 11055509179, 11055509178, 11055509181]",12,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681032,"POLYGON ((37.4089837 54.7401335, 37.4091296 54.74027, 37.4092557 54.7402251, 37.4091098 54.7400886, 37.4089837 54.7401335))",,yes,,,"[11055509185, 11055509182, 11055509183, 11055509184, 11055509185]",10,Автодорожная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681033,"POLYGON ((37.4085519 54.7393732, 37.4086699 54.7393159, 37.4085657 54.7392444, 37.4084477 54.7393017, 37.4085519 54.7393732))",,yes,,,"[11055509189, 11055509188, 11055509187, 11055509186, 11055509189]",1,Стадионный проезд,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681034,"POLYGON ((37.4075943 54.7394568, 37.4074884 54.7394166, 37.4074256 54.7394716, 37.4075316 54.7395119, 37.4075943 54.7394568))",,yes,,,"[11055509193, 11055509192, 11055509191, 11055509190, 11055509193]",19А,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681035,"POLYGON ((37.4078116 54.7393608, 37.4077455 54.739411, 37.4078635 54.7394628, 37.4079296 54.7394127, 37.4078116 54.7393608))",,yes,,,"[11055509197, 11055509194, 11055509195, 11055509196, 11055509197]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681036,"POLYGON ((37.407876 54.7391735, 37.4077437 54.7392788, 37.4078657 54.7393299, 37.407998 54.7392246, 37.407876 54.7391735))",,yes,,,"[11055509201, 11055509198, 11055509199, 11055509200, 11055509201]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681037,"POLYGON ((37.4072859 54.7391479, 37.4072286 54.7391953, 37.4073533 54.7392456, 37.4074106 54.7391983, 37.4072859 54.7391479))",,yes,,,"[11055509205, 11055509202, 11055509203, 11055509204, 11055509205]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681038,"POLYGON ((37.4075299 54.7391843, 37.407715 54.7390333, 37.4075515 54.7389665, 37.4073664 54.7391175, 37.4075299 54.7391843))",,yes,,,"[11055509209, 11055509208, 11055509207, 11055509206, 11055509209]",17,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681039,"POLYGON ((37.4080905 54.7389412, 37.4081925 54.7389923, 37.4083031 54.7389187, 37.4082012 54.7388676, 37.4080905 54.7389412))",,yes,,,"[11055509213, 11055509212, 11055509211, 11055509210, 11055509213]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681040,"POLYGON ((37.4071182 54.7384186, 37.4070217 54.7383799, 37.4069529 54.738437, 37.4070495 54.7384757, 37.4071182 54.7384186))",,yes,,,"[11055509217, 11055509216, 11055509215, 11055509214, 11055509217]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681041,"POLYGON ((37.4067414 54.7382607, 37.4066436 54.7383502, 37.4067053 54.7383726, 37.4068031 54.7382831, 37.4067414 54.7382607))",,yes,,,"[11055509221, 11055509218, 11055509219, 11055509220, 11055509221]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681042,"POLYGON ((37.4062358 54.7388142, 37.406327 54.7387252, 37.4061479 54.7386641, 37.4060567 54.7387531, 37.4062358 54.7388142))",,yes,,,"[11055509225, 11055509224, 11055509223, 11055509222, 11055509225]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681043,"POLYGON ((37.4062559 54.7385673, 37.4062176 54.7386059, 37.4063678 54.7386555, 37.4064061 54.7386168, 37.4062559 54.7385673))",,yes,,,"[11055509229, 11055509226, 11055509227, 11055509228, 11055509229]",7,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681044,"POLYGON ((37.4065348 54.7386486, 37.40645 54.7387228, 37.4065721 54.7387693, 37.4066569 54.738695, 37.4065348 54.7386486))",,yes,,,"[11055509233, 11055509230, 11055509231, 11055509232, 11055509233]",11,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681045,"POLYGON ((37.4059542 54.7382963, 37.4060319 54.7383303, 37.4060972 54.7382807, 37.4060194 54.7382466, 37.4059542 54.7382963))",,yes,,,"[11055509237, 11055509236, 11055509235, 11055509234, 11055509237]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681046,"POLYGON ((37.4058589 54.7384171, 37.4057836 54.7385155, 37.4059325 54.7385535, 37.4060078 54.738455, 37.4058589 54.7384171))",,yes,,,"[11055509241, 11055509238, 11055509239, 11055509240, 11055509241]",5,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681047,"POLYGON ((37.4054942 54.7383915, 37.4056284 54.7384176, 37.4056794 54.7383301, 37.4055451 54.738304, 37.4054942 54.7383915))",,yes,,,"[11055509245, 11055509242, 11055509243, 11055509244, 11055509245]",3,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681048,"POLYGON ((37.4046426 54.738352, 37.4047596 54.7384173, 37.4048736 54.7383492, 37.4047565 54.7382839, 37.4046426 54.738352))",,yes,,,"[11055509249, 11055509246, 11055509247, 11055509248, 11055509249]",1А,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681049,"POLYGON ((37.4044333 54.7383125, 37.4045406 54.7382514, 37.404472 54.7382112, 37.4043647 54.7382724, 37.4044333 54.7383125))",,yes,,,"[11055509253, 11055509252, 11055509251, 11055509250, 11055509253]",8,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681050,"POLYGON ((37.4035576 54.7376266, 37.4034626 54.7376895, 37.4035886 54.737753, 37.4036837 54.7376901, 37.4035576 54.7376266))",,yes,,,"[11055509257, 11055509254, 11055509255, 11055509256, 11055509257]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681051,"POLYGON ((37.4031955 54.7373153, 37.4030592 54.7373846, 37.4031772 54.737462, 37.4033135 54.7373927, 37.4031955 54.7373153))",,yes,,,"[11055509261, 11055509258, 11055509259, 11055509260, 11055509261]",2А,Стадионная улица,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681052,"POLYGON ((37.4029192 54.7377412, 37.4028011 54.7378535, 37.4029513 54.7379062, 37.4030694 54.7377938, 37.4029192 54.7377412))",,yes,,,"[11055509265, 11055509262, 11055509263, 11055509264, 11055509265]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190681053,"POLYGON ((37.4016103 54.7373432, 37.4017505 54.7374224, 37.4019349 54.7373138, 37.4017947 54.7372345, 37.4016103 54.7373432))",,yes,,,"[11055509269, 11055509268, 11055509267, 11055509266, 11055509269]",6,улица Болотова,,,,,,,,,,,,,,,,,,,,,,,,
