element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,95416763,BING,"POLYGON ((34.4575331 62.9193352, 34.4575764 62.9194247, 34.4578014 62.9194022, 34.4577582 62.9193127, 34.4575331 62.9193352))",27,улица Фрунзе,,,,,,,yes,"[1106397828, 1106396114, 1106397542, 1106396829, 1106397828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416764,BING,"POLYGON ((34.4529167 62.918497, 34.4531794 62.9184605, 34.4531399 62.9184016, 34.4528771 62.9184382, 34.4529167 62.918497))",14,Пролетарская улица,,,Медвежьегорск,,,,residential,"[1106397827, 1106395509, 1106397540, 1106397302, 1106397827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416766,BING,"POLYGON ((34.4586086 62.9200813, 34.4587651 62.920059, 34.4586906 62.9199504, 34.4585341 62.9199727, 34.4586086 62.9200813))",,,,,,,,,yes,"[1106397139, 1106396783, 1106398072, 1106396021, 1106397139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416768,BING,"POLYGON ((34.4561929 62.9166907, 34.4563343 62.9166622, 34.456228 62.916553, 34.4560866 62.9165815, 34.4561929 62.9166907))",,,,,,,,,yes,"[1106396341, 1106395141, 1106395684, 1106397270, 1106396341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416770,BING,"POLYGON ((34.4545287 62.9191925, 34.4547142 62.9191678, 34.4546728 62.9191035, 34.4544873 62.9191283, 34.4545287 62.9191925))",,,,,,,,,yes,"[1106396237, 1106397845, 1106397627, 1106396425, 1106396237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416771,BING,"POLYGON ((34.4570435 62.9186811, 34.4572685 62.9186507, 34.4572233 62.9185814, 34.4569983 62.9186118, 34.4570435 62.9186811))",23,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106397616, 1106396412, 1106397321, 1106395721, 1106397616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416783,BING,"POLYGON ((34.45577 62.9199884, 34.4557507 62.9199464, 34.455538 62.9199666, 34.4555574 62.9200087, 34.45577 62.9199884))",,,,,,,,,yes,"[1106396500, 1106398123, 1106397609, 1106395712, 1106396500]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416784,BING,"POLYGON ((34.4608762 62.9197864, 34.4608157 62.9197029, 34.4605981 62.9197355, 34.4606586 62.9198191, 34.4608762 62.9197864))",21,Красногвардейская улица,,,,,,,yes,"[1106395891, 1106397971, 1106397470, 1106395390, 1106395891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416786,BING,"POLYGON ((34.4541133 62.9178371, 34.4539741 62.9178552, 34.4540186 62.9179262, 34.4541578 62.9179081, 34.4541133 62.9178371))",,,,,,,,,yes,"[1106397712, 1106395945, 1106397461, 1106396675, 1106397712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416787,BING,"POLYGON ((34.4510404 62.9192059, 34.4507808 62.9192692, 34.4508679 62.9193433, 34.4511276 62.9192799, 34.4510404 62.9192059))",8А,Зелёный переулок,,,,,,,yes,"[1106397710, 1106395320, 1106397460, 1106397171, 1106397710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416788,BING,"POLYGON ((34.4442706 62.9197292, 34.4444487 62.9197067, 34.4444197 62.9196592, 34.4442417 62.9196817, 34.4442706 62.9197292))",,,,,,,,,yes,"[1106396821, 1106398106, 1106396836, 1106398120, 1106396821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416789,BING,"POLYGON ((34.4520832 62.9206935, 34.4519523 62.9206989, 34.4519646 62.9207619, 34.4520956 62.9207566, 34.4520832 62.9206935))",32,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106397022, 1106397134, 1106397999, 1106395241, 1106397022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416790,BING,"POLYGON ((34.4584308 62.9199532, 34.4585251 62.9199409, 34.4584856 62.9198779, 34.4583912 62.9198901, 34.4584308 62.9199532))",,,,,,,,,yes,"[1106395033, 1106396840, 1106397837, 1106397318, 1106395033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416791,BING,"POLYGON ((34.4524716 62.9199675, 34.4521872 62.9199844, 34.4522088 62.9200598, 34.4524932 62.920043, 34.4524716 62.9199675))",11,Зелёный переулок,,,Медвежьегорск,,,,yes,"[1106398127, 1106396188, 1106397834, 1106396230, 1106398127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416794,BING,"POLYGON ((34.4579733 62.9177479, 34.4578793 62.9176364, 34.4577698 62.9176556, 34.4578638 62.917767, 34.4579733 62.9177479))",,,,,,,,,yes,"[1106396951, 1106397604, 1106396382, 1106395850, 1106396951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416796,BING,"POLYGON ((34.4570806 62.9198511, 34.457236 62.9198226, 34.4571742 62.9197528, 34.4570188 62.9197813, 34.4570806 62.9198511))",28,улица Фрунзе,,,,,,,yes,"[1106396894, 1106397056, 1106397939, 1106395123, 1106396894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416799,BING,"POLYGON ((34.4568754 62.9200864, 34.4568259 62.9199828, 34.456733 62.919992, 34.4567824 62.9200956, 34.4568754 62.9200864))",,,,,,,,,yes,"[1106396865, 1106396420, 1106397924, 1106395763, 1106396865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416800,BING,"POLYGON ((34.4566232 62.9164442, 34.4567312 62.9164267, 34.4566768 62.9163569, 34.4565688 62.9163744, 34.4566232 62.9164442))",,,,,,,,,yes,"[1106397492, 1106398024, 1106397137, 1106398003, 1106397492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416801,BING,"POLYGON ((34.4555846 62.9159218, 34.4553917 62.9159409, 34.4554306 62.9160222, 34.4556235 62.916003, 34.4555846 62.9159218))",7,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106396621, 1106397693, 1106396658, 1106397457, 1106396621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416803,BING,"POLYGON ((34.4536459 62.9185092, 34.4538561 62.9184811, 34.4538148 62.9184171, 34.4536046 62.9184453, 34.4536459 62.9185092))",11,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106397469, 1106395970, 1106397483, 1106396014, 1106397469]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416809,BING,"POLYGON ((34.4578546 62.9193903, 34.4578889 62.9194523, 34.4581733 62.9194197, 34.458139 62.9193577, 34.4578546 62.9193903))",,,,,,,,,yes,"[1106397595, 1106396940, 1106397304, 1106398113, 1106397595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416812,BING,"POLYGON ((34.4512903 62.91885, 34.4513985 62.9189865, 34.4515895 62.9189551, 34.4514813 62.9188186, 34.4512903 62.91885))",7,Зелёный переулок,,,Медвежьегорск,,,,yes,"[1106396826, 1106398112, 1106397888, 1106396935, 1106396826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416814,BING,"POLYGON ((34.4530747 62.9169613, 34.4528565 62.9169785, 34.4529011 62.9170956, 34.4531192 62.9170784, 34.4530747 62.9169613))",5,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106397584, 1106395629, 1106397265, 1106396320, 1106397584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416815,BING,"POLYGON ((34.4486172 62.9188714, 34.4485093 62.9189242, 34.4486824 62.9189974, 34.4487903 62.9189445, 34.4486172 62.9188714))",25,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1106397583, 1106396890, 1106397264, 1106398096, 1106397583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416820,BING,"POLYGON ((34.4573848 62.9189378, 34.4576246 62.9188984, 34.4575794 62.9188413, 34.4573395 62.9188807, 34.4573848 62.9189378))",25,улица Фрунзе,,,,,,,yes,"[1106395789, 1106396883, 1106395092, 1106397929, 1106395789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416821,BING,"POLYGON ((34.4553027 62.9174623, 34.4554955 62.917442, 34.45547 62.9173917, 34.4552772 62.9174119, 34.4553027 62.9174623))",16,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106396679, 1106396102, 1106397814, 1106395475, 1106396679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416823,BING,"POLYGON ((34.4579212 62.9156278, 34.4577333 62.915415, 34.457542 62.91545, 34.4577299 62.9156628, 34.4579212 62.9156278))",1,Красногвардейская улица,,,Медвежьегорск,,,,yes,"[1106397832, 1106397607, 1106396393, 1106397312, 1106397832]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416824,BING,"POLYGON ((34.4526725 62.9176246, 34.4525705 62.9174641, 34.4522744 62.9175032, 34.4523764 62.9176636, 34.4526725 62.9176246))",6,Пролетарская улица,,,Медвежьегорск,ГИБДД,,,yes,"[1106397353, 1106395144, 1106397365, 1106397879, 1106397353]",,,186352,,,police,,,+7 81434 57779‎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416828,BING,"POLYGON ((34.4582725 62.9170105, 34.4582223 62.916953, 34.4580047 62.9169924, 34.4580549 62.9170499, 34.4582725 62.9170105))",12А,Красногвардейская улица,,,,,,,yes,"[1106396714, 1106395504, 1106395962, 1106397464, 1106396714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416830,BING,"POLYGON ((34.4554683 62.9195404, 34.4556439 62.9195134, 34.4556179 62.9194783, 34.4554423 62.9195053, 34.4554683 62.9195404))",,,,,,,,,yes,"[1106396656, 1106398007, 1106397804, 1106396787, 1106396656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416831,BING,"POLYGON ((34.4525561 62.9207315, 34.4523515 62.9207419, 34.4523861 62.9208837, 34.4525908 62.9208734, 34.4525561 62.9207315))",18В,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106396646, 1106395455, 1106397786, 1106396019, 1106396646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416835,BING,"POLYGON ((34.4590414 62.9169158, 34.4588139 62.9169608, 34.4588629 62.917012, 34.4590903 62.916967, 34.4590414 62.9169158))",5А,Красногвардейская улица,,,,,,,yes,"[1106395678, 1106397588, 1106398099, 1106397269, 1106395678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416839,BING,"POLYGON ((34.4519709 62.9199928, 34.4517978 62.9199943, 34.4517996 62.9200421, 34.4519727 62.9200407, 34.4519709 62.9199928))",,,,,,,,,yes,"[1106395590, 1106397564, 1106397343, 1106395768, 1106395590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416841,BING,"POLYGON ((34.4578595 62.916577, 34.4577956 62.9165196, 34.4576052 62.9165635, 34.4576691 62.9166209, 34.4578595 62.916577))",10,Красногвардейская улица,,,,,,,yes,"[1106397707, 1106397810, 1106396079, 1106396663, 1106397707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416844,BING,"POLYGON ((34.4539674 62.9187456, 34.454185 62.9187186, 34.4541443 62.9186507, 34.4539267 62.9186777, 34.4539674 62.9187456))",13,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106395413, 1106398064, 1106397212, 1106397775, 1106395413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416845,BING,"POLYGON ((34.4587374 62.9178289, 34.4589451 62.9177929, 34.458883 62.9177187, 34.4586753 62.9177547, 34.4587374 62.9178289))",18,Красногвардейская улица,,,,,,,yes,"[1106397204, 1106397763, 1106396735, 1106397782, 1106397204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416846,BING,"POLYGON ((34.4605918 62.9193429, 34.4605555 62.9192869, 34.4603627 62.9193127, 34.460399 62.9193688, 34.4605918 62.9193429))",17,Красногвардейская улица,,,,,,,yes,"[1106396358, 1106397601, 1106395700, 1106397890, 1106396358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416848,BING,"POLYGON ((34.4546202 62.9176187, 34.4547463 62.9176019, 34.4547257 62.9175699, 34.4545996 62.9175868, 34.4546202 62.9176187))",,,,,,,,,yes,"[1106396326, 1106395827, 1106397642, 1106395127, 1106396326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416851,BING,"POLYGON ((34.4530178 62.9171864, 34.4528519 62.9172045, 34.4528915 62.9172799, 34.4530574 62.9172619, 34.4530178 62.9171864))",,,,,,,,,yes,"[1106397356, 1106396491, 1106396891, 1106397863, 1106397356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416853,BING,"POLYGON ((34.4481598 62.9191014, 34.4484516 62.9191667, 34.4485146 62.9191085, 34.4482228 62.9190431, 34.4481598 62.9191014))",27,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1106396312, 1106397859, 1106397638, 1106396484, 1106396312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416854,BING,"POLYGON ((34.4510465 62.9198865, 34.4513169 62.9198584, 34.4512579 62.9197406, 34.4509874 62.9197687, 34.4510465 62.9198865))",10А,Зелёный переулок,,,Медвежьегорск,,,,yes,"[1106396226, 1106395756, 1106397617, 1106395051, 1106396226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416856,BING,"POLYGON ((34.458757 62.9167356, 34.4586581 62.9166309, 34.4585373 62.9166546, 34.4586362 62.9167593, 34.458757 62.9167356))",5,Красногвардейская улица,,,,,,,yes,"[1106395532, 1106397552, 1106398058, 1106397206, 1106395532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416858,BING,"POLYGON ((34.4601147 62.9198688, 34.4603175 62.9198384, 34.4602537 62.9197501, 34.4600509 62.9197805, 34.4601147 62.9198688))",32,Красногвардейская улица,,,,,,,yes,"[1106397749, 1106395384, 1106397467, 1106395409, 1106397749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416859,BING,"POLYGON ((34.4520358 62.9198184, 34.4522676 62.9197832, 34.452195 62.919684, 34.4519631 62.9197192, 34.4520358 62.9198184))",9А,Зелёный переулок,,,Медвежьегорск,,,,yes,"[1106397105, 1106395374, 1106397118, 1106395404, 1106397105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416860,BING,"POLYGON ((34.4582527 62.9173201, 34.4585 62.9172784, 34.4584307 62.9171932, 34.4581835 62.9172348, 34.4582527 62.9173201))",14,Красногвардейская улица,,,Медвежьегорск,,,,yes,"[1106398036, 1106397175, 1106396802, 1106398101, 1106398036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416862,BING,"POLYGON ((34.4568061 62.9192308, 34.4565094 62.9192635, 34.4565522 62.9193442, 34.456849 62.9193115, 34.4568061 62.9192308))",24,улица Фрунзе,,,,,,,yes,"[1106396030, 1106395596, 1106397570, 1106398085, 1106396030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416863,BING,"POLYGON ((34.454959 62.9202721, 34.45493 62.9202353, 34.4547643 62.9202623, 34.4547933 62.9202991, 34.454959 62.9202721))",,,,,,,,,yes,"[1106397207, 1106398059, 1106396739, 1106395537, 1106397207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416864,BING,"POLYGON ((34.4563116 62.9162044, 34.4564102 62.9161875, 34.4563583 62.9161245, 34.4562597 62.9161413, 34.4563116 62.9162044))",,,,,,,,,yes,"[1106397249, 1106397635, 1106395798, 1106395600, 1106397249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416866,BING,"POLYGON ((34.4615587 62.9203234, 34.4615962 62.9203173, 34.4615269 62.9202284, 34.4614894 62.9202345, 34.4615587 62.9203234))",,,,,,,,,yes,"[1106395085, 1106396878, 1106397853, 1106397348, 1106395085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416868,BING,"POLYGON ((34.4553595 62.9180195, 34.4555302 62.917988, 34.4555058 62.9179607, 34.4553352 62.9179922, 34.4553595 62.9180195))",,,,,,,,,yes,"[1106396944, 1106397906, 1106397000, 1106397614, 1106396944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416869,BING,"POLYGON ((34.4587249 62.9162493, 34.4586549 62.9162116, 34.4584794 62.9162791, 34.4585493 62.9163168, 34.4587249 62.9162493))",,,,,,,,,yes,"[1106397987, 1106397479, 1106396737, 1106397764, 1106397987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416872,BING,"POLYGON ((34.4573971 62.9192113, 34.4576518 62.9191719, 34.457598 62.9190998, 34.4573433 62.9191392, 34.4573971 62.9192113))",25А,улица Фрунзе,,,,,,,yes,"[1106395949, 1106397715, 1106397528, 1106396101, 1106395949]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416873,BING,"POLYGON ((34.4526352 62.9214761, 34.4524295 62.9214741, 34.4524257 62.9215547, 34.4526315 62.9215566, 34.4526352 62.9214761))",27,Подгорная улица,,,Медвежьегорск,,,,yes,"[1106396886, 1106397874, 1106396925, 1106397590, 1106396886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416878,BING,"POLYGON ((34.4596101 62.918019, 34.4595384 62.917911, 34.4594101 62.9179286, 34.4594818 62.9180367, 34.4596101 62.918019))",9,Красногвардейская улица,,,,,,,yes,"[1106395953, 1106397719, 1106395345, 1106397463, 1106395953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416881,BING,"POLYGON ((34.4541964 62.9203249, 34.4542767 62.9205135, 34.4544571 62.9204975, 34.4543768 62.920309, 34.4541964 62.9203249))",26,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106395928, 1106397688, 1106397499, 1106396025, 1106395928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416884,BING,"POLYGON ((34.4501626 62.9181846, 34.4499185 62.9181058, 34.4498441 62.9181536, 34.4500883 62.9182324, 34.4501626 62.9181846))",19,Октябрьская улица,,,Медвежьегорск,,,,yes,"[1106397592, 1106396346, 1106397279, 1106395688, 1106397592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416885,BING,"POLYGON ((34.4588981 62.9181182, 34.4591108 62.9180969, 34.459082 62.9180376, 34.4588694 62.918059, 34.4588981 62.9181182))",20,Красногвардейская улица,,,,,,,yes,"[1106397488, 1106396015, 1106395579, 1106397560, 1106397488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416887,BING,"POLYGON ((34.4521364 62.9166026, 34.4520803 62.9165811, 34.4518938 62.916682, 34.45195 62.9167035, 34.4521364 62.9166026))",,,,,,,,,yes,"[1106396085, 1106397523, 1106395471, 1106397811, 1106396085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416888,BING,"POLYGON ((34.4564501 62.9169384, 34.4564231 62.9168742, 34.4561906 62.9168945, 34.4562176 62.9169587, 34.4564501 62.9169384))",,,,,,,,,yes,"[1106397876, 1106397946, 1106396511, 1106396929, 1106397876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416890,BING,"POLYGON ((34.4548947 62.9194717, 34.4551246 62.9194391, 34.4550807 62.9193749, 34.4548507 62.9194075, 34.4548947 62.9194717))",19А,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106395780, 1106395231, 1106397432, 1106397927, 1106395780]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416891,BING,"POLYGON ((34.4588881 62.9165521, 34.4589376 62.9165427, 34.4588634 62.9164617, 34.4588139 62.9164711, 34.4588881 62.9165521))",,,,,,,,,yes,"[1106398010, 1106397504, 1106397704, 1106395935, 1106398010]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416892,BING,"POLYGON ((34.4582206 62.9201198, 34.4581538 62.9200162, 34.4579753 62.9200401, 34.4580421 62.9201436, 34.4582206 62.9201198))",31,улица Фрунзе,,,,,,,yes,"[1106397993, 1106397121, 1106396770, 1106398062, 1106397993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416894,BING,"POLYGON ((34.4535627 62.9197494, 34.4537451 62.9197255, 34.4537044 62.9196613, 34.4535221 62.9196852, 34.4535627 62.9197494))",22,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106397991, 1106397767, 1106396744, 1106397481, 1106397991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416896,BING,"POLYGON ((34.4555277 62.9200942, 34.4554454 62.9200059, 34.4552179 62.9200498, 34.4553002 62.9201381, 34.4555277 62.9200942))",23А,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106396957, 1106397898, 1106396398, 1106395153, 1106396957]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416897,BING,"POLYGON ((34.4609949 62.919639, 34.4612051 62.9196108, 34.4611928 62.9195919, 34.4609826 62.91962, 34.4609949 62.919639))",,,,,,,,,yes,"[1106396734, 1106398055, 1106396004, 1106397762, 1106396734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416901,BING,"POLYGON ((34.4568803 62.9159544, 34.4568239 62.9158936, 34.4566187 62.915933, 34.4566751 62.9159938, 34.4568803 62.9159544))",,,,,,,,,yes,"[1106397350, 1106396472, 1106395253, 1106397025, 1106397350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416903,BING,"POLYGON ((34.4566429 62.9177794, 34.4566108 62.9177269, 34.4564155 62.9177517, 34.4564476 62.9178042, 34.4566429 62.9177794))",19,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106395150, 1106397411, 1106395196, 1106397388, 1106395150]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416904,BING,"POLYGON ((34.4598821 62.9183421, 34.4597165 62.9183568, 34.4597371 62.9184052, 34.4599028 62.9183905, 34.4598821 62.9183421))",11,Красногвардейская улица,,,,,,,yes,"[1106395479, 1106396708, 1106398034, 1106397815, 1106395479]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416905,BING,"POLYGON ((34.4552433 62.9168161, 34.4552847 62.9167818, 34.4551363 62.9167447, 34.455095 62.9167789, 34.4552433 62.9168161))",,,,,,,,,yes,"[1106395463, 1106395593, 1106397241, 1106397501, 1106395463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416907,BING,"POLYGON ((34.4539924 62.9201068, 34.4541995 62.9200857, 34.4541607 62.9200069, 34.4539536 62.920028, 34.4539924 62.9201068))",24,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106395461, 1106398075, 1106397238, 1106397800, 1106395461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416909,BING,"POLYGON ((34.4562967 62.9202327, 34.4562536 62.9201833, 34.4560731 62.9202159, 34.4561162 62.9202653, 34.4562967 62.9202327))",,,,,,,,,yes,"[1106397428, 1106395215, 1106397010, 1106395898, 1106397428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416910,BING,"POLYGON ((34.4552946 62.9156683, 34.4552309 62.9155706, 34.4550677 62.9155926, 34.4551313 62.9156904, 34.4552946 62.9156683))",5,Октябрьская улица,,,Медвежьегорск,,,,house,"[1106395465, 1106397502, 1106398008, 7655272436, 1106395465]",1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
way,95416911,BING,"POLYGON ((34.4577977 62.9197742, 34.4580846 62.9197382, 34.4580447 62.9196725, 34.4577579 62.9197085, 34.4577977 62.9197742))",29,улица Фрунзе,,,,,,,yes,"[1106396353, 1106397889, 1106396405, 1106397905, 1106396353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416915,BING,"POLYGON ((34.4534638 62.9188967, 34.4534143 62.9188123, 34.4532187 62.918836, 34.4532681 62.9189204, 34.4534638 62.9188967))",16,Пролетарская улица,,,Медвежьегорск,,,,yes,"[1106396350, 1106397612, 1106396401, 1106397314, 1106396350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416916,BING,"POLYGON ((34.4503728 62.918293, 34.4502646 62.9182564, 34.450202 62.9182948, 34.4503102 62.9183314, 34.4503728 62.918293))",,,,,,,,,yes,"[1106395708, 1106396834, 1106398118, 1106397891, 1106395708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95416917,BING,"POLYGON ((34.4560643 62.9172739, 34.4563215 62.9172334, 34.45626 62.9171526, 34.4560029 62.9171931, 34.4560643 62.9172739))",15,улица Фрунзе,,,Медвежьегорск,,,,yes,"[1106397653, 1106397459, 1106395939, 1106397067, 1106397653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
