key;count_all;values_all;characters;grade
attraction;68306;704;plain;g
statscan:rbuid;68272;56433;colon;g
maxspeed:hgv:conditional;68179;143;colon;g
railway:gnt;67967;4;colon;g
site_name;67756;2838;plain;g
KSJ2:ODC;67689;17;letters;g
self_service;67483;26;plain;g
abandoned:highway;67478;110;colon;g
end_date;67418;16703;plain;g
source:highway;67354;518;colon;g
maxspeed:bus;67342;22;colon;g
tree_form;67306;12;plain;g
tiger:name_direction_suffix_1;67255;32;letters;g
name:etymology:wikipedia;67068;10751;colon;g
geobase:UUID;66984;59348;letters;g
name:eu;66984;26234;colon;g
constituency;66931;31;plain;g
plot_number;66843;821;plain;g
ref:usrn;66797;2879;colon;g
height:range;66781;47;colon;g
is_in:region;66714;884;colon;g
wheelchair:description;66688;34054;colon;g
KSJ2:LIN;66468;501;letters;g
railway:turnout_side;66368;8;colon;g
recycling:plastic;66013;25;colon;g
plant:output:electricity;65909;6921;colon;g
logainm:url;65880;52323;colon;g
junction:ref;65844;3377;colon;g
lanes:both_ways;65760;10;colon;g
ref:opendataparis:domanialit;65645;12;colon;g
contact:vk;65115;13390;colon;g
maxweight:signed;64240;26;colon;g
mtb:scale:imba;64201;41;colon;g
dcgis:square;64107;1994;colon;g
diet:vegetarian;63827;16;colon;g
ski;63566;40;plain;g
addr:city:ar;63540;786;colon;g
side;63452;38;plain;g
building:type:pl;63417;18;colon;g
design:ref;63209;2060;colon;g
road_marking;62997;262;plain;g
capacity:persons;62898;588;colon;g
handicap;62829;278;plain;g
dcgis:lot;62828;1246;colon;g
seamark:topmark:shape;62407;46;colon;g
rcn_ref;62256;1273;plain;g
toilets:position;62232;115;colon;g
basin;62174;250;plain;g
name:hu;61821;32188;colon;g
addr:street_codeINE;61730;2671;letters;g
is_in:province;61681;603;colon;g
fire_operator;61631;645;plain;g
source:surface;61438;592;colon;g
ewmapa:warstwa;61434;32;colon;g
name:genitive;61233;34660;colon;g
air_conditioning;61231;24;plain;g
name:hi;61104;31214;colon;g
hazard;61041;1145;plain;g
gnis:feature_type;60918;75;colon;g
ref:athensclarkeaddress;60839;60811;colon;g
railway:track_class;60323;28;colon;g
disused:shop;59847;698;colon;g
disused:amenity;59797;559;colon;g
floor:material;59747;147;colon;g
plant:method;59742;52;colon;g
name:be-tarask;59237;17003;rest;g
seamark:mooring:category;59183;18;colon;g
parking:orientation;59165;13;colon;g
bak:fac_type1;59007;15;letters;g
pipeline;58976;156;plain;g
subway;58943;37;plain;g
camera:direction;58355;1224;colon;g
via;58157;36204;plain;g
maxspeed:trailer;58030;17;colon;g
bdouble;57984;10;plain;g
name:prefix:ru;57917;48;colon;g
recycling:cans;57885;11;colon;g
railway:local_operated;57716;10;colon;g
name:prefix:be;57526;25;colon;g
is_in:municipality;57480;3448;colon;g
stars;57413;120;plain;g
seamark:buoy_lateral:colour;57185;30;colon;g
GNS:modify_date;57053;825;letters;g
cutline;57006;43;plain;g
male;56941;39;plain;g
name:lt;56881;24646;colon;g
indoor_seating;56799;15;plain;g
railway:signal:main:function;56567;32;colon;g
visibility;56469;89;plain;g
railway:switch:electric;56433;4;colon;g
source:address;56167;236;colon;g
nhd-shp:fdate;56077;72;rest;g
ref:gurs:hs_mid;56044;55336;colon;g
b5m:urlOrto;55985;55534;letters;g
b5m:id;55982;55640;letters;g
b5m:url;55982;55641;letters;g
field_name;55834;293;plain;g
ref:addr;55804;55604;colon;g
bak:fac_type2;55644;63;letters;g
phases;55613;113;plain;g
name:cs;54727;32202;colon;g
royal_cypher;54573;28;plain;g
nhd-shp:com_id;54486;44549;rest;g
KSJ2:curve_type;54222;2;letters;g
name:ro;54006;25094;colon;g
ref:en;53969;4267;colon;g
id;53959;31402;plain;g
waterway:type;53760;68;colon;g
name:ka;53755;23155;colon;g
name:ja_kana;53746;18603;colon;g
maxstay;53653;1313;plain;g
seamark:buoy_lateral:category;53589;26;colon;g
name:fa;53517;20108;colon;g
seamark:buoy_lateral:shape;53368;11;colon;g
name:etymology;53324;11132;colon;g
locked;53269;29;plain;g
seamark:light:colour;53197;38;colon;g
yh:LINE_NAME;53157;4382;letters;g
ref:FR:SIRET;53157;52075;letters;g
yh:LINE_NUM;53092;813;letters;g
name:pt;52969;25779;colon;g
destination:symbol;52938;4308;colon;g
network:guid;52855;142;colon;g
school:FR;52705;171;letters;g
traffic_sign:backward;52659;2808;colon;g
change:lanes;52525;685;colon;g
ref:HNITNUM;52493;52390;letters;g
source:name:oc;52418;95;colon;g
map_type;52372;168;plain;g
gst:feat_id;52345;47320;colon;g
female;52158;35;plain;g
NHD:FLOWDIR;51982;2;letters;g
name:ko-Hani;51656;9637;rest;g
resource;51624;1064;plain;g
telecom;51525;217;plain;g
seamark:topmark:colour;51462;56;colon;g
name:be:word_stress;51308;18414;colon;g
map_size;51306;188;plain;g
railway:signal:main:states;51190;378;colon;g
country;51058;521;plain;g
naptan:ShortCommonName;50876;23270;letters;g
mooring;50806;90;plain;g
farmland;50730;90;plain;g
old_name:en;50687;9222;colon;g
protected;50570;40;plain;g
accuracy;50554;147;plain;g
building:place;50499;4;colon;g
naptan:StopAreaCode;50429;49627;letters;g
naptan:StopAreaType;50428;7;letters;g
club;50389;954;plain;g
seamark:light:character;50371;48;colon;g
level:ref;50341;358;colon;g
solar:tracking;50325;5;colon;g
snowplowing;50222;16;plain;g
division_code;50173;49069;plain;g
ref:penndot;50144;1368;colon;g
ref:INSEE;50088;41163;letters;g
divipola;49940;1517;plain;g
IBGE:CD_ADMINIS;49745;8;letters;g
opening_hours:covid19;49504;9413;letters;g
note:addr_place;49470;660;colon;g
old_addr:housename;49351;32862;colon;g
traffic_sign:direction;49195;252;colon;g
railway:scmt;49008;2;colon;g
highway_authority_ref;48603;8680;plain;g
name:be-tarask:word_stress;48526;15548;rest;g
network:en;48450;342;colon;g
building:ownership;48371;23;colon;g
name:nan;48363;8298;colon;g
alt_name:ar;48326;9083;colon;g
couplings:diameters;48170;915;colon;g
contact:twitter;48168;12397;colon;g
taxon:species;48142;511;colon;g
ref:UAI;48014;46577;letters;g
ref:opendataparis:adresse;47899;3157;colon;g
manufacturer:type;47723;529;colon;g
waterway:llid;47691;41233;colon;g
cycleway:right:lane;47547;22;colon;g
tiger:name_type_2;47449;75;letters;g
railway:ref;47389;26833;colon;g
nhd-shp:fcode;47337;11;rest;g
source:width;47211;214;colon;g
naptan:BusStopType;47164;6;letters;g
converted_by;46980;19;plain;g
rooms;46861;1234;plain;g
gnis:import_uuid;46853;7;colon;g
addr:subcounty;46810;1366;colon;g
is_in:town;46781;2487;colon;g
royal_cypher:wikidata;46737;7;colon;g
opening_date;46704;3357;plain;g
building:fi:id;46649;46054;colon;g
ref:zh;46639;3228;colon;g
gnis:reviewed;46628;6;colon;g
architect;46574;20564;plain;g
access:roof;46555;22;colon;g
naptan:Crossing;46535;23472;letters;g
turn:lanes:both_ways;46490;46;colon;g
maxwidth;46486;901;plain;g
railway:signal:minor:form;46282;4;colon;g
building:floor_area;46157;846;colon;g
seamark:buoy_lateral:system;46027;7;colon;g
tiger:zip_left_2;45952;11497;letters;g
building:use:residential;45934;17;colon;g
railway:track_type;45921;3;colon;g
railway:signal:main:height;45872;11;colon;g
typhoon:damage;45802;7;colon;g
contact:street;45655;20156;colon;g
noaddress;45630;5;plain;g
platform:width;45608;691;colon;g
ref:ruian;45607;45539;colon;g
carriageway_ref;45593;155;plain;g
source:postal_code;45574;268;colon;g
gvr:code;45486;16707;colon;g
hgv:state_network;45470;4;colon;g
railway:ls;45415;2;colon;g
source:hgv:state_network;45321;10;colon;g
railway:signal:minor;44767;51;colon;g
top_ele;44695;8303;plain;g
clc:code;44492;48;colon;g
tmc;44375;4017;plain;g
light:direction;44343;766;colon;g
building:state_of_the_house;44302;12;colon;g
time;44266;30901;plain;g
subject:wikidata;44177;13185;colon;g
payment:notes;43817;55;colon;g
was:building;43692;153;colon;g
dual_carriageway;43610;5;plain;g
geobase:uuid;43356;40200;colon;g
brand:zh;43326;740;colon;g
contact:housenumber;43302;2263;colon;g
building:category_of_the_house;43239;30;colon;g
railway:signal:distant:form;43219;5;colon;g
name:ms;42989;20580;colon;g
species:es;42959;876;colon;g
railway:signal:distant;42945;62;colon;g
sidewalk:left:surface;42908;69;colon;g
name:en1;42843;7198;letters;g
NHD:Elevation;42757;1869;letters;g
old_ref:1945;42582;588;letters;g
name:hy;42546;17476;colon;g
KSJ2:ARE;42437;11561;letters;g
editor;42387;32;plain;g
railway:signal:speed_limit;42364;107;colon;g
railway:signal:speed_limit:form;42355;9;colon;g
trolleybus;42344;4;plain;g
parking:right;42331;32;colon;g
population:pupils:2015;42250;3054;letters;g
GeoBaseNHN:DatasetName;42120;6;letters;g
reservoir_type;42113;163;plain;g
geobase:datasetName;42105;14;letters;g
old_ref_legislative;42093;1305;plain;g
zip_right;42040;399;plain;g
IPP:CodEdificio;42024;39878;letters;g
height_ft;41987;119;plain;g
fuel:octane_98;41947;10;letters;g
elevation;41903;3506;plain;g
building:architecture;41792;750;colon;g
change:lanes:forward;41775;202;colon;g
reporting_marks;41659;282;plain;g
maintenance;41561;181;plain;g
lamp:shape;41529;5;colon;g
goods;41527;58;plain;g
parking:left;41513;33;colon;g
population:pupils:2012;41417;2955;letters;g
contact:youtube;41374;5264;colon;g
ssr:type;41351;157;colon;g
zip_left;41282;400;plain;g
rwn_ref;41224;3670;plain;g
species:ro;41043;146;colon;g
min_age;41034;366;plain;g
ephemeral;40999;1;plain;g
grades;40994;1073;plain;g
change:lanes:backward;40961;170;colon;g
defibrillator:location;40782;34600;colon;g
reg_name;40747;4386;plain;g
ID;40710;24493;letters;g
fire_hydrant:street;40706;8520;colon;g
cosmha;40580;1;plain;g
source:addr:street;40374;61;colon;g
opening_hours:signed;40334;58;colon;g
NJDOT_SRI;40332;1725;letters;g
lamp_model;40301;346;plain;g
ref:mhs;40284;38805;colon;g
reservation;40253;126;plain;g
mml:ref;40180;40136;colon;g
socket:type2;40156;94;letters;g
hcpaogis:dorcode;39960;37;colon;g
massgis:IT_VALDESC;39910;32;letters;g
ref:GB:tflcid;39861;39730;letters;g
location:accuracy;39809;11;colon;g
massgis:SOURCE;39749;4;letters;g
flag:type;39731;170;colon;g
zoning;39619;42;plain;g
cycleway:both:lane;39476;12;colon;g
lamp_operator;39399;36;plain;g
construction_date;39394;1013;plain;g
note:old_railway_operator;39335;586;colon;g
utahagrc:parcelid;39259;26738;colon;g
contact:postcode;39235;4452;colon;g
second_hand;39125;50;plain;g
sides;39100;12;plain;g
old_addr:place;39095;643;colon;g
GNS:dsg_string;39072;70;letters;g
rotor:diameter;39072;320;colon;g
massgis:PALIS_ID;38828;195;letters;g
odbl;38796;5;plain;g
massgis:OBJECTID;38787;38046;letters;g
contact:city;38764;5428;colon;g
massgis:IT_VALC;38758;30;letters;g
massgis:WETCODE;38758;31;letters;g
massgis:POLY_CODE;38756;11;letters;g
massgis:SOURCE_SCA;38752;3;letters;g
ref:vatin;38566;26581;colon;g
axle_load;38514;35;plain;g
subject;38389;2447;plain;g
source:pkey;38259;25023;colon;g
addr:community;38094;153;colon;g
canal;38061;57;plain;g
motorboat;38031;18;plain;g
source:designation;37956;3337;colon;g
railway:signal:speed_limit:speed;37948;402;colon;g
maxspeed:source;37931;884;colon;g
official_name:en;37752;4505;colon;g
ref:De_Lijn;37688;37291;letters;g
payment:maestro;37592;8;colon;g
seamark:rock:water_level;37561;11;colon;g
heritage:website;37494;27456;colon;g
source_date;37390;509;plain;g
flood_prone;37345;18;plain;g
project;37320;266;plain;g
ref:colour;37305;151;colon;g
fire_hydrant:housenumber;37278;3454;colon;g
ref:FR:ANFR;37248;36890;letters;g
old_name:uk;37236;5522;colon;g
hoops;37180;62;plain;g
damage:event;37147;94;colon;g
gtfs_stop_code;37116;32663;plain;g
message;36958;155;plain;g
seamark:light:period;36821;117;colon;g
TMC:cid_58:tabcd_1:LocationCode;36789;28564;letters;g
animated;36765;18;plain;g
kerb:height;36736;309;colon;g
TMC:cid_58:tabcd_1:Class;36721;10;letters;g
TMC:cid_58:tabcd_1:LCLversion;36675;19;letters;g
route_ref:De_Lijn;36608;6234;letters;g
changing_table;36605;16;plain;g
cesena:ref_id;36589;36588;colon;g
zone:De_Lijn;36535;102;letters;g
diet:vegan;36489;9;colon;g
name:my;36441;24391;colon;g
access:conditional;36367;4631;colon;g
bunker_type;36312;420;plain;g
allotments;36066;29;plain;g
payment:contactless;36058;16;colon;g
taxon:family;36000;44;colon;g
luminous;35970;7;plain;g
telecom:medium;35878;41;colon;g
logging:start_date;35865;818;colon;g
cycleway:right:buffer;35766;33;colon;g
nat_name:en;35663;238;colon;g
koatuu;35461;32323;plain;g
wall:material;35404;110;colon;g
ref:FR:FINESS;35369;34985;letters;g
source:lanes;35352;172;colon;g
old_ref:legislative;35258;530;colon;g
mhs:inscription_date;35077;8986;colon;g
railway:signal:distant:states;34965;188;colon;g
path;34818;206;plain;g
building:cladding;34718;77;colon;g
source:hgv;34702;70;colon;g
working;34662;26;plain;g
pole;34653;88;plain;g
max_age;34653;261;plain;g
ref:FR:STIF;34570;33610;letters;g
ref:DK:cvr;34292;22933;letters;g
couplings:type;34133;254;colon;g
gns:dsg;34035;166;colon;g
species:fr;33929;1720;colon;g
damage;33925;52;plain;g
fvst:navnelbnr;33910;33568;colon;g
KSJ2:coordinate;33818;33759;letters;g
KSJ2:lat;33818;31684;letters;g
KSJ2:long;33818;31619;letters;g
id_origin;33795;20323;plain;g
name:kk;33733;11456;colon;g
irrigation;33730;19;plain;g
addr:division;33679;11;colon;g
njgin:guid;33660;33640;colon;g
flour_fortified;33509;3;plain;g
mountain_pass;33430;17;plain;g
unocha:pcode;33410;33327;colon;g
railway:signal:speed_limit:height;33368;7;colon;g
railway:atc;33337;2;colon;g
building:start_date;33272;191;colon;g
tiger:name_base_3;33262;4363;letters;g
railway:signal:distant:height;33244;6;colon;g
name:bg;33181;13387;colon;g
charge;33176;9214;plain;g
land_property;33140;21;plain;g
name:ku;33123;23521;colon;g
smoothness:date;33114;693;colon;g
source:destination;33074;166;colon;g
building:floor;33067;40;colon;g
razed:railway;33017;68;colon;g
stroller;32869;15;plain;g
gnis:County;32819;887;letters;g
class:bicycle;32812;19;colon;g
recycling:plastic_bottles;32801;14;colon;g
lamp:count;32786;11;colon;g
ref:caclr;32756;32294;colon;g
addr:hamlet:de;32717;210;colon;g
addr:hamlet:it;32646;215;colon;g
currency:EUR;32569;9;letters;g
fuel:lpg;32553;14;colon;g
gnis:ST_num;32492;52;letters;g
gnis:County_num;32472;225;letters;g
brand:website;32435;3304;colon;g
check_date:shelter;32420;1081;colon;g
name:ar1;32392;26008;letters;g
enforcement;32012;66;plain;g
source:heritage;31844;321;colon;g
beauty;31698;2295;plain;g
operator:zh;31692;388;colon;g
STIF:zone;31676;7;letters;g
contact:mobile;31627;30346;colon;g
backup_generator;31619;3;plain;g
ref:FR:Grenoble:trees;31606;31590;letters;g
ref:DK:cvr:pnummer;31590;27938;letters;g
traffic_sign:2;31577;4182;letters;g
zone:TEC;31565;976;letters;g
name:nan-TL;31561;5218;rest;g
share_taxi;31544;12;plain;g
name:nan-POJ;31481;5187;rest;g
national_highways:area;31480;21;colon;g
network:zh;31458;182;colon;g
narrow;31437;154;plain;g
katotth;31406;31185;plain;g
gnis:ST_alpha;31374;54;letters;g
driveway;31355;30;plain;g
lamp:tilt;31236;12;colon;g
tents;31232;83;plain;g
taxon:pt;31213;266;colon;g
landform;31186;57;plain;g
gtfs:stop_id;31124;23012;colon;g
description:de;31092;12221;colon;g
levels;31086;77;plain;g
payment:cards;30983;17;colon;g
railway:atb;30948;2;colon;g
stile;30944;52;plain;g
maxspeed:practical;30757;125;colon;g
source_type_imagery;30706;12;plain;g
ref:FR:Enedis;30621;30617;letters;g
motor_vehicle:conditional;30495;3473;colon;g
fire_hydrant:type:zh;30429;6;colon;g
ref:UFID;30427;14445;letters;g
ref:DGNID;30427;621;letters;g
handrail:left;30338;19;colon;g
parcel_mail_in;30322;5;plain;g
ref:cadastre;30285;28355;colon;g
handrail:right;30268;15;colon;g
source:geometry:version;30219;14;colon;g
sby:bldgtype;30216;3;colon;g
generator:place;30185;36;colon;g
parking:condition:both;30125;83;colon;g
legal_type:FR;30104;17;letters;g
disused:highway;29985;75;colon;g
BRN;29891;29763;letters;g
recycling:plastic_packaging;29865;9;colon;g
payment:american_express;29562;13;colon;g
note:de;29512;9322;colon;g
railway:signal:minor:height;29480;3;colon;g
dibavod:needs:review;29407;1;colon;g
name:vi;29376;18187;colon;g
catastro:ref;29359;22717;colon;g
crossing:saltire;29285;2;colon;g
class:bicycle:mtb;29198;16;colon;g
name:cy;29152;14212;colon;g
fire_hydrant:city;28982;871;colon;g
name:mk;28850;10697;colon;g
name:right;28803;9693;colon;g
duration;28742;2348;plain;g
railway:tvm;28737;3;colon;g
name:left;28674;9765;colon;g
name:sw;28670;22532;colon;g
name:pa;28666;1918;colon;g
brand:ru;28618;305;colon;g
winter_service;28589;6;plain;g
passenger;28245;28;plain;g
construction:railway:etcs;28206;9;colon;g
source:maxspeed:forward;28030;382;colon;g
seamark:source;27995;2331;colon;g
bus:lanes;27985;309;colon;g
ramp:wheelchair;27938;21;colon;g
cycle_network;27861;946;plain;g
heritage:ref;27861;15910;colon;g
diocese;27673;526;plain;g
name:ml;27673;14667;colon;g
ref:drain_zone;27649;6;colon;g
taxon:cultivar;27636;553;colon;g
source:power;27632;63;colon;g
structure_gauge;27614;8;plain;g
operator:website;27609;2493;colon;g
destination:ref:to;27605;6349;colon;g
service_times;27583;13765;plain;g
bridge:support;27550;246;colon;g
facebook;27533;25537;plain;g
ref:FR:SIREN;27477;25866;letters;g
ref:drain_type;27454;150;colon;g
ref:drain_number;27426;27202;colon;g
access:delivery;27402;14;colon;g
compressed_air;27396;12;plain;g
recycling:waste;27358;19;colon;g
source:maxspeed:backward;27308;329;colon;g
todo;27287;588;plain;g
official_ref;27238;12692;plain;g
railway:ctcs;27201;4;colon;g
genus:fr;27194;395;colon;g
4wd_only;27121;26;rest;g
caravans;27111;48;plain;g
contact:ok;27034;759;colon;g
name:tr;26986;13808;colon;g
source:lake;26959;7;colon;g
catastro:codigo;26947;11079;colon;g
clc:id;26803;25206;colon;g
parking:both:orientation;26797;8;colon;g
name:tt;26694;9287;colon;g
canoe;26628;35;plain;g
guidepost;26576;100;plain;g
name:hsb;26521;7982;colon;g
KSJ2:lake_id;26505;100;letters;g
KSJ2:LPN;26505;99;letters;g
destination:ref:lanes;26505;12882;colon;g
tiger:mtfcc;26480;46;colon;g
railway:signal:main:substitute_signal;26465;35;colon;g
navigationaid;26403;43;plain;g
conveying;26388;27;plain;g
seamark:beacon_lateral:category;26338;25;colon;g
TMC:cid_58:tabcd_1:PrevLocationCode;26327;18849;letters;g
TMC:cid_58:tabcd_1:NextLocationCode;26325;18843;letters;g
ref:FR:STIF:stop_id;26226;25988;letters;g
railway:milestone:emergency_brake_override;26207;2;colon;g
rating;26200;1820;plain;g
rednap:longitud;26169;25991;colon;g
rednap:latitud;26159;25945;colon;g
source:wfs;26156;3;colon;g
rednap:numero;26155;26145;colon;g
rednap:tipo;26154;5;colon;g
rednap:codigoine;26152;2257;colon;g
rednap:ficha;26152;26142;colon;g
rednap:posicion;26152;3;colon;g
rednap:grupo;26151;4580;colon;g
rednap:nodo;26149;3;colon;g
stop_id;26141;22053;plain;g
ref:ProRailSpoortak;26130;13368;letters;g
